Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-02-02,58448861,dw,top_control,GE,GDP630PYRFS,GDP630PYRFS,,us,retail,bestbuy,,Positive,"onboard,purchase",Noise_Vibration,Easy to install and quiet for the price.,[ Dishwasher ] || ---------------- || Easy to install and quiet for the price. It's a good product.,[ Dishwasher ] || ---------------- || Easy to install and quiet for the price. It's a good product.,,,5.0
24-02-02,58449210,dw,front_control,KITCHENAID,KDFM404KBS_KDFM404KPS,KDFM404KBS_KDFM404KPS,,us,retail,bestbuy,,Negative,"maintain,use",Durability,Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,,,5.0
24-02-02,58449210,dw,front_control,KITCHENAID,KDFM404KBS_KDFM404KPS,KDFM404KBS_KDFM404KPS,,us,retail,bestbuy,,Neutral,use,Durability,Hopefully this Kitchenaid will last longer.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,,,5.0
24-02-02,58449210,dw,front_control,KITCHENAID,KDFM404KBS_KDFM404KPS,KDFM404KBS_KDFM404KPS,,us,retail,bestbuy,,Positive,use,Performance_Drying,It sure cleans & dries disher good.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,,,5.0
24-02-02,58449210,dw,front_control,KITCHENAID,KDFM404KBS_KDFM404KPS,KDFM404KBS_KDFM404KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,It sure cleans & dries disher good.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,,,5.0
24-02-02,58449210,dw,front_control,KITCHENAID,KDFM404KBS_KDFM404KPS,KDFM404KBS_KDFM404KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,And quiet.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,,,5.0
24-02-02,58449210,dw,front_control,KITCHENAID,KDFM404KBS_KDFM404KPS,KDFM404KBS_KDFM404KPS,,us,retail,bestbuy,,Neutral,use,Easy_Use,If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,[ Kitchenaid Dishwasher Awesome! ] || ---------------- || I love my Kitchenaid dishwasher. I think its the best dishwasher I've probably ever had. Never had this brand before. Wish I would have gotten one sooner. Had nothing but problems with last two dishwashers (another brand) neither held up but a few years as well. Hopefully this Kitchenaid will last longer. It sure cleans & dries disher good. And quiet. If it does thats it only Kitchenaid from now on.,,,5.0
24-02-02,58449734,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,The dishwasher is very quiet while it is running.,[ Kitchen Aid Dishwasher ] || ---------------- || The dishwasher is very quiet while it is running. There is plenty of room in the unit for dishes.,[ Kitchen Aid Dishwasher ] || ---------------- || The dishwasher is very quiet while it is running.  There is plenty of room in the unit for dishes.,,,5.0
24-02-02,58449734,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Design,There is plenty of room in the unit for dishes.,[ Kitchen Aid Dishwasher ] || ---------------- || The dishwasher is very quiet while it is running. There is plenty of room in the unit for dishes.,[ Kitchen Aid Dishwasher ] || ---------------- || The dishwasher is very quiet while it is running.  There is plenty of room in the unit for dishes.,,,5.0
24-02-02,58449735,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,"I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. &","[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don't need to operate it as much. Simply Love My BESTBUY!","[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don’t need to operate it as much. Simply Love My BESTBUY!",,,5.0
24-02-02,58449735,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,"I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. &","[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don't need to operate it as much. Simply Love My BESTBUY!","[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don’t need to operate it as much. Simply Love My BESTBUY!",,,5.0
24-02-02,58449735,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Design,I can get so much in one load that I don't need to operate it as much.,"[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don't need to operate it as much. Simply Love My BESTBUY!","[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don’t need to operate it as much. Simply Love My BESTBUY!",,,5.0
24-02-02,58449735,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Very Positive,,,Simply Love My BESTBUY!,"[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don't need to operate it as much. Simply Love My BESTBUY!","[ My Best Buy Could Be Yours Too! ] || ---------------- || I love my new kitchen aid dishwasher for so many reasons: it so quiet, cleans so efficiently, has so much adjustable spacing for large pots & pans dries spotlessly glass wear & silver wear & has special creative spigates that sanititizes everything. & I can get so much in one load that I don’t need to operate it as much. Simply Love My BESTBUY!",,,5.0
24-02-02,58449738,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,,I really love this dishwasher!,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well. better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional. Very happy with my purchase and installation.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well....better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional.  Very happy with my purchase and installation.,,,5.0
24-02-02,58449738,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,Cleans vey well.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well. better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional. Very happy with my purchase and installation.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well....better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional.  Very happy with my purchase and installation.,,,5.0
24-02-02,58449738,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,,better than my previous Kitchenaid dishwasher.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well. better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional. Very happy with my purchase and installation.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well....better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional.  Very happy with my purchase and installation.,,,5.0
24-02-02,58449738,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Easy_Use,The upper (third) rack is roomie and functional.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well. better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional. Very happy with my purchase and installation.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well....better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional.  Very happy with my purchase and installation.,,,5.0
24-02-02,58449738,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,"onboard,purchase",Delivery_Installation,Very happy with my purchase and installation.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well. better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional. Very happy with my purchase and installation.,[ Love it ] || ---------------- || I really love this dishwasher! Cleans vey well....better than my previous Kitchenaid dishwasher. The upper (third) rack is roomie and functional.  Very happy with my purchase and installation.,,,5.0
24-02-02,58449736,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Neutral,use,Design,This 3 rack machine has a top rack that provides additional storage capacity,[ Kitchen Aid ] || ---------------- || This 3 rack machine has a top rack that provides additional storage capacity,[ Kitchen Aid ] || ---------------- || This 3 rack machine has a top rack that provides additional storage capacity,,,5.0
24-02-02,58449736,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Neutral,use,Easy_Use,This 3 rack machine has a top rack that provides additional storage capacity,[ Kitchen Aid ] || ---------------- || This 3 rack machine has a top rack that provides additional storage capacity,[ Kitchen Aid ] || ---------------- || This 3 rack machine has a top rack that provides additional storage capacity,,,5.0
24-02-02,58449737,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,onboard,Delivery_Installation,I was able to install this dishwasher myself with relative ease.,[ Quiet and efficient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,[ Quiet and effecient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,,,5.0
24-02-02,58449737,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,It is very quiet and does an excellent job of washing the dishes.,[ Quiet and efficient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,[ Quiet and effecient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,,,5.0
24-02-02,58449737,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,It is very quiet and does an excellent job of washing the dishes.,[ Quiet and efficient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,[ Quiet and effecient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,,,5.0
24-02-02,58449737,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Easy_Use,The rack configuration makes it very easy to get a lot of dishes in it for a load.,[ Quiet and efficient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,[ Quiet and effecient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,,,5.0
24-02-02,58449737,dw,top_control,KITCHENAID,KDTM404KBS_KDTM404KPS,KDTM404KBS_KDTM404KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,It is also extremely quiet.,[ Quiet and efficient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,[ Quiet and effecient! ] || ---------------- || I was able to install this dishwasher myself with relative ease. It is very quiet and does an excellent job of washing the dishes. The rack configuration makes it very easy to get a lot of dishes in it for a load. It is also extremely quiet.,,,5.0
