Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-03-22,60419479,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,costco,,Neutral,,,An example of why you may want to actually see the appliance in real life rather than online.,"[ Great cleaning,but will your plates andsilver fit? ] || ---------------- || Does a great job, quiet, but the times on the dish racks are too close together to fit normal plates or bowls. They are inflexible and you don't have the option to fold down every other row. An example of why you may want to actually see the appliance in real life rather than online. Our dishes are not unusual, yet plates only fit when pressure is put on the tines. Also the grid on the top of the silverware basket is too fine to allow the stems of our flatware to fit in, so we leave the top grid folded down.","[ Great cleaning,but will your plates andsilver fit? ] || ---------------- || Does a great job, quiet, but the times on the dish racks are too close together to fit normal plates or bowls. They are inflexible and you don't have the option to fold down every other row. An example of why you may want to actually see the appliance in real life rather than online. Our dishes are not unusual, yet plates only fit when pressure is put on the tines. Also the grid on the top of the silverware basket is too fine to allow the stems of our flatware to fit in, so we leave the top grid folded down.",,,3.0
24-03-22,60419482,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,costco,,Negative,onboard,Delivery_Installation,I'll solve this by shopping for the appropriate screws but it defeats the purpose of having professionals do the install.,"[ Silent and Powerful/Questionable Control Interface ] || ---------------- || This dishwasher cleans twice as well as my old GE. It looks good and runs quiet.That said, I have two complaints, one about the product and one about the install from Costco's contractor.The product: I'm not a fan of the touch control display. It doesn't light up every time I open it. The power button takes multiple seconds of pressing to activate and sometimes takes multiple pressings.The install: The guys who came out where nice enough and the dishwasher doesn't seem to have any leaks or power issues but they did not secure it to the cabinetry or the counter top so now it will rock forward if I roll the racks out all the way. I'll solve this by shopping for the appropriate screws but it defeats the purpose of having professionals do the install.","[ Silent and Powerful/Questionable Control Interface ] || ---------------- || This dishwasher cleans twice as well as my old GE. It looks good and runs quiet.That said, I have two complaints, one about the product and one about the install from Costco's contractor.The product: I'm not a fan of the touch control display. It doesn't light up every time I open it. The power button takes multiple seconds of pressing to activate and sometimes takes multiple pressings.The install: The guys who came out where nice enough and the dishwasher doesn't seem to have any leaks or power issues but they did not secure it to the cabinetry or the counter top so now it will rock forward if I roll the racks out all the way. I'll solve this by shopping for the appropriate screws but it defeats the purpose of having professionals do the install.",,,4.0
24-03-22,91614225,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,,So far i love this machine!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful. The whole process was a breeze!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful.  The whole process was a breeze!,Verified,,5.0
24-03-22,91614225,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,It is very quiet and my dishes have never be this clean with out rinsing first.,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful. The whole process was a breeze!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful.  The whole process was a breeze!,Verified,,5.0
24-03-22,91614225,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,It is very quiet and my dishes have never be this clean with out rinsing first.,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful. The whole process was a breeze!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful.  The whole process was a breeze!,Verified,,5.0
24-03-22,91614225,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,,Service,I had a gret shopping experience and my sales person was extremely helpful.,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful. The whole process was a breeze!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful.  The whole process was a breeze!,Verified,,5.0
24-03-22,91614225,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,,Easy_Use,The whole process was a breeze!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful. The whole process was a breeze!,[ Happy Customer ] || ---------------- || So far i love this machine! It is very quiet and my dishes have never be this clean with out rinsing first. I had a gret shopping experience and my sales person was extremely helpful.  The whole process was a breeze!,Verified,,5.0
24-03-22,91614224,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,Cleans well.,[ Good dishwasher ] || ---------------- || Cleans well. Very quiet. I would recommend this dishwasher.,[ Good dishwasher ] || ---------------- || Cleans well. Very quiet.  I would recommend this dishwasher.,Verified,,5.0
24-03-22,91614224,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,Very quiet.,[ Good dishwasher ] || ---------------- || Cleans well. Very quiet. I would recommend this dishwasher.,[ Good dishwasher ] || ---------------- || Cleans well. Very quiet.  I would recommend this dishwasher.,Verified,,5.0
24-03-22,91614224,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Very Positive,use,,I would recommend this dishwasher.,[ Good dishwasher ] || ---------------- || Cleans well. Very quiet. I would recommend this dishwasher.,[ Good dishwasher ] || ---------------- || Cleans well. Very quiet.  I would recommend this dishwasher.,Verified,,5.0
24-03-22,91614228,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,,Service,bestbuy does it again!,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again! Really nice dishwasher. Purchased easily in the store and installation was without any issues. Quit product and it cleans very well too.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again!  Really nice dishwasher.  Purchased easily in the store and installation was without any issues.  Quit product and it cleans very well too.,Verified,,5.0
24-03-22,91614228,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,,Really nice dishwasher.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again! Really nice dishwasher. Purchased easily in the store and installation was without any issues. Quit product and it cleans very well too.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again!  Really nice dishwasher.  Purchased easily in the store and installation was without any issues.  Quit product and it cleans very well too.,Verified,,5.0
24-03-22,91614228,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,"onboard,purchase",Delivery_Installation,Purchased easily in the store and installation was without any issues.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again! Really nice dishwasher. Purchased easily in the store and installation was without any issues. Quit product and it cleans very well too.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again!  Really nice dishwasher.  Purchased easily in the store and installation was without any issues.  Quit product and it cleans very well too.,Verified,,5.0
24-03-22,91614228,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Performance_Washing,Quit product and it cleans very well too.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again! Really nice dishwasher. Purchased easily in the store and installation was without any issues. Quit product and it cleans very well too.,[ Dishwasher and All - Thanks Bet Buy ] || ---------------- || Best Buy does it again!  Really nice dishwasher.  Purchased easily in the store and installation was without any issues.  Quit product and it cleans very well too.,Verified,,5.0
24-03-22,91614221,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,,Very happy with my new dishwasher.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It's been a long time! It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It’s been a long time!  It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,Verified,,5.0
24-03-22,91614221,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Design,I am able to put dirty dishes in without washing them first.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It's been a long time! It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It’s been a long time!  It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,Verified,,5.0
24-03-22,91614221,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Neutral,,,It's been a long time!,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It's been a long time! It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It’s been a long time!  It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,Verified,,5.0
24-03-22,91614221,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Noise_Vibration,It is also very quiet.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It's been a long time! It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It’s been a long time!  It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,Verified,,5.0
24-03-22,91614221,dw,top_control,KITCHENAID,KDTE204KPS,KDTE204KPS,,us,retail,bestbuy,,Positive,use,Easy_Use,I love the 3rd rack up top for our utensils and dog food lids.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It's been a long time! It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,[ No more running the cycle twice! ] || ---------------- || Very happy with my new dishwasher. I am able to put dirty dishes in without washing them first. It’s been a long time!  It is also very quiet. I love the 3rd rack up top for our utensils and dog food lids.,Verified,,5.0
24-03-22,60422890,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Very Positive,"purchase,use",Design,"I bought it last month and it was the best investment, it has a lot of capacity for dishes and what has made me happier is that the grids are movable so I can adjust it to my need.","[ The best purchase ] || ---------------- || I bought it last month and it was the best investment, it has a lot of capacity for dishes and what has made me happier is that the grids are movable so I can adjust it to my need.","[ The best purchase ] || ---------------- || I bought it last month and it was the best investment, it has a lot of capacity for dishes and what has made me happier is that the grids are movable so I can adjust it to my need.",,,5.0
24-03-22,60422890,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Very Positive,"purchase,use",Easy_Use,"I bought it last month and it was the best investment, it has a lot of capacity for dishes and what has made me happier is that the grids are movable so I can adjust it to my need.","[ The best purchase ] || ---------------- || I bought it last month and it was the best investment, it has a lot of capacity for dishes and what has made me happier is that the grids are movable so I can adjust it to my need.","[ The best purchase ] || ---------------- || I bought it last month and it was the best investment, it has a lot of capacity for dishes and what has made me happier is that the grids are movable so I can adjust it to my need.",,,5.0
24-03-22,60422891,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Very Negative,maintain,Service,Communication with customer service was a 20 minute disaster.,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster. No one had English as their first language. Hoping their milk wash works. Time will tell,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster.  No one had English as their first language.  Hoping their milk wash works.  Time will tell,,,1.0
24-03-22,60422891,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Neutral,,Easy_Use,No one had English as their first language.,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster. No one had English as their first language. Hoping their milk wash works. Time will tell,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster.  No one had English as their first language.  Hoping their milk wash works.  Time will tell,,,1.0
24-03-22,60422891,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Neutral,,Performance_Washing,Hoping their milk wash works.,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster. No one had English as their first language. Hoping their milk wash works. Time will tell,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster.  No one had English as their first language.  Hoping their milk wash works.  Time will tell,,,1.0
24-03-22,60422891,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Neutral,,,Time will tell,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster. No one had English as their first language. Hoping their milk wash works. Time will tell,[ Works well most of the time ] || ---------------- || Communication with customer service was a 20 minute disaster.  No one had English as their first language.  Hoping their milk wash works.  Time will tell,,,1.0
24-03-22,60422909,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,lg_com_us,,Negative,maintain,Service,"Came with my new house and it is awful …called customer service and they told me it was my hard water…I have lived in this community for 5 years, 2 other houses and the dishwashers worked fine","[ Poor ] || ---------------- || Came with my new house and it is awful …called customer service and they told me it was my hard water…I have lived in this community for 5 years, 2 other houses and the dishwashers worked fine","[ Poor ] || ---------------- || Came with my new house and it is awful …called customer service and they told me it was my hard water…I have lived in this community for 5 years, 2 other houses and the dishwashers worked fine",,,1.0
24-03-22,60423502,dw,top_control,GE,GDT226SSLSS,GDT226SSLSS,,us,retail,bestbuy,,Neutral,use,,I've had this dishwasher for about a 3 weeks now.,"[ ADA Compliant Dishwasher ] || ---------------- || I've had this dishwasher for about a 3 weeks now. I bought it because it is ADA compliant, which I need to meet counter height requirements. It cleans adequately but since it doesnt have a heating element, I've found it won't really dry your dishes. The most effective workaround to get dishes dry is to open the dishwasher after the cycle completes. If you don't need an ADA compliant dishwasher, you can probably get a much cheaper dishwasher with better features.","[ ADA Compliant Dishwasher ] || ---------------- || I've had this dishwasher for about a 3 weeks now.  I bought it because it is ADA compliant, which I need to meet counter height requirements. It cleans adequately but since it doesnt have a heating element, I've found it won't really dry your dishes.  The most effective workaround to get dishes dry is to open the dishwasher after the cycle completes.  If you don't need an ADA compliant dishwasher, you can probably get a much cheaper dishwasher with better features.",,,2.0
