Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-02-15,49010842,dw,top_control,SAMSUNG,DW80B6060UG_AC_DW80B6060US_AC,DW80B6060UG_AC_DW80B6060US_AC,,ci,retail,samsung_com_ca,,Positive,use,Easy_Use,I had a Bosch and this is even quieter the adjustable center rack and storm wash are excellent.,[ Quiet with great features ] || ---------------- || Best dishwasher I have ever bought. I had a Bosch and this is even quieter the adjustable center rack and storm wash are excellent. I would definitely recommend! ,[ Quiet with great features ] || ---------------- || [This review was collected as part of a promotion.] Best dishwasher I have ever bought. I had a Bosch and this is even quieter the adjustable center rack and storm wash are excellent. I would definitely recommend!!,,,5.0
23-02-15,49010050,dw,countertop,LG,Objet_collection,DTC2NE,ASIA,kr,retail,naver_shop,,Negative,deliver,Delivery_Installation,"There was a product defect, but I received it right away and am using it well ^^","[ There was a product defect, but I received it right away and am using it well ^^ ] || ---------------- || There was a product defect, but I received it right away and am using it well ^^",[ 제품 하자가 잇었지만 바로 as받앗고 잘쓰고 있습니다^^ ] || ---------------- || 제품 하자가 잇었지만 바로 as받앗고 잘쓰고 있습니다^^,,,5.0
23-02-15,49010050,dw,countertop,LG,Objet_collection,DTC2NE,ASIA,kr,retail,naver_shop,,Negative,deliver,Durability,"There was a product defect, but I received it right away and am using it well ^^","[ There was a product defect, but I received it right away and am using it well ^^ ] || ---------------- || There was a product defect, but I received it right away and am using it well ^^",[ 제품 하자가 잇었지만 바로 as받앗고 잘쓰고 있습니다^^ ] || ---------------- || 제품 하자가 잇었지만 바로 as받앗고 잘쓰고 있습니다^^,,,5.0
23-02-15,49010062,dw,countertop,LG,Objet_collection,DTC2NE,ASIA,kr,retail,naver_shop,,Positive,use,Design,It's a neat and practical size.,"[ It's a neat and practical size. It's too big. ] || ---------------- || It's a neat and practical size. It was too big to be burdensome, but I'm satisfied",[ 깔끔하고 실용적인 사이즈네요 너무 큰 ] || ---------------- || 깔끔하고 실용적인 사이즈네요 너무 큰게 부담스러웠는데 만족합니다,,,5.0
23-02-15,49010062,dw,countertop,LG,Objet_collection,DTC2NE,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,"It was too big to be burdensome, but I'm satisfied","[ It's a neat and practical size. It's too big. ] || ---------------- || It's a neat and practical size. It was too big to be burdensome, but I'm satisfied",[ 깔끔하고 실용적인 사이즈네요 너무 큰 ] || ---------------- || 깔끔하고 실용적인 사이즈네요 너무 큰게 부담스러웠는데 만족합니다,,,5.0
23-02-15,49014849,dw,top_control,WHIRLPOOL,WDP730HAMZ,WDP730HAMZ,,us,retail,homedepot,,Positive,use,Noise_Vibration,"Whisper Quiet, solid construction, dishes come out spotless.","[ Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask.  ] || ---------------- || Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask for more!","[ Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask... ] || ---------------- || Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask for more!",,,5.0
23-02-15,49014849,dw,top_control,WHIRLPOOL,WDP730HAMZ,WDP730HAMZ,,us,retail,homedepot,,Positive,use,Performance_Washing,"Whisper Quiet, solid construction, dishes come out spotless.","[ Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask.  ] || ---------------- || Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask for more!","[ Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask... ] || ---------------- || Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask for more!",,,5.0
23-02-15,49014849,dw,top_control,WHIRLPOOL,WDP730HAMZ,WDP730HAMZ,,us,retail,homedepot,,Neutral,,,Couldn't ask for more!,"[ Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask.  ] || ---------------- || Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask for more!","[ Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask... ] || ---------------- || Whisper Quiet, solid construction, dishes come out spotless. Couldn't ask for more!",,,5.0
23-02-15,49016997,dw,front_control,LG,LDFN4542S,LDFN4542S,,ci,retail,lg_com_ca,,Positive,use,Easy_Use,I love all the features and cleaning choices on this dishwasher.,"[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I'm so glad I did, they look and function great. Highly recommend.","[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I’m so glad I did, they look and function great. Highly recommend.",,,5.0
23-02-15,49016997,dw,front_control,LG,LDFN4542S,LDFN4542S,,ci,retail,lg_com_ca,,Neutral,purchase,Design,I purchased all new LG appliances to enhance my kitchen remodel.,"[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I'm so glad I did, they look and function great. Highly recommend.","[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I’m so glad I did, they look and function great. Highly recommend.",,,5.0
23-02-15,49016997,dw,front_control,LG,LDFN4542S,LDFN4542S,,ci,retail,lg_com_ca,,Positive,,Design,"I'm so glad I did, they look and function great.","[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I'm so glad I did, they look and function great. Highly recommend.","[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I’m so glad I did, they look and function great. Highly recommend.",,,5.0
23-02-15,49016997,dw,front_control,LG,LDFN4542S,LDFN4542S,,ci,retail,lg_com_ca,,Very Positive,use,,Highly recommend.,"[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I'm so glad I did, they look and function great. Highly recommend.","[ Outstanding clean and quiet ] || ---------------- || I love all the features and cleaning choices on this dishwasher. I purchased all new LG appliances to enhance my kitchen remodel. I’m so glad I did, they look and function great. Highly recommend.",,,5.0
23-02-15,49017246,dw,top_control,GE,GDT630PYMFS,GDT630PYMFS,,us,retail,geappliances,,Positive,use,Service,We love our GE dishwasher!,[ Does a great job of getting dishes clean! ] || ---------------- || We love our GE dishwasher! It cleans very well and drys great!,[ Does a great job of getting dishes clean! ] || ---------------- || We love our GE dishwasher! It cleans very well and drys great!,,,5.0
23-02-15,49017246,dw,top_control,GE,GDT630PYMFS,GDT630PYMFS,,us,retail,geappliances,,Positive,use,Performance_Drying,It cleans very well and drys great!,[ Does a great job of getting dishes clean! ] || ---------------- || We love our GE dishwasher! It cleans very well and drys great!,[ Does a great job of getting dishes clean! ] || ---------------- || We love our GE dishwasher! It cleans very well and drys great!,,,5.0
23-02-15,49017246,dw,top_control,GE,GDT630PYMFS,GDT630PYMFS,,us,retail,geappliances,,Positive,use,Performance_Washing,It cleans very well and drys great!,[ Does a great job of getting dishes clean! ] || ---------------- || We love our GE dishwasher! It cleans very well and drys great!,[ Does a great job of getting dishes clean! ] || ---------------- || We love our GE dishwasher! It cleans very well and drys great!,,,5.0
23-02-15,49018544,dw,top_control,WHIRLPOOL,WDT730HAMZ,WDT730HAMZ,,us,retail,whirlpool_com_us,,Negative,"decide,replace",Noise_Vibration,Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one.,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one. We love it! It is quiet running and it gets the job done. Why didn't we do this a few years ago? ,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one.  We love it!  It is quiet running and it gets the job done.  Why didn't we do this a few years ago??,,,5.0
23-02-15,49018544,dw,top_control,WHIRLPOOL,WDT730HAMZ,WDT730HAMZ,,us,retail,whirlpool_com_us,,Positive,use,,We love it!,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one. We love it! It is quiet running and it gets the job done. Why didn't we do this a few years ago? ,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one.  We love it!  It is quiet running and it gets the job done.  Why didn't we do this a few years ago??,,,5.0
23-02-15,49018544,dw,top_control,WHIRLPOOL,WDT730HAMZ,WDT730HAMZ,,us,retail,whirlpool_com_us,,Positive,use,Noise_Vibration,It is quiet running and it gets the job done.,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one. We love it! It is quiet running and it gets the job done. Why didn't we do this a few years ago? ,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one.  We love it!  It is quiet running and it gets the job done.  Why didn't we do this a few years ago??,,,5.0
23-02-15,49018544,dw,top_control,WHIRLPOOL,WDT730HAMZ,WDT730HAMZ,,us,retail,whirlpool_com_us,,Neutral,,,Why didn't we do this a few years ago?,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one. We love it! It is quiet running and it gets the job done. Why didn't we do this a few years ago? ,[ Quite and sparkling clean ] || ---------------- || Our previous dishwasher still worked but it was so noisy we couldn't run it while watching TV and it was 14 years old so we decided to look into getting a new one.  We love it!  It is quiet running and it gets the job done.  Why didn't we do this a few years ago??,,,5.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Positive,use,Noise_Vibration,Washer works great when it's running.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,maintain,Durability,But started having issues a few months ago.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,"maintain,use",Durability,"Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all.","[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,,Durability,"Did some research found that the control board typically goes out on this model, and usually after the warranty is up!","[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,,Service,"Did some research found that the control board typically goes out on this model, and usually after the warranty is up!","[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,,Price,BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,,Service,BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Negative,maintain,Service,Says to me that GE is not confident in their products to give at least a five year warranty on parts.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Very Negative,"maintain,purchase",Durability,I am very disappointed because the part cost me over $128 and still doesn't work.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
23-02-15,49018875,dw,top_control,GE,GDT655SGJWW,GDT655SGJWW,,us,retail,geappliances,,Very Negative,"maintain,purchase",Price,I am very disappointed because the part cost me over $128 and still doesn't work.,"[ Washes great … when it works! ] || ---------------- || Washer works great when it's running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn't work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn't work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I'm very disappointed.","[ Washes great … when it works! ] || ---------------- || Washer works great when it’s running. But started having issues a few months ago. Beeping, going dead, had to do hard reset a few times and now finally it doesn’t work at all. Did some research found that the control board typically goes out on this model, and usually after the warranty is up! BTW a one-year warranty on these devices for the amount of money that you pay for them seems unfair or unjust. Says to me that GE is not confident in their products to give at least a five year warranty on parts. I am very disappointed because the part cost me over $128 and still doesn’t work. Now either buy another part after testing or pay $114 for a service repair technician to come out and diagnose and then put pay for parts on top of that! Needless to say, I’m very disappointed.",,,2.0
