Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-11-03,76141233,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Performance_Drying,"My new Bosch dishwasher is incredibly quiet, all dishes come out squeeky clean, and all plastic dries to perfection.","[ BEST DISHWASHER I HAVE EVER HAD!  ] || ---------------- || This is our 5th dishwasher we have had in our home within the past 28 years. My new Bosch dishwasher is incredibly quiet, all dishes come out squeeky clean, and all plastic dries to perfection. I could not have asked for more. I recommend this dishwasher to anyone who is looking to purchase a new one. I wish I had known before how great this experience was going to be!","[ BEST DISHWASHER I HAVE EVER HAD!!! ] || ---------------- || [This review was collected as part of a promotion.] This is our 5th dishwasher we have had in our home within the past 28 years. My new Bosch dishwasher is incredibly quiet, all dishes come out squeeky clean, and all plastic dries to perfection. I could not have asked for more.I recommend this dishwasher to anyone who is looking to purchase a new one. I wish I had known before how great this experience was going to be!",Not verified,Originally posted on bosch-home.com,5.0
25-11-03,76149278,dw,front_control,BOSCH,300_series,SHE53B75UC,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,Very very quiet.,[ Perfect choice ] || ---------------- || (This review was collected as part of a promotion.) I like the control panel at front that shows settings and length of time remaining in cycle. Our previous Bosch had hidden controls and didn't show time remaining. Very very quiet. Like the third rack for utensils. Doesn't dry completely like our old one but we'll enough,[ Perfect choice ] || ---------------- || (This review was collected as part of a promotion.) I like the control panel at front that shows settings and length of time remaining in cycle. Our previous Bosch had hidden controls and didn't show time remaining.  Very very quiet. Like the third rack for utensils. Doesn't dry completely like our old one but we'll enough,Not verified,Originally posted on bosch-home.com,5.0
25-11-03,76149278,dw,front_control,BOSCH,300_series,SHE53B75UC,,ci,retail,bestbuy_ca,,Neutral,use,Easy_Use,Like the third rack for utensils.,[ Perfect choice ] || ---------------- || (This review was collected as part of a promotion.) I like the control panel at front that shows settings and length of time remaining in cycle. Our previous Bosch had hidden controls and didn't show time remaining. Very very quiet. Like the third rack for utensils. Doesn't dry completely like our old one but we'll enough,[ Perfect choice ] || ---------------- || (This review was collected as part of a promotion.) I like the control panel at front that shows settings and length of time remaining in cycle. Our previous Bosch had hidden controls and didn't show time remaining.  Very very quiet. Like the third rack for utensils. Doesn't dry completely like our old one but we'll enough,Not verified,Originally posted on bosch-home.com,5.0
25-11-03,76149278,dw,front_control,BOSCH,300_series,SHE53B75UC,,ci,retail,bestbuy_ca,,Negative,use,Performance_Drying,Doesn't dry completely like our old one but we'll enough,[ Perfect choice ] || ---------------- || (This review was collected as part of a promotion.) I like the control panel at front that shows settings and length of time remaining in cycle. Our previous Bosch had hidden controls and didn't show time remaining. Very very quiet. Like the third rack for utensils. Doesn't dry completely like our old one but we'll enough,[ Perfect choice ] || ---------------- || (This review was collected as part of a promotion.) I like the control panel at front that shows settings and length of time remaining in cycle. Our previous Bosch had hidden controls and didn't show time remaining.  Very very quiet. Like the third rack for utensils. Doesn't dry completely like our old one but we'll enough,Not verified,Originally posted on bosch-home.com,5.0
25-11-03,76150317,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Positive,use,,Great product!,[ Bosch 800 series ] || ---------------- || Great product! This dishwasher is like a Ferarai compared to our old whirlpool dishwasher!,[ Bosch 800 series ] || ---------------- || [This review was collected as part of a promotion.] Great product! This dishwasher is like a Ferarai compared to our old whirlpool dishwasher!,Not verified,Originally posted on bosch-home.com,5.0
25-11-03,76150317,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,This dishwasher is like a Ferarai compared to our old whirlpool dishwasher!,[ Bosch 800 series ] || ---------------- || Great product! This dishwasher is like a Ferarai compared to our old whirlpool dishwasher!,[ Bosch 800 series ] || ---------------- || [This review was collected as part of a promotion.] Great product! This dishwasher is like a Ferarai compared to our old whirlpool dishwasher!,Not verified,Originally posted on bosch-home.com,5.0
25-11-03,76150319,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Easy_Use,"Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating.","[ Pass ] || ---------------- || Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week! Save yourself the hassle and buy a different model or brand.","[ Pass ] || ---------------- || [This review was collected as part of a promotion.] Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why:- The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days?). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!Save yourself the hassle and buy a different model or brand.",Not verified,Originally posted on bosch-home.com,1.0
25-11-03,76150319,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Neutral,use,Noise_Vibration,The controls will illuminate and chirp with the slightest touch.,"[ Pass ] || ---------------- || Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week! Save yourself the hassle and buy a different model or brand.","[ Pass ] || ---------------- || [This review was collected as part of a promotion.] Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why:- The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days?). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!Save yourself the hassle and buy a different model or brand.",Not verified,Originally posted on bosch-home.com,1.0
25-11-03,76150319,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Neutral,use,Easy_Use, -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ).,"[ Pass ] || ---------------- || Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week! Save yourself the hassle and buy a different model or brand.","[ Pass ] || ---------------- || [This review was collected as part of a promotion.] Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why:- The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days?). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!Save yourself the hassle and buy a different model or brand.",Not verified,Originally posted on bosch-home.com,1.0
25-11-03,76150319,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Durability, -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!,"[ Pass ] || ---------------- || Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week! Save yourself the hassle and buy a different model or brand.","[ Pass ] || ---------------- || [This review was collected as part of a promotion.] Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why:- The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days?). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!Save yourself the hassle and buy a different model or brand.",Not verified,Originally posted on bosch-home.com,1.0
25-11-03,76150319,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Easy_Use, -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!,"[ Pass ] || ---------------- || Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week! Save yourself the hassle and buy a different model or brand.","[ Pass ] || ---------------- || [This review was collected as part of a promotion.] Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why:- The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days?). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!Save yourself the hassle and buy a different model or brand.",Not verified,Originally posted on bosch-home.com,1.0
25-11-03,76150319,dw,top_control,BOSCH,800_series,SHX78CM5N,,ci,retail,bestbuy_ca,,Very Negative,"decide,replace",Easy_Use,Save yourself the hassle and buy a different model or brand.,"[ Pass ] || ---------------- || Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why: - The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days? ). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week! Save yourself the hassle and buy a different model or brand.","[ Pass ] || ---------------- || [This review was collected as part of a promotion.] Bosch is the only brand of dishwasher that our family uses and has loved for years; However, my new Bosch dishwasher has been an epic disaster and here's why:- The location and sensitivity of the touch controls is simply frustrating. The controls will illuminate and chirp with the slightest touch. -Figuring out how to use the app to run the dishwasher requires time and research (who has that these days?). -The top rack (cutlery/silverware) handle isn't very secure and broke in the first week!Save yourself the hassle and buy a different model or brand.",Not verified,Originally posted on bosch-home.com,1.0
25-11-03,76167805,dw,front_control,LG,LDFC2423V,LDFC2423V,,us,retail,costco,,Neutral,"deliver,onboard",Delivery_Installation,Ordered online they scheduled delivered and installed 10 days later.,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival. hauled away old one. everything went smooth. looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival..  hauled away old one... everything went smooth...looks great can't wait to use  thank you,Not verified,,5.0
25-11-03,76167805,dw,front_control,LG,LDFC2423V,LDFC2423V,,us,retail,costco,,Neutral,,Delivery_Installation,Called 30 min ahead of arrival.,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival. hauled away old one. everything went smooth. looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival..  hauled away old one... everything went smooth...looks great can't wait to use  thank you,Not verified,,5.0
25-11-03,76167805,dw,front_control,LG,LDFC2423V,LDFC2423V,,us,retail,costco,,Neutral,replace,Delivery_Installation,hauled away old one.,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival. hauled away old one. everything went smooth. looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival..  hauled away old one... everything went smooth...looks great can't wait to use  thank you,Not verified,,5.0
25-11-03,76167805,dw,front_control,LG,LDFC2423V,LDFC2423V,,us,retail,costco,,Positive,,Delivery_Installation,everything went smooth.,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival. hauled away old one. everything went smooth. looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival..  hauled away old one... everything went smooth...looks great can't wait to use  thank you,Not verified,,5.0
25-11-03,76167805,dw,front_control,LG,LDFC2423V,LDFC2423V,,us,retail,costco,,Positive,,Durability,everything went smooth.,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival. hauled away old one. everything went smooth. looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival..  hauled away old one... everything went smooth...looks great can't wait to use  thank you,Not verified,,5.0
25-11-03,76167805,dw,front_control,LG,LDFC2423V,LDFC2423V,,us,retail,costco,,Positive,use,Design,looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival. hauled away old one. everything went smooth. looks great can't wait to use thank you,[ Fast and efficient ] || ---------------- || Ordered online they scheduled delivered and installed 10 days later. Called 30 min ahead of arrival..  hauled away old one... everything went smooth...looks great can't wait to use  thank you,Not verified,,5.0
25-11-03,76168530,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Neutral,onboard,Delivery_Installation,Was installed in a new home.,"[ Works great! ] || ---------------- || Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet","[ Works great! ] || ---------------- || [This review was collected as part of a promotion.] Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet",Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168530,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Positive,use,Durability,"So far, it's working great.","[ Works great! ] || ---------------- || Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet","[ Works great! ] || ---------------- || [This review was collected as part of a promotion.] Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet",Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168530,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Positive,use,Performance_Washing,Cleans dishes thoroughly.,"[ Works great! ] || ---------------- || Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet","[ Works great! ] || ---------------- || [This review was collected as part of a promotion.] Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet",Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168530,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Positive,use,Noise_Vibration,Nice and quiet,"[ Works great! ] || ---------------- || Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet","[ Works great! ] || ---------------- || [This review was collected as part of a promotion.] Was installed in a new home. So far, it's working great. Cleans dishes thoroughly. Nice and quiet",Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168531,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Neutral,,Delivery_Installation,The dishwasher came with my new home.,[ Dishwasher ] || ---------------- || The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,[ Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168531,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Negative,use,Easy_Use,It does a great job but the cycle takes longer than my previous dishwasher.,[ Dishwasher ] || ---------------- || The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,[ Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168531,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Negative,use,Performance_Washing,It does a great job but the cycle takes longer than my previous dishwasher.,[ Dishwasher ] || ---------------- || The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,[ Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76168531,dw,front_control,WHIRLPOOL,WDF332PAMB_WDF332PAMW,WDF332PAMB_WDF332PAMW,,us,retail,homedepot,,Negative,use,Noise_Vibration,It is also not as quiet as other dishwashers.,[ Dishwasher ] || ---------------- || The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,[ Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] The dishwasher came with my new home. It does a great job but the cycle takes longer than my previous dishwasher. It is also not as quiet as other dishwashers.,Not verified,Originally posted on whirlpool.com,5.0
25-11-03,76170803,dw,front_control,BOSCH,100_series,SHE3AEM2N,,ci,retail,bestbuy_ca,,Negative,use,Performance_Washing,I did not have enough dirty dishes to start my new Bosch dishwasher today.,"[ First impressions ] || ---------------- || I did not have enough dirty dishes to start my new Bosch dishwasher today. This 100 series machine really isn't the same as my old one. I'm sure I will soon love it. I read all about the way to use the control panel and just scraping the dishes (no rincing). Also the need to use a granulated or liquid soap if I select a shorter washing cycle and always use a jet dry rince aid. I was not doing these with my old Bosch. I must also say the little gray utensils rack upper grid is not large enough to let in my every day forks, spoons, etc. and when I lift the grid the utensils are too close together. So I had to reinstall my old Bosch rack wich I kept in case. Unfortunately the model I chose does not either include a third upper large space for utensils to lie on.","[ First impressions ] || ---------------- || I did not have enough dirty dishes to start my new Bosch dishwasher today. This 100 series machine really isn't the same as my old one. I'm sure I will soon love it. I read all about the way to use the control panel and just scraping the dishes (no rincing). Also the need to use a granulated or liquid soap if I select a shorter washing cycle and always use a jet dry rince aid. I was not doing these with my old Bosch. I must also say the little gray utensils rack upper grid is not large enough to let in my every day forks, spoons, etc. and when I lift the grid the utensils are too close together. So I had to reinstall my old Bosch rack wich I kept in case. Unfortunately the model I chose does not either include a third upper large space for utensils to lie on.",Not verified,Originally posted on bosch-home.com,4.0
