Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-03-03,49335656,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,homedepot,,Negative,maintain,Service,warranty expired at 1 year.,"[ Broke after 18 months of light use ] || ---------------- || I bought this dishwasher in Aug of 2021. In Feb 2023 it stopped working completely. A dishwasher at this price only lasted 18 months, which is ridiculous. As other commenters have stated, it's an issue with the control panel board. Warranty expired at 1 year. Replacement part is $225 and another $100-$150 for labor. Might as well buy another dishwasher that will last for more than 18 months. Do not recommend.","[ Broke after 18 months of light use ] || ---------------- || I bought this dishwasher in Aug of 2021. In Feb 2023 it stopped working completely. A dishwasher at this price only lasted 18 months, which is ridiculous. As other commenters have stated, it’s an issue with the control panel board. Warranty expired at 1 year. Replacement part is $225 and another $100-$150 for labor. Might as well buy another dishwasher that will last for more than 18 months. Do not recommend.",,,1.0
23-03-02,49322613,dw,front_control,GE,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,,us,retail,homedepot,,Negative,maintain,Service,"Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher!","[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!","[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!",,,1.0
23-03-02,49322613,dw,front_control,GE,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,,us,retail,homedepot,,Neutral,,Service,Home Depot won't take it back.,"[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!","[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!",,,1.0
23-03-02,49322613,dw,front_control,GE,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,,us,retail,homedepot,,Neutral,,Service,F- for GE and Home Depot.,"[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!","[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!",,,1.0
23-03-02,49322613,dw,front_control,GE,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,GDF535PGRBB_GDF535PGRCC_GDF535PGRWW_GDF535PSRSS,,us,retail,homedepot,,Very Negative,replace,,"Might as well have flushed $450 down the toilet, I will never buy anything GE again!","[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!","[ DON'T BUY A GE UNDERCOUNTER DISHWASHER! ] || ---------------- || Dishwasher doesn't come with side or top tub trim for the space between cabinets and counter tops, you can see the noise insulation when the door is open, tacky. Called GE for availability, rude and uncaring staff, told trim isn't available for model GDF535PGR5WW, an undercounter dishwasher! Home Depot won't take it back. F- for GE and Home Depot. Might as well have flushed $450 down the toilet, I will never buy anything GE again!",,,1.0
23-03-02,49322789,dw,top_control,SAMSUNG,DW80R2031U,DW80R2031U,,us,retail,lowes,,Negative,use,Durability,"Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain. However, has not threw a code since. This thing washes dishes sparkly clean. One negative is sometimes the dishes aren't fully dry; however, I can overlook that.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain.  However, has not threw a code since.  This thing washes dishes sparkly clean.  One negative is sometimes the dishes aren’t fully dry; however, I can overlook that.",,,5.0
23-03-02,49322789,dw,top_control,SAMSUNG,DW80R2031U,DW80R2031U,,us,retail,lowes,,Neutral,,Durability,"However, has not threw a code since.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain. However, has not threw a code since. This thing washes dishes sparkly clean. One negative is sometimes the dishes aren't fully dry; however, I can overlook that.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain.  However, has not threw a code since.  This thing washes dishes sparkly clean.  One negative is sometimes the dishes aren’t fully dry; however, I can overlook that.",,,5.0
23-03-02,49322789,dw,top_control,SAMSUNG,DW80R2031U,DW80R2031U,,us,retail,lowes,,Positive,use,Performance_Washing,This thing washes dishes sparkly clean.,"[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain. However, has not threw a code since. This thing washes dishes sparkly clean. One negative is sometimes the dishes aren't fully dry; however, I can overlook that.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain.  However, has not threw a code since.  This thing washes dishes sparkly clean.  One negative is sometimes the dishes aren’t fully dry; however, I can overlook that.",,,5.0
23-03-02,49322789,dw,top_control,SAMSUNG,DW80R2031U,DW80R2031U,,us,retail,lowes,,Negative,use,Performance_Drying,"One negative is sometimes the dishes aren't fully dry; however, I can overlook that.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain. However, has not threw a code since. This thing washes dishes sparkly clean. One negative is sometimes the dishes aren't fully dry; however, I can overlook that.","[ Boss dishwasher and sleek design! ] || ---------------- || Did not like it threw an error code in first wash, was nervous this dishwasher would be a pain.  However, has not threw a code since.  This thing washes dishes sparkly clean.  One negative is sometimes the dishes aren’t fully dry; however, I can overlook that.",,,5.0
23-03-02,49322809,dw,freestanding,LG,DFB424FP,DFB424FP,ASIA,il,retail,flipkart,,Positive,use,,I'm very satisfied with the dishwasher.,[ Awesome ] || ---------------- || I'm very satisfied with the dishwasher. lot's of functions according to my needs. ,[ Awesome ] || ---------------- || I'm very satisfied with the dishwasher.... lot's of functions according to my needs...,,,5.0
23-03-02,49322809,dw,freestanding,LG,DFB424FP,DFB424FP,ASIA,il,retail,flipkart,,Neutral,use,,lot's of functions according to my needs.,[ Awesome ] || ---------------- || I'm very satisfied with the dishwasher. lot's of functions according to my needs. ,[ Awesome ] || ---------------- || I'm very satisfied with the dishwasher.... lot's of functions according to my needs...,,,5.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Neutral,,Easy_Use,"After having a basic dishwasher for a long time, I thought we needed to upgrade.","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Noise_Vibration,The dishwasher is not as quite as I thought it would be.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Easy_Use,Figuring out what I needed to do to make sure the dishes came out dry was difficult.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Performance_Drying,Figuring out what I needed to do to make sure the dishes came out dry was difficult.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,,Easy_Use,The Dish racks are not customer friendly.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Design,The rack were not designed for pots and pans.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Easy_Use,The rack were not designed for pots and pans.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Easy_Use,The silverware holder does not stay in place.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Neutral,onboard,Easy_Use,I had to hook it to one of the glass holders.,"[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,49323133,dw,top_control,GE,GDT226SGLBB,GDT226SGLBB,,us,retail,geappliances,,Negative,use,Price,"After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly. The rack were not designed for pots and pans. The silverware holder does not stay in place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price","[ Dishwasher did not meet my expectations ] || ---------------- || After having a basic dishwasher for a long time, I thought we needed to upgrade. The dishwasher is not as quite as I thought it would be. Figuring out what I needed to do to make sure the dishes came out dry was difficult. The Dish racks are not customer friendly.  The rack were not designed for pots and pans. The silverware holder does not stay in  place. I had to hook it to one of the glass holders. After all of the above I got it to where the dishwasher is usable, but definitely not worth the price",,,2.0
23-03-02,96626031,dw,front_control,WHIRLPOOL,WDP370PAHW,WDP370PAHW,,us,retail,homedepot,,Positive,use,,I love it!,"[ I love it! Its so nice looking, and quiet. Works.  ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn't dry all the way but It's better than nothing. Other washers dont have it at all! Its really easy to roll too.","[ I love it! Its so nice looking, and quiet. Works... ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn’t dry all the way but It’s better than nothing. Other washers dont have it at all! Its really easy to roll too.",Verified,,5.0
23-03-02,96626031,dw,front_control,WHIRLPOOL,WDP370PAHW,WDP370PAHW,,us,retail,homedepot,,Positive,use,Design,"Its so nice looking, and quiet.","[ I love it! Its so nice looking, and quiet. Works.  ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn't dry all the way but It's better than nothing. Other washers dont have it at all! Its really easy to roll too.","[ I love it! Its so nice looking, and quiet. Works... ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn’t dry all the way but It’s better than nothing. Other washers dont have it at all! Its really easy to roll too.",Verified,,5.0
23-03-02,96626031,dw,front_control,WHIRLPOOL,WDP370PAHW,WDP370PAHW,,us,retail,homedepot,,Positive,use,Noise_Vibration,"Its so nice looking, and quiet.","[ I love it! Its so nice looking, and quiet. Works.  ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn't dry all the way but It's better than nothing. Other washers dont have it at all! Its really easy to roll too.","[ I love it! Its so nice looking, and quiet. Works... ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn’t dry all the way but It’s better than nothing. Other washers dont have it at all! Its really easy to roll too.",Verified,,5.0
23-03-02,96626031,dw,front_control,WHIRLPOOL,WDP370PAHW,WDP370PAHW,,us,retail,homedepot,,Positive,use,Performance_Drying,"Works great, the heat setting doesn't dry all the way but It's better than nothing.","[ I love it! Its so nice looking, and quiet. Works.  ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn't dry all the way but It's better than nothing. Other washers dont have it at all! Its really easy to roll too.","[ I love it! Its so nice looking, and quiet. Works... ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn’t dry all the way but It’s better than nothing. Other washers dont have it at all! Its really easy to roll too.",Verified,,5.0
23-03-02,96626031,dw,front_control,WHIRLPOOL,WDP370PAHW,WDP370PAHW,,us,retail,homedepot,,Negative,,,Other washers dont have it at all!,"[ I love it! Its so nice looking, and quiet. Works.  ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn't dry all the way but It's better than nothing. Other washers dont have it at all! Its really easy to roll too.","[ I love it! Its so nice looking, and quiet. Works... ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn’t dry all the way but It’s better than nothing. Other washers dont have it at all! Its really easy to roll too.",Verified,,5.0
23-03-02,96626031,dw,front_control,WHIRLPOOL,WDP370PAHW,WDP370PAHW,,us,retail,homedepot,,Positive,use,Easy_Use,Its really easy to roll too.,"[ I love it! Its so nice looking, and quiet. Works.  ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn't dry all the way but It's better than nothing. Other washers dont have it at all! Its really easy to roll too.","[ I love it! Its so nice looking, and quiet. Works... ] || ---------------- || I love it! Its so nice looking, and quiet. Works great, the heat setting doesn’t dry all the way but It’s better than nothing. Other washers dont have it at all! Its really easy to roll too.",Verified,,5.0
23-03-02,49322048,dw,builtin,LG,Objet_collection,DUBJ4GH,ASIA,kr,retail,naver_shop,,Positive,deliver,Delivery_Installation,Shipping is really fast.,"[ Shipping is really fast. I paid on February 13th, but the next day. ] || ---------------- || Shipping is really fast. I paid on February 13th, but the driver called me the next Monday. Thank you so much for being so kind. In terms of performance, I personally prefer hot air drying.",[ 배송 정말 빠르네요. 2월13일에 결제했는데 다음날... ] || ---------------- || 배송 정말 빠르네요. 2월13일에 결제했는데 다음날 월요일에 기사님 전화왔네요.아주 친절하게해주셔서 너무 감사합니다.성능면에서는 개인적으로 열풍건조가 쫌...,,,4.0
23-03-02,49322048,dw,builtin,LG,Objet_collection,DUBJ4GH,ASIA,kr,retail,naver_shop,,Neutral,deliver,Delivery_Installation,"I paid on February 13th, but the driver called me the next Monday.","[ Shipping is really fast. I paid on February 13th, but the next day. ] || ---------------- || Shipping is really fast. I paid on February 13th, but the driver called me the next Monday. Thank you so much for being so kind. In terms of performance, I personally prefer hot air drying.",[ 배송 정말 빠르네요. 2월13일에 결제했는데 다음날... ] || ---------------- || 배송 정말 빠르네요. 2월13일에 결제했는데 다음날 월요일에 기사님 전화왔네요.아주 친절하게해주셔서 너무 감사합니다.성능면에서는 개인적으로 열풍건조가 쫌...,,,4.0
23-03-02,49322048,dw,builtin,LG,Objet_collection,DUBJ4GH,ASIA,kr,retail,naver_shop,,Neutral,deliver,Service,"I paid on February 13th, but the driver called me the next Monday.","[ Shipping is really fast. I paid on February 13th, but the next day. ] || ---------------- || Shipping is really fast. I paid on February 13th, but the driver called me the next Monday. Thank you so much for being so kind. In terms of performance, I personally prefer hot air drying.",[ 배송 정말 빠르네요. 2월13일에 결제했는데 다음날... ] || ---------------- || 배송 정말 빠르네요. 2월13일에 결제했는데 다음날 월요일에 기사님 전화왔네요.아주 친절하게해주셔서 너무 감사합니다.성능면에서는 개인적으로 열풍건조가 쫌...,,,4.0
23-03-02,49322048,dw,builtin,LG,Objet_collection,DUBJ4GH,ASIA,kr,retail,naver_shop,,Positive,,,Thank you so much for being so kind.,"[ Shipping is really fast. I paid on February 13th, but the next day. ] || ---------------- || Shipping is really fast. I paid on February 13th, but the driver called me the next Monday. Thank you so much for being so kind. In terms of performance, I personally prefer hot air drying.",[ 배송 정말 빠르네요. 2월13일에 결제했는데 다음날... ] || ---------------- || 배송 정말 빠르네요. 2월13일에 결제했는데 다음날 월요일에 기사님 전화왔네요.아주 친절하게해주셔서 너무 감사합니다.성능면에서는 개인적으로 열풍건조가 쫌...,,,4.0
23-03-02,49322048,dw,builtin,LG,Objet_collection,DUBJ4GH,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Drying,"In terms of performance, I personally prefer hot air drying.","[ Shipping is really fast. I paid on February 13th, but the next day. ] || ---------------- || Shipping is really fast. I paid on February 13th, but the driver called me the next Monday. Thank you so much for being so kind. In terms of performance, I personally prefer hot air drying.",[ 배송 정말 빠르네요. 2월13일에 결제했는데 다음날... ] || ---------------- || 배송 정말 빠르네요. 2월13일에 결제했는데 다음날 월요일에 기사님 전화왔네요.아주 친절하게해주셔서 너무 감사합니다.성능면에서는 개인적으로 열풍건조가 쫌...,,,4.0
23-03-02,49322592,dw,countertop,SK_MAGIC,6_person,DWA2930P,ASIA,kr,retail,naver_shop,,Positive,use,,I love it.,[ I like it so much. The location is perfect. Free from dishwashing hell! ] || ---------------- || I love it. The location is also perfect. Liberate from dishwashing hell!,[ 너무 맘에 들어요위치도 딱 이에요설거지 지옥에서 해방!! ] || ---------------- || 너무 맘에 들어요위치도 딱 이에요설거지 지옥에서 해방!!,,,5.0
23-03-02,49322592,dw,countertop,SK_MAGIC,6_person,DWA2930P,ASIA,kr,retail,naver_shop,,Positive,,,The location is also perfect.,[ I like it so much. The location is perfect. Free from dishwashing hell! ] || ---------------- || I love it. The location is also perfect. Liberate from dishwashing hell!,[ 너무 맘에 들어요위치도 딱 이에요설거지 지옥에서 해방!! ] || ---------------- || 너무 맘에 들어요위치도 딱 이에요설거지 지옥에서 해방!!,,,5.0
23-03-02,49322592,dw,countertop,SK_MAGIC,6_person,DWA2930P,ASIA,kr,retail,naver_shop,,Positive,,Performance_Washing,Liberate from dishwashing hell!,[ I like it so much. The location is perfect. Free from dishwashing hell! ] || ---------------- || I love it. The location is also perfect. Liberate from dishwashing hell!,[ 너무 맘에 들어요위치도 딱 이에요설거지 지옥에서 해방!! ] || ---------------- || 너무 맘에 들어요위치도 딱 이에요설거지 지옥에서 해방!!,,,5.0
23-03-02,49322593,dw,countertop,SK_MAGIC,6_person,DWA2930P,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,The dishwasher is so convenient.,[ The dishwasher is so convenient. I regret why I bought it now. The color is pretty and I like the cleaning power ^^ ] || ---------------- || The dishwasher is so convenient. I regret why I bought it now. The color is pretty and I like the cleaning power ^^,[ 식세기 너무 편해요. 왜 이제야 샀는지 후회가 되네요. 색깔도 예쁘고 세척력도 마음에 듭니다^^ ] || ---------------- || 식세기 너무 편해요. 왜 이제야 샀는지 후회가 되네요. 색깔도 예쁘고 세척력도 마음에 듭니다^^,,,5.0
23-03-02,49322593,dw,countertop,SK_MAGIC,6_person,DWA2930P,ASIA,kr,retail,naver_shop,,Very Negative,,,I regret why I bought it now.,[ The dishwasher is so convenient. I regret why I bought it now. The color is pretty and I like the cleaning power ^^ ] || ---------------- || The dishwasher is so convenient. I regret why I bought it now. The color is pretty and I like the cleaning power ^^,[ 식세기 너무 편해요. 왜 이제야 샀는지 후회가 되네요. 색깔도 예쁘고 세척력도 마음에 듭니다^^ ] || ---------------- || 식세기 너무 편해요. 왜 이제야 샀는지 후회가 되네요. 색깔도 예쁘고 세척력도 마음에 듭니다^^,,,5.0
23-03-02,49322593,dw,countertop,SK_MAGIC,6_person,DWA2930P,ASIA,kr,retail,naver_shop,,Positive,use,Design,The color is pretty and I like the cleaning power ^^,[ The dishwasher is so convenient. I regret why I bought it now. The color is pretty and I like the cleaning power ^^ ] || ---------------- || The dishwasher is so convenient. I regret why I bought it now. The color is pretty and I like the cleaning power ^^,[ 식세기 너무 편해요. 왜 이제야 샀는지 후회가 되네요. 색깔도 예쁘고 세척력도 마음에 듭니다^^ ] || ---------------- || 식세기 너무 편해요. 왜 이제야 샀는지 후회가 되네요. 색깔도 예쁘고 세척력도 마음에 듭니다^^,,,5.0
