Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-05-05,71470685,dw,top_control,SAMSUNG,DW80R9950UT_DW80R9950UG_DW80R9950US,DW80R9950UT_DW80R9950UG_DW80R9950US,,us,retail,costco,,Negative,use,Performance_Washing,"Had the same model before, but this one doesn't clean as well.","[ Works Okay, Not Great ] || ---------------- || Had the same model before, but this one doesn't clean as well.","[ Works Okay, Not Great ] || ---------------- || Had the same model before, but this one doesn't clean as well.",Verified,,4.0
25-05-05,71470686,dw,top_control,SAMSUNG,DW80R9950UT_DW80R9950UG_DW80R9950US,DW80R9950UT_DW80R9950UG_DW80R9950US,,us,retail,costco,,Negative,use,,"If I had it to do again, I would pick a different unit.","[ Not what we had hoped for ] || ---------------- || This unit is very quiet and cleans dishes fairly well. That said, I wish we had the opportunity to see this unit in person before we selected it. There are several issues that we are finding difficult to adjust to. First, it smells. Even though we regularly clean the trap, there is almost always a foul odor coming from the dishwasher. Second, the layout of the shelves does not allow stacking dishes in an efficient way. Having a third rack means that tall glasses in the middle rack hit the top shelf (and if you lower it, the plates on the bottom are hit by the rotor when it goes around.) In a perfect world, I would not order another dishwasher with the third shelf on top. Third, In terms of the layout of the grid on the bottom, there is too much open space between tines and so plates fall over in an odd way and bowl placement is challenging. If I had it to do again, I would pick a different unit.","[ Not what we had hoped for ] || ---------------- || This unit is very quiet and cleans dishes fairly well. That said, I wish we had the opportunity to see this unit in person before we selected it. There are several issues that we are finding difficult to adjust to. First, it smells. Even though we regularly clean the trap, there is almost always a foul odor coming from the dishwasher. Second, the layout of the shelves does not allow stacking dishes in an efficient way. Having a third rack means that tall glasses in the middle rack hit the top shelf (and if you lower it, the plates on the bottom are hit by the rotor when it goes around.) In a perfect world, I would not order another dishwasher with the third shelf on top. Third, In terms of the layout of the grid on the bottom, there is too much open space between tines and so plates fall over in an odd way and bowl placement is challenging. If I had it to do again, I would pick a different unit.",Verified,,2.0
25-05-05,71472586,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,replace,,We replaced our almost 20-year-old dishwasher with this model.,"[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load per day most days has been our need but this model could do more per day.","[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load  per day most days has been our need but this model could do more per day.",Not verified,Originally posted on SHE3AEM5N,5.0
25-05-05,71472586,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"Not only is it quiet, dishes and glasses and silverware look like new.","[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load per day most days has been our need but this model could do more per day.","[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load  per day most days has been our need but this model could do more per day.",Not verified,Originally posted on SHE3AEM5N,5.0
25-05-05,71472586,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,use,Product_Satisfaction,We believe the new washer will also save on our electricity and water bills.,"[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load per day most days has been our need but this model could do more per day.","[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load  per day most days has been our need but this model could do more per day.",Not verified,Originally posted on SHE3AEM5N,5.0
25-05-05,71472586,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,use,Design,One load per day most days has been our need but this model could do more per day.,"[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load per day most days has been our need but this model could do more per day.","[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load  per day most days has been our need but this model could do more per day.",Not verified,Originally posted on SHE3AEM5N,5.0
25-05-05,71472586,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,use,Performance_Washing,One load per day most days has been our need but this model could do more per day.,"[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load per day most days has been our need but this model could do more per day.","[ Quiet and ideal size for smaller kitchens ] || ---------------- || We replaced our almost 20-year-old dishwasher with this model. Not only is it quiet, dishes and glasses and silverware look like new. We believe the new washer will also save on our electricity and water bills. One load  per day most days has been our need but this model could do more per day.",Not verified,Originally posted on SHE3AEM5N,5.0
25-05-05,71472587,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,use,Product_Satisfaction,Energy Efficient?,[ Below Average ] || ---------------- || Energy Efficient? No rinse cycle the shortest cycle is 60 minutes which is a quick wash. The clean light only illuminates for 15 minutes to save electricity. But everyone in the house needs to know the dishwasher is clean not just the person who turned it on. How much electricity can an illuminated clean indicator consume.,[ Below Average ] || ---------------- || Energy Efficient?? No rinse cycle the shortest cycle is 60 minutes which is a quick wash.  The clean light only illuminates for 15 minutes to save electricity.  But everyone in the house needs to know the dishwasher is clean not just the person who turned it on.  How much electricity can an illuminated clean indicator consume.,Not verified,Originally posted on SHE3AEM2N,2.0
25-05-05,71472587,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,No rinse cycle the shortest cycle is 60 minutes which is a quick wash.,[ Below Average ] || ---------------- || Energy Efficient? No rinse cycle the shortest cycle is 60 minutes which is a quick wash. The clean light only illuminates for 15 minutes to save electricity. But everyone in the house needs to know the dishwasher is clean not just the person who turned it on. How much electricity can an illuminated clean indicator consume.,[ Below Average ] || ---------------- || Energy Efficient?? No rinse cycle the shortest cycle is 60 minutes which is a quick wash.  The clean light only illuminates for 15 minutes to save electricity.  But everyone in the house needs to know the dishwasher is clean not just the person who turned it on.  How much electricity can an illuminated clean indicator consume.,Not verified,Originally posted on SHE3AEM2N,2.0
25-05-05,71472587,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Negative,use,Product_Satisfaction,The clean light only illuminates for 15 minutes to save electricity.,[ Below Average ] || ---------------- || Energy Efficient? No rinse cycle the shortest cycle is 60 minutes which is a quick wash. The clean light only illuminates for 15 minutes to save electricity. But everyone in the house needs to know the dishwasher is clean not just the person who turned it on. How much electricity can an illuminated clean indicator consume.,[ Below Average ] || ---------------- || Energy Efficient?? No rinse cycle the shortest cycle is 60 minutes which is a quick wash.  The clean light only illuminates for 15 minutes to save electricity.  But everyone in the house needs to know the dishwasher is clean not just the person who turned it on.  How much electricity can an illuminated clean indicator consume.,Not verified,Originally posted on SHE3AEM2N,2.0
25-05-05,71472587,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,use,Performance_Washing,But everyone in the house needs to know the dishwasher is clean not just the person who turned it on.,[ Below Average ] || ---------------- || Energy Efficient? No rinse cycle the shortest cycle is 60 minutes which is a quick wash. The clean light only illuminates for 15 minutes to save electricity. But everyone in the house needs to know the dishwasher is clean not just the person who turned it on. How much electricity can an illuminated clean indicator consume.,[ Below Average ] || ---------------- || Energy Efficient?? No rinse cycle the shortest cycle is 60 minutes which is a quick wash.  The clean light only illuminates for 15 minutes to save electricity.  But everyone in the house needs to know the dishwasher is clean not just the person who turned it on.  How much electricity can an illuminated clean indicator consume.,Not verified,Originally posted on SHE3AEM2N,2.0
25-05-05,71472587,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Neutral,,Product_Satisfaction,How much electricity can an illuminated clean indicator consume.,[ Below Average ] || ---------------- || Energy Efficient? No rinse cycle the shortest cycle is 60 minutes which is a quick wash. The clean light only illuminates for 15 minutes to save electricity. But everyone in the house needs to know the dishwasher is clean not just the person who turned it on. How much electricity can an illuminated clean indicator consume.,[ Below Average ] || ---------------- || Energy Efficient?? No rinse cycle the shortest cycle is 60 minutes which is a quick wash.  The clean light only illuminates for 15 minutes to save electricity.  But everyone in the house needs to know the dishwasher is clean not just the person who turned it on.  How much electricity can an illuminated clean indicator consume.,Not verified,Originally posted on SHE3AEM2N,2.0
25-05-05,71472589,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Positive,"purchase,use",Design,"Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.",Not verified,Originally posted on SHE3AR75UC,5.0
25-05-05,71472589,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Positive,"purchase,use",Noise_Vibration,"Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.",Not verified,Originally posted on SHE3AR75UC,5.0
25-05-05,71472589,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Positive,"purchase,use",Price,"Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.",Not verified,Originally posted on SHE3AR75UC,5.0
25-05-05,71472589,dw,front_control,BOSCH,ascenta,SHE3AR72UC,,us,retail,bosch_home_us,,Very Positive,use,,I would recommend anyone to buy.,"[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.","[ Bosch Ascenta Dishwasher ] || ---------------- || Very good dishwasher at a fair price, lots of differnt cycles, very quiet, very nice looking and energy efficient. I would recommend anyone to buy. Bosch makes some very good products under their branding name. I own other Bosch products, and I am always satisfied.",Not verified,Originally posted on SHE3AR75UC,5.0
