Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-12-27,57739034,dw,top_control,BOSCH,SHSM63W56N,SHSM63W56N,,us,retail,bosch_home_us,,Positive,use,Design,Ours is black and love it so much more than stainless steel!,[ Dishwasher ] || ---------------- || Love the third rack and small utensil holder! Also love the slanted plate dividers in the bottom. Ours is black and love it so much more than stainless steel! Operates very quietly and everything fits with no rattling when pulling racks out and in.,[ Dishwasher ] || ---------------- || Love the third rack and small utensil holder! Also love the slanted plate dividers in the bottom. Ours is black and love it so much more than stainless steel!!! Operates very quietly and everything fits with no rattling when pulling racks out and in.,,,5.0
23-12-27,57739096,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Very Positive,use,Performance_Washing,Best quality dishwashing we've experienced.,"[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced. The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine. Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use. We made the right decision going with BOSCH.","[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced.  The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine.  Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use.  We made the right decision going with BOSCH.",,,5.0
23-12-27,57739096,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Easy_Use,The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine.,"[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced. The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine. Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use. We made the right decision going with BOSCH.","[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced.  The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine.  Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use.  We made the right decision going with BOSCH.",,,5.0
23-12-27,57739096,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,Super quiet and it fits perfectly with plenty of adjustments for a great fit.,"[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced. The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine. Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use. We made the right decision going with BOSCH.","[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced.  The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine.  Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use.  We made the right decision going with BOSCH.",,,5.0
23-12-27,57739096,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Very Positive,onboard,Delivery_Installation,"The best appliance experience from purchase, installation, and use.","[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced. The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine. Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use. We made the right decision going with BOSCH.","[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced.  The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine.  Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use.  We made the right decision going with BOSCH.",,,5.0
23-12-27,57739096,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,decide,Service,We made the right decision going with BOSCH.,"[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced. The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine. Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use. We made the right decision going with BOSCH.","[ A perfect fit product ] || ---------------- || Best quality dishwashing we've experienced.  The connected app allows you to monitor progress when you need to and conveniently without a special visit to the machine.  Super quiet and it fits perfectly with plenty of adjustments for a great fit. The best appliance experience from purchase, installation, and use.  We made the right decision going with BOSCH.",,,5.0
23-12-27,57739149,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,bosch_home_es,,Neutral,"purchase,use",,It is the second dishwasher I have purchased of this model.,[ Very good ] || ---------------- || It is the second dishwasher I have purchased of this model. I'm delighted,[ Muy bueno ] || ---------------- || Es el segundo lavavajillas que compro de este modelo. Estoy encantada,,,5.0
23-12-27,57739149,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,bosch_home_es,,Positive,,,I'm delighted,[ Very good ] || ---------------- || It is the second dishwasher I have purchased of this model. I'm delighted,[ Muy bueno ] || ---------------- || Es el segundo lavavajillas que compro de este modelo. Estoy encantada,,,5.0
23-12-27,57739170,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,bosch_home_es,,Positive,use,Product_Satisfaction,Efficient and quality dishwasher.,[ Genial ] || ---------------- || Efficient and quality dishwasher.,[ Genial ] || ---------------- || Lavavajillas eficiente y de calidad.,,,5.0
23-12-27,57739198,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,The dishwasher does the job—cleans dishes—and does it quietly.,"[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.","[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.",,,5.0
23-12-27,57739198,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,The dishwasher does the job—cleans dishes—and does it quietly.,"[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.","[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.",,,5.0
23-12-27,57739198,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Performance_Drying,"The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools.","[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.","[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.",,,5.0
23-12-27,57739198,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Drying,Still does a pretty good job drying.,"[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.","[ Quiet, clean, mostly dry ] || ---------------- || The dishwasher does the job—cleans dishes—and does it quietly. The 800 series has crystal dry tech, which is supposed to be superior to the other series' technologies, but it won't dry those inevitable areas where water pools. Still does a pretty good job drying.",,,5.0
23-12-27,57739230,dw,top_control,BOSCH,4_series,SMH4ECX21E,EU,es,retail,bosch_home_es,,Positive,use,,"For now, it's going great.","[ Genial ] || ---------------- || For now, it's going great. Cleans very well and very quiet","[ Genial ] || ---------------- || Por ahora, va genial. Limpia muy bien y muy silencioso",,,5.0
23-12-27,57739230,dw,top_control,BOSCH,4_series,SMH4ECX21E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,Cleans very well and very quiet,"[ Genial ] || ---------------- || For now, it's going great. Cleans very well and very quiet","[ Genial ] || ---------------- || Por ahora, va genial. Limpia muy bien y muy silencioso",,,5.0
23-12-27,57739230,dw,top_control,BOSCH,4_series,SMH4ECX21E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,Cleans very well and very quiet,"[ Genial ] || ---------------- || For now, it's going great. Cleans very well and very quiet","[ Genial ] || ---------------- || Por ahora, va genial. Limpia muy bien y muy silencioso",,,5.0
23-12-27,57739243,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,,I've only had it for a short time but so far I'm very happy.,[ It met my expectations ] || ---------------- || I've only had it for a short time but so far I'm very happy. It makes almost no noise and the dishes come out very clean. I haven't used homeconect yet.,[ Cumplio mis expectativas ] || ---------------- || Llevo poco tiempo con el pero de momento muy contento. No hace casi ruido y los platos salen muy limpio. No he usado todavía el homeconect.,,,5.0
23-12-27,57739243,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,It makes almost no noise and the dishes come out very clean.,[ It met my expectations ] || ---------------- || I've only had it for a short time but so far I'm very happy. It makes almost no noise and the dishes come out very clean. I haven't used homeconect yet.,[ Cumplio mis expectativas ] || ---------------- || Llevo poco tiempo con el pero de momento muy contento. No hace casi ruido y los platos salen muy limpio. No he usado todavía el homeconect.,,,5.0
23-12-27,57739243,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,It makes almost no noise and the dishes come out very clean.,[ It met my expectations ] || ---------------- || I've only had it for a short time but so far I'm very happy. It makes almost no noise and the dishes come out very clean. I haven't used homeconect yet.,[ Cumplio mis expectativas ] || ---------------- || Llevo poco tiempo con el pero de momento muy contento. No hace casi ruido y los platos salen muy limpio. No he usado todavía el homeconect.,,,5.0
23-12-27,57739243,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Neutral,use,Easy_Use,I haven't used homeconect yet.,[ It met my expectations ] || ---------------- || I've only had it for a short time but so far I'm very happy. It makes almost no noise and the dishes come out very clean. I haven't used homeconect yet.,[ Cumplio mis expectativas ] || ---------------- || Llevo poco tiempo con el pero de momento muy contento. No hace casi ruido y los platos salen muy limpio. No he usado todavía el homeconect.,,,5.0
23-12-27,57739258,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Design,Having a third tray gives you the option of having greater capacity to fit more dishes and large pots that the old one I had could not.,"[ GREAT CAPACITY ] || ---------------- || Having a third tray gives you the option of having greater capacity to fit more dishes and large pots that the old one I had could not. It was filled immediately, which saves water by not having to wash by hand.",[ GRAN CAPACIDAD ] || ---------------- || Al tener una tercera bandeja te da la opción de tener mayor capacidad para meter más vajillas y cacerolas grandes que el antiguo que tenía no podía. Enseguida se llenaba con lo cual se ahorra agua al no tener que lavar a mano.,,,5.0
23-12-27,57739258,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,Having a third tray gives you the option of having greater capacity to fit more dishes and large pots that the old one I had could not.,"[ GREAT CAPACITY ] || ---------------- || Having a third tray gives you the option of having greater capacity to fit more dishes and large pots that the old one I had could not. It was filled immediately, which saves water by not having to wash by hand.",[ GRAN CAPACIDAD ] || ---------------- || Al tener una tercera bandeja te da la opción de tener mayor capacidad para meter más vajillas y cacerolas grandes que el antiguo que tenía no podía. Enseguida se llenaba con lo cual se ahorra agua al no tener que lavar a mano.,,,5.0
23-12-27,57739258,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"It was filled immediately, which saves water by not having to wash by hand.","[ GREAT CAPACITY ] || ---------------- || Having a third tray gives you the option of having greater capacity to fit more dishes and large pots that the old one I had could not. It was filled immediately, which saves water by not having to wash by hand.",[ GRAN CAPACIDAD ] || ---------------- || Al tener una tercera bandeja te da la opción de tener mayor capacidad para meter más vajillas y cacerolas grandes que el antiguo que tenía no podía. Enseguida se llenaba con lo cual se ahorra agua al no tener que lavar a mano.,,,5.0
23-12-27,57739258,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"It was filled immediately, which saves water by not having to wash by hand.","[ GREAT CAPACITY ] || ---------------- || Having a third tray gives you the option of having greater capacity to fit more dishes and large pots that the old one I had could not. It was filled immediately, which saves water by not having to wash by hand.",[ GRAN CAPACIDAD ] || ---------------- || Al tener una tercera bandeja te da la opción de tener mayor capacidad para meter más vajillas y cacerolas grandes que el antiguo que tenía no podía. Enseguida se llenaba con lo cual se ahorra agua al no tener que lavar a mano.,,,5.0
23-12-27,57739270,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,onboard,Delivery_Installation,"Everything was very easy to install, it came as I expected from Bosch","[ Excellent after-sales service ] || ---------------- || Everything was very easy to install, it came as I expected from Bosch","[ Excelente servicio post venta ] || ---------------- || Ha sido todo muy fácil de instalar, venía como me espero de Bosch",,,3.0
23-12-27,57739283,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Negative,"purchase,replace",Durability,"We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement.","[ SATISFACTORY ] || ---------------- || We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement. What I like most about the new one is its connectivity and efficiency. The least, the feeling of lack of robustness of the trays and their lateral movements.","[ SATISFACTORIA ] || ---------------- || Lo hemos comprado en sustitución de otro lavavajillas BOSCH con 20 años de antigüedad y en el que todo lo mecánico estaba en perfectas condiciones y le ha fallado el programador electrónico, sin posibilidad de reparación o sustitución. Lo que más me gusta del nuevo es su conectividad y eficiencia. Lo que menos, la sensación de falta de robustez de las bandejas y sus movimientos laterales.",,,4.0
23-12-27,57739283,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Negative,"purchase,replace",Service,"We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement.","[ SATISFACTORY ] || ---------------- || We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement. What I like most about the new one is its connectivity and efficiency. The least, the feeling of lack of robustness of the trays and their lateral movements.","[ SATISFACTORIA ] || ---------------- || Lo hemos comprado en sustitución de otro lavavajillas BOSCH con 20 años de antigüedad y en el que todo lo mecánico estaba en perfectas condiciones y le ha fallado el programador electrónico, sin posibilidad de reparación o sustitución. Lo que más me gusta del nuevo es su conectividad y eficiencia. Lo que menos, la sensación de falta de robustez de las bandejas y sus movimientos laterales.",,,4.0
23-12-27,57739283,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,What I like most about the new one is its connectivity and efficiency.,"[ SATISFACTORY ] || ---------------- || We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement. What I like most about the new one is its connectivity and efficiency. The least, the feeling of lack of robustness of the trays and their lateral movements.","[ SATISFACTORIA ] || ---------------- || Lo hemos comprado en sustitución de otro lavavajillas BOSCH con 20 años de antigüedad y en el que todo lo mecánico estaba en perfectas condiciones y le ha fallado el programador electrónico, sin posibilidad de reparación o sustitución. Lo que más me gusta del nuevo es su conectividad y eficiencia. Lo que menos, la sensación de falta de robustez de las bandejas y sus movimientos laterales.",,,4.0
23-12-27,57739283,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Positive,use,Product_Satisfaction,What I like most about the new one is its connectivity and efficiency.,"[ SATISFACTORY ] || ---------------- || We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement. What I like most about the new one is its connectivity and efficiency. The least, the feeling of lack of robustness of the trays and their lateral movements.","[ SATISFACTORIA ] || ---------------- || Lo hemos comprado en sustitución de otro lavavajillas BOSCH con 20 años de antigüedad y en el que todo lo mecánico estaba en perfectas condiciones y le ha fallado el programador electrónico, sin posibilidad de reparación o sustitución. Lo que más me gusta del nuevo es su conectividad y eficiencia. Lo que menos, la sensación de falta de robustez de las bandejas y sus movimientos laterales.",,,4.0
23-12-27,57739283,dw,top_control,BOSCH,4_series,SMV4HCX48E,EU,es,retail,bosch_home_es,,Negative,use,Easy_Use,"The least, the feeling of lack of robustness of the trays and their lateral movements.","[ SATISFACTORY ] || ---------------- || We have bought it to replace another BOSCH dishwasher that is 20 years old and in which everything mechanical was in perfect condition and the electronic programmer has failed, without the possibility of repair or replacement. What I like most about the new one is its connectivity and efficiency. The least, the feeling of lack of robustness of the trays and their lateral movements.","[ SATISFACTORIA ] || ---------------- || Lo hemos comprado en sustitución de otro lavavajillas BOSCH con 20 años de antigüedad y en el que todo lo mecánico estaba en perfectas condiciones y le ha fallado el programador electrónico, sin posibilidad de reparación o sustitución. Lo que más me gusta del nuevo es su conectividad y eficiencia. Lo que menos, la sensación de falta de robustez de las bandejas y sus movimientos laterales.",,,4.0
23-12-27,57739380,dw,countertop,BOSCH,4_series,SKS62E32EU,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"Simple handling with excellent cleaning results, as well as low noise.","[ Just what i was looking for ] || ---------------- || Simple handling with excellent cleaning results, as well as low noise. I miss a guide with videos to optimize its capacity.","[ Justo lo que buscaba ] || ---------------- || Manejo sencillo con resultados de limpieza excelente, además de bajo ruido. Hecho de menos una guia con videos para optimizar  su capacidad.",,,5.0
23-12-27,57739380,dw,countertop,BOSCH,4_series,SKS62E32EU,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"Simple handling with excellent cleaning results, as well as low noise.","[ Just what i was looking for ] || ---------------- || Simple handling with excellent cleaning results, as well as low noise. I miss a guide with videos to optimize its capacity.","[ Justo lo que buscaba ] || ---------------- || Manejo sencillo con resultados de limpieza excelente, además de bajo ruido. Hecho de menos una guia con videos para optimizar  su capacidad.",,,5.0
23-12-27,57739380,dw,countertop,BOSCH,4_series,SKS62E32EU,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"Simple handling with excellent cleaning results, as well as low noise.","[ Just what i was looking for ] || ---------------- || Simple handling with excellent cleaning results, as well as low noise. I miss a guide with videos to optimize its capacity.","[ Justo lo que buscaba ] || ---------------- || Manejo sencillo con resultados de limpieza excelente, además de bajo ruido. Hecho de menos una guia con videos para optimizar  su capacidad.",,,5.0
23-12-27,57739380,dw,countertop,BOSCH,4_series,SKS62E32EU,EU,es,retail,bosch_home_es,,Neutral,use,Design,I miss a guide with videos to optimize its capacity.,"[ Just what i was looking for ] || ---------------- || Simple handling with excellent cleaning results, as well as low noise. I miss a guide with videos to optimize its capacity.","[ Justo lo que buscaba ] || ---------------- || Manejo sencillo con resultados de limpieza excelente, además de bajo ruido. Hecho de menos una guia con videos para optimizar  su capacidad.",,,5.0
23-12-27,57739380,dw,countertop,BOSCH,4_series,SKS62E32EU,EU,es,retail,bosch_home_es,,Neutral,use,Easy_Use,I miss a guide with videos to optimize its capacity.,"[ Just what i was looking for ] || ---------------- || Simple handling with excellent cleaning results, as well as low noise. I miss a guide with videos to optimize its capacity.","[ Justo lo que buscaba ] || ---------------- || Manejo sencillo con resultados de limpieza excelente, además de bajo ruido. Hecho de menos una guia con videos para optimizar  su capacidad.",,,5.0
23-12-27,57739484,dw,top_control,BOSCH,800_series,SHV78B73UC,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,It cleans great.,[ New Dishwasher ] || ---------------- || It cleans great. Only had it one week and now it's not starting correctly. Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,[ New Dishwasher ] || ---------------- || It cleans great.  Only had it one week and now it's not starting correctly.  Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,,,4.0
23-12-27,57739484,dw,top_control,BOSCH,800_series,SHV78B73UC,,us,retail,bosch_home_us,,Negative,use,Durability,Only had it one week and now it's not starting correctly.,[ New Dishwasher ] || ---------------- || It cleans great. Only had it one week and now it's not starting correctly. Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,[ New Dishwasher ] || ---------------- || It cleans great.  Only had it one week and now it's not starting correctly.  Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,,,4.0
23-12-27,57739484,dw,top_control,BOSCH,800_series,SHV78B73UC,,us,retail,bosch_home_us,,Neutral,maintain,Durability,Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,[ New Dishwasher ] || ---------------- || It cleans great. Only had it one week and now it's not starting correctly. Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,[ New Dishwasher ] || ---------------- || It cleans great.  Only had it one week and now it's not starting correctly.  Hopefully it's just a glitch but I'm already having to call the repair dept to figure it out.,,,4.0
