Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-03-25,49878101,dw,countertop,SAMSUNG,BESPOKE,DW30A3030CE,ASIA,kr,retail,naver_shop,,Positive,use,,It's so nice.,"[ I left it at my mother-in-law's house. I should have bought it a long time ago, too. ] || ---------------- || I left it at my parents' house. I should have bought it earlier. It's so nice. Delivery and installation were quick.",[ 친정부모님 집에 놔드렸어요 진작 사드릴걸 그랬어요 너무... ] || ---------------- || 친정부모님 집에 놔드렸어요 진작 사드릴걸 그랬어요 너무 좋네요  배송과 설치도 신속했습니다,,,5.0
23-03-25,49880118,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,ci,retail,lowes_ca,,Neutral,decide,Design,"As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead.","[ GREAT Dishwasher! ] || ---------------- || Our (21 year) old KitchenAid Architect Series I finally needed retiring. As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead. With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens. Runs great and looks great!","[ GREAT Dishwasher! ] || ---------------- || [This review was collected as part of a promotion.] Our (21 year) old KitchenAid Architect Series I finally needed retiring.  As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead.  With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens.  Runs great and looks great!",,,5.0
23-03-25,49880118,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,ci,retail,lowes_ca,,Neutral,,Easy_Use,"With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens.","[ GREAT Dishwasher! ] || ---------------- || Our (21 year) old KitchenAid Architect Series I finally needed retiring. As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead. With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens. Runs great and looks great!","[ GREAT Dishwasher! ] || ---------------- || [This review was collected as part of a promotion.] Our (21 year) old KitchenAid Architect Series I finally needed retiring.  As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead.  With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens.  Runs great and looks great!",,,5.0
23-03-25,49880118,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,ci,retail,lowes_ca,,Positive,use,Design,Runs great and looks great!,"[ GREAT Dishwasher! ] || ---------------- || Our (21 year) old KitchenAid Architect Series I finally needed retiring. As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead. With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens. Runs great and looks great!","[ GREAT Dishwasher! ] || ---------------- || [This review was collected as part of a promotion.] Our (21 year) old KitchenAid Architect Series I finally needed retiring.  As the current towel-bar handle look wasn't our first choice, we went with this recessed look instead.  With controls on the top of the door and cycle operating indicators illuminated in the black front panel, the finished look matched our KitchenAid ovens.  Runs great and looks great!",,,5.0
23-03-25,49879753,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Neutral,,,(This review has been received through a promotion.),[ javi dishwasher ] || ---------------- || (This review has been received through a promotion.) Quality product Easy installation It was what I was looking for The best thing that you can remove the cover to be able to fit it at a height of 81cm,[ lavavajillas javi ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) producto de calidad intalacion facil era lo que buscaba lo mejor que se puede quitar la tapadera para poder encajarlo en altura de 81cm,,,5.0
23-03-25,49879753,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Very Positive,onboard,Delivery_Installation,Quality product Easy installation It was what I was looking for The best thing that you can remove the cover to be able to fit it at a height of 81cm,[ javi dishwasher ] || ---------------- || (This review has been received through a promotion.) Quality product Easy installation It was what I was looking for The best thing that you can remove the cover to be able to fit it at a height of 81cm,[ lavavajillas javi ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) producto de calidad intalacion facil era lo que buscaba lo mejor que se puede quitar la tapadera para poder encajarlo en altura de 81cm,,,5.0
23-03-25,49879802,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Neutral,,,(This review was collected through a promotion.),[ meets expectations ] || ---------------- || (This review was collected through a promotion.) Recently purchased and so far it's performing well. To highlight the silence when it is in operation.,[ Cumple expectativas ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Comprado hace poco y de momento su rendimiento es el adecuado. A destacar el silencio cuando se encuentra en funionamiento.,,,4.0
23-03-25,49879802,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Positive,"purchase,use",Durability,Recently purchased and so far it's performing well.,[ meets expectations ] || ---------------- || (This review was collected through a promotion.) Recently purchased and so far it's performing well. To highlight the silence when it is in operation.,[ Cumple expectativas ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Comprado hace poco y de momento su rendimiento es el adecuado. A destacar el silencio cuando se encuentra en funionamiento.,,,4.0
23-03-25,49879802,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Neutral,use,Noise_Vibration,To highlight the silence when it is in operation.,[ meets expectations ] || ---------------- || (This review was collected through a promotion.) Recently purchased and so far it's performing well. To highlight the silence when it is in operation.,[ Cumple expectativas ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Comprado hace poco y de momento su rendimiento es el adecuado. A destacar el silencio cuando se encuentra en funionamiento.,,,4.0
23-03-25,49879922,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,use,,The dryer is really a new world.,[ it's the best ] || ---------------- || The dryer is really a new world. I like that you did a good job installing it.,[ 최고예요 ] || ---------------- || 건조기 진짜 신세계네요.설치도 잘 해주시고좋습니다,,,5.0
23-03-25,49879922,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,I like that you did a good job installing it.,[ it's the best ] || ---------------- || The dryer is really a new world. I like that you did a good job installing it.,[ 최고예요 ] || ---------------- || 건조기 진짜 신세계네요.설치도 잘 해주시고좋습니다,,,5.0
23-03-25,49879930,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,"deliver,onboard",Delivery_Installation,The process from delivery to installation was very good.,[ The process from delivery to installation was very good. ] || ---------------- || The process from delivery to installation was very good.,[ 배송부터 설치까지 진행이 아주 좋았습니다 ] || ---------------- || 배송부터 설치까지 진행이 아주 좋았습니다,,,4.0
23-03-25,49879933,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,onboard,Design,"The design is neat and the technician installed it neatly, so I am satisfied.","[ The design is neat and the technician installed it neatly, so I am satisfied. ] || ---------------- || The design is neat and the technician installed it neatly, so I am satisfied.",[ 디자인이 깔끔하고 기사님이 깔끔하게 설치 잘 해주셔서 만족합니다 ] || ---------------- || 디자인이 깔끔하고 기사님이 깔끔하게 설치 잘 해주셔서 만족합니다,,,5.0
23-03-25,49879946,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Neutral,,Service,How would I have lived without a dishwasher?,"[ How would I have lived without a dishwasher? but too ] || ---------------- || How would I have lived without a dishwasher? But if it's too dry, it won't be removed. However, everything in general is washed.",[ 식세기없이 어찌살았을까요?ㅋ근데 너무 ] || ---------------- || 식세기없이 어찌살았을까요?ㅋ근데 너무 마른 건 안제거되요.그래도 일반적인건 다 씻겨요...,,,5.0
23-03-25,49879946,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Neutral,use,Performance_Drying,"But if it's too dry, it won't be removed.","[ How would I have lived without a dishwasher? but too ] || ---------------- || How would I have lived without a dishwasher? But if it's too dry, it won't be removed. However, everything in general is washed.",[ 식세기없이 어찌살았을까요?ㅋ근데 너무 ] || ---------------- || 식세기없이 어찌살았을까요?ㅋ근데 너무 마른 건 안제거되요.그래도 일반적인건 다 씻겨요...,,,5.0
23-03-25,49879946,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Neutral,use,Performance_Washing,"However, everything in general is washed.","[ How would I have lived without a dishwasher? but too ] || ---------------- || How would I have lived without a dishwasher? But if it's too dry, it won't be removed. However, everything in general is washed.",[ 식세기없이 어찌살았을까요?ㅋ근데 너무 ] || ---------------- || 식세기없이 어찌살았을까요?ㅋ근데 너무 마른 건 안제거되요.그래도 일반적인건 다 씻겨요...,,,5.0
23-03-25,49879945,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Neutral,onboard,Delivery_Installation,"It was the product I wanted the most, but I installed it right after I moved in.","[ It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind. ] || ---------------- || It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind.",[ 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요 ] || ---------------- || 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요,,,5.0
23-03-25,49879945,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,Now I'm free from dishwashing hell.,"[ It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind. ] || ---------------- || It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind.",[ 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요 ] || ---------------- || 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요,,,5.0
23-03-25,49879945,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,I liked the color and the installer was kind.,"[ It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind. ] || ---------------- || It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind.",[ 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요 ] || ---------------- || 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요,,,5.0
23-03-25,49879945,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,naver_shop,,Positive,onboard,Design,I liked the color and the installer was kind.,"[ It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind. ] || ---------------- || It was the product I wanted the most, but I installed it right after I moved in. Now I'm free from dishwashing hell. I liked the color and the installer was kind.",[ 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요 ] || ---------------- || 제일 갖고 싶은 제품이었는데 이사와서 바로 설치했습니다 이제 설거지옥에서 해방이네요색도 마음에들고 설치 기사님도 친절하셨어요,,,5.0
