Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-11-29,57128050,dw,builtin,SAMSUNG,BESPOKE,DW60BB815WSWS,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,The satin white color matches well with the sink and the installation was done meticulously.,"[ He visited the day before for sink remodeling work prior to installation, but luckily there was no problem. ] || ---------------- || The customer visited the day before for sink remodeling work prior to installation, but fortunately, installation was possible without any problems and it was delivered the next day. The satin white color matches well with the sink and the installation was done meticulously. I am satisfied and will use it well. #Samsung Electronics Event Participation",[ 설치전 싱크대 리폼 작업으로 하루전 방문 해주셨는데 다행히 문제 ... ] || ---------------- || 설치전 싱크대 리폼 작업으로 하루전 방문 해주셨는데 다행히 문제 없이 설치 가능해서 다음날 배송 받았네요.세틴 화이트색 너무 싱크대와 잘 어울리고 설치도 꼼꼼하게 잘해주셨어요.만족하고 잘쓰겠습니다.#삼성전자이벤트참여,,,5.0
23-11-29,57128267,dw,top_control,WHIRLPOOL,WDPA70SAMZ,WDPA70SAMZ,,us,retail,lowes,,Very Negative,use,,Very disappointed and would not recommend buying this Whirlpool dishwasher.,"[ Does not dry dishes properly ] || ---------------- || The only 2 positive things about this dishwasher are its look and the extra third rack for utensils. However, this dishwasher does not dry the dishes properly, especially the items in the top racks. They always come out soaking wet even with the 2 drying modes and after it's done washing for hours. The top rack drips water to dried items in the 2 bottom racks so nothing ends up being dried properly. Even my 30 year-old Kenmore dishwasher dried better than this. Very disappointed and would not recommend buying this Whirlpool dishwasher.","[ Does not dry dishes properly ] || ---------------- || The only 2 positive things about this dishwasher are its look and the extra third rack for utensils. However, this dishwasher does not dry the dishes properly, especially the items in the top racks. They always come out soaking wet even with the 2 drying modes and after it's done washing for hours. The top rack drips water to dried items in the 2 bottom racks so nothing ends up being dried properly. Even my 30 year-old Kenmore dishwasher dried better than this. Very disappointed and would not recommend buying this Whirlpool dishwasher.",,,2.0
23-11-29,57129384,dw,builtin,SAMSUNG,BESPOKE,DW60BB815WTES,ASIA,kr,retail,naver_shop,,Positive,"onboard,use",Delivery_Installation,"Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself.","[ Aside from the difficulty in scheduling the installation, the performance and price of the device itself are very satisfactory. ] || ---------------- || Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself. With this, the newlywed home was completed with Samsung home appliances. It's nice to finish the dishwasher job that I didn't prepare for when I got married.","[ 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만... ] || ---------------- || 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만족합니다. 이로서 삼성 가전으로 신혼집 구성이 완료되었습니다. 신혼사전 시 준비 못한 식기세척기를 끝내서 좋네요",,,5.0
23-11-29,57129384,dw,builtin,SAMSUNG,BESPOKE,DW60BB815WTES,ASIA,kr,retail,naver_shop,,Positive,"onboard,use",Price,"Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself.","[ Aside from the difficulty in scheduling the installation, the performance and price of the device itself are very satisfactory. ] || ---------------- || Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself. With this, the newlywed home was completed with Samsung home appliances. It's nice to finish the dishwasher job that I didn't prepare for when I got married.","[ 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만... ] || ---------------- || 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만족합니다. 이로서 삼성 가전으로 신혼집 구성이 완료되었습니다. 신혼사전 시 준비 못한 식기세척기를 끝내서 좋네요",,,5.0
23-11-29,57129384,dw,builtin,SAMSUNG,BESPOKE,DW60BB815WTES,ASIA,kr,retail,naver_shop,,Neutral,,Delivery_Installation,"With this, the newlywed home was completed with Samsung home appliances.","[ Aside from the difficulty in scheduling the installation, the performance and price of the device itself are very satisfactory. ] || ---------------- || Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself. With this, the newlywed home was completed with Samsung home appliances. It's nice to finish the dishwasher job that I didn't prepare for when I got married.","[ 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만... ] || ---------------- || 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만족합니다. 이로서 삼성 가전으로 신혼집 구성이 완료되었습니다. 신혼사전 시 준비 못한 식기세척기를 끝내서 좋네요",,,5.0
23-11-29,57129384,dw,builtin,SAMSUNG,BESPOKE,DW60BB815WTES,ASIA,kr,retail,naver_shop,,Neutral,,Service,"With this, the newlywed home was completed with Samsung home appliances.","[ Aside from the difficulty in scheduling the installation, the performance and price of the device itself are very satisfactory. ] || ---------------- || Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself. With this, the newlywed home was completed with Samsung home appliances. It's nice to finish the dishwasher job that I didn't prepare for when I got married.","[ 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만... ] || ---------------- || 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만족합니다. 이로서 삼성 가전으로 신혼집 구성이 완료되었습니다. 신혼사전 시 준비 못한 식기세척기를 끝내서 좋네요",,,5.0
23-11-29,57129384,dw,builtin,SAMSUNG,BESPOKE,DW60BB815WTES,ASIA,kr,retail,naver_shop,,Positive,use,Delivery_Installation,It's nice to finish the dishwasher job that I didn't prepare for when I got married.,"[ Aside from the difficulty in scheduling the installation, the performance and price of the device itself are very satisfactory. ] || ---------------- || Aside from the difficulty in scheduling installation, I am very satisfied with the performance and price of the device itself. With this, the newlywed home was completed with Samsung home appliances. It's nice to finish the dishwasher job that I didn't prepare for when I got married.","[ 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만... ] || ---------------- || 설치 일정을 잡기 어려운 것 빼고, 기기자체의 성능과 가격에 무척 만족합니다. 이로서 삼성 가전으로 신혼집 구성이 완료되었습니다. 신혼사전 시 준비 못한 식기세척기를 끝내서 좋네요",,,5.0
23-11-29,57131525,dw,front_control,BOSCH,6_series,SMS6TCI00E,EU,es,retail,bosch_home_es,,Positive,"onboard,use",Easy_Use,"I have had it for a short time but so far the operation has been perfect The detection of the dishwasher in the application and the installation of the wifi connection to the device was very simple, which is a real headache in other brands It also has a function half load that seems essential to me and is no longer so common to find","[ Quality product ] || ---------------- || I have had it for a short time but so far the operation has been perfect The detection of the dishwasher in the application and the installation of the Wi-Fi connection to the device was very simple, which is a real headache in other brands It also has a function half load that seems essential to me and is no longer so common to find","[ Producto de calidad ] || ---------------- || Lo tengo desde hace poco tiempo pero hasta ahora el funcionamiento ha sido perfectoLa detección del lavavajillas en la aplicación y la instalación de la conexión wifi al aparato fue de lo más sencilla, cosa que es un auténtico quebradero de cabeza en otras marcasAdemás tiene función de media carga que me parece imprescindible y ya no es tan habitual de encontrar",,,5.0
23-11-29,57131623,dw,front_control,BOSCH,6_series,SMS6HCB01A,ASIA,au,retail,bosch_home_au,,Positive,use,Noise_Vibration,"Quiet, very clean dishes.","[ Great Dishwasher ] || ---------------- || Quiet, very clean dishes. Would recommend to purchase","[ Great Dishwasher ] || ---------------- || Quiet, very clean dishes.  Would recommend to purchase",,,5.0
23-11-29,57131623,dw,front_control,BOSCH,6_series,SMS6HCB01A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Washing,"Quiet, very clean dishes.","[ Great Dishwasher ] || ---------------- || Quiet, very clean dishes. Would recommend to purchase","[ Great Dishwasher ] || ---------------- || Quiet, very clean dishes.  Would recommend to purchase",,,5.0
23-11-29,57131623,dw,front_control,BOSCH,6_series,SMS6HCB01A,ASIA,au,retail,bosch_home_au,,Very Positive,use,,Would recommend to purchase,"[ Great Dishwasher ] || ---------------- || Quiet, very clean dishes. Would recommend to purchase","[ Great Dishwasher ] || ---------------- || Quiet, very clean dishes.  Would recommend to purchase",,,5.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Negative,,Easy_Use,The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason.,"[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Neutral,,Easy_Use,"Perhaps if I could get to the manual, I could figure out why I can't connect to wifi and get the manual.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Negative,use,Performance_Drying,"Also, this dishwasher despite the extra dry cycle does not dry the dishes.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Negative,onboard,Delivery_Installation,"I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,I can get it to wash on the heavy wash extra dry cycle and that's about it.,"[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Neutral,use,Performance_Drying,"I am able to get clean dishes every day, but I have to air dry them.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Neutral,use,Performance_Washing,"I am able to get clean dishes every day, but I have to air dry them.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131625,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Very Negative,use,,I would not purchase this model again.,"[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.","[ Bosch dishwasher ] || ---------------- || The manual is available when you connect with WiFi however I can't connect to the WiFi for some unknown reason. Perhaps if I could get to the manual, I could figure out why I can't connect to Wi-Fi and get the manual. Also, this dishwasher despite the extra dry cycle does not dry the dishes. I had one installed and two weeks later had it swapped out for a different one because I thought it was just a fluke, but the second installation is the same. I can get it to wash on the heavy wash extra dry cycle and that's about it. I am able to get clean dishes every day, but I have to air dry them. I would not purchase this model again.",,,2.0
23-11-29,57131794,dw,front_control,BOSCH,300_series,SHE53C85N,,us,retail,bosch_home_us,,Neutral,use,Service,My new dishwasher is just what I expected from Bosch.,[ Love it ] || ---------------- || My new dishwasher is just what I expected from Bosch. Does a great job cleaning and is so quiet I hardly know it's running. I also love the extra 3rd rack for the flatware. So much more space.,[ Love it ] || ---------------- || My new dishwasher is just what I expected from Bosch. Does a great job cleaning and is so quiet I hardly know it's running. I also love the extra 3rd rack for the flatware. So much more space.,,,5.0
