Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-05-10,51345826,dw,top_control,WHIRLPOOL,WDT970SAKZ,WDT970SAKZ,,us,retail,whirlpool_com_us,,Neutral,use,Durability,"I am not a mechanical engineer, but I assume that we will discover that water is indeed spraying around inside of the machine.","[ My Expensive New Kitchen Water Feature ] || ---------------- || I purchased the unit a month ago, from Lowes home improvement at a great price compared to Home Depot, only to find out that the ratings posted certainly did not apply to my machine. The dishwasher leaked badly from day one. I checked the installation several times and removed the kick plate to find that the water was leaking from the front of the door near the hinges during the wash cycle. 4 service calls, a new inner door seal, escalation to Whirlpool's Customer Care dept., and 2 calls between the technician and Whirlpool technical support ended up with the contracted technician verifying my installation and confirming that the unit is leaking from around the door hinges, while the Whirlpool Technical Support specialist and their Escalation Representative logged the problem as incorrectly loaded dishes. SERIOUSLY? There were 10 cups and a few bowls in the unit at the time. But the 2 people who were not there, made the diagnosis! The unit leaks EVERY time I use it. With no dishes, a few dishes or completely loaded. There are numerous write ups for this issue with this model on Whirlpool's own website. The surrounding cabinets are now damaged due to the water leaks and I have submitted a consumer protection claim to my state's Attorney General's office to help me handle the matter. Meanwhile Whirlpool stands fast that it is a user error. The contracted technician is scheduled to come out one more time and bring a ""clear"" door with them to observe the water jet flow. I am not a mechanical engineer, but I assume that we will discover that water is indeed spraying around inside of the machine. Imagine that? BOTTOM LINE Whirlpool wants to take a hard line stance that their product has passed rigorous testing and quality control, but then will not stand behind the customer when there is an obvious issue. I would not recommend this dishwasher to anyone. The product is awful, Whirlpool Customer Service is professional and nice but ineffective, and Whirlpool technical support is completely useless and simply reading from a script to make the customer go away. I will provide an update when this gets resolved to my satisfaction. Frustrated but unwilling to give up! ","[ My Expensive New Kitchen Water Feature ] || ---------------- || I purchased the unit a month ago, from Lowes home improvement at a great price compared to Home Depot, only to find out that the ratings posted certainly did not apply to my machine.  The dishwasher leaked badly from day one.  I checked the installation several times and removed the kick plate to find that the water was leaking from the front of the door near the hinges during the wash cycle.  4 service calls, a new inner door seal, escalation to Whirlpool's Customer Care dept., and 2 calls between the technician and Whirlpool technical support ended up with the contracted technician verifying my installation and confirming that the unit is leaking from around the door hinges, while the Whirlpool Technical Support specialist and their Escalation Representative logged the problem as incorrectly loaded dishes.  SERIOUSLY????  There were 10 cups and a few bowls in the unit at the time.  But the 2 people who were not there, made the diagnosis! The unit leaks EVERY time I use it.  With no dishes, a few dishes or completely loaded.  There are numerous write ups for this issue with this model on Whirlpool's own website.  The surrounding cabinets are now damaged due to the water leaks and I have submitted a consumer protection claim to my state's Attorney General's office to help me handle the matter.  Meanwhile Whirlpool stands fast that it is a user error.  The contracted technician is scheduled to come out one more time and bring a 'clear' door with them to observe the water jet flow.  I am not a mechanical engineer, but I assume that we will discover that water is indeed spraying around inside of the machine.  Imagine that??? BOTTOM LINEWhirlpool wants to take a hard line stance that their product has passed rigorous testing and quality control, but then will not stand behind the customer when there is an obvious issue.  I would not recommend this dishwasher to anyone.  The product is awful, Whirlpool Customer Service is professional and nice but ineffective, and Whirlpool technical support is completely useless and simply reading from a script to make the customer go away. I will provide an update when this gets resolved to my satisfaction. Frustrated but unwilling to give up!!",,,1.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,"onboard,purchase",Delivery_Installation,Purchased 9/22 and installed on 10/5/22.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Negative,maintain,Durability,Used 3 times and leaked on floor causing damage.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,"maintain,replace",Service,Called Costco Concierge and drain pump replaced 10/20/22.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,,Durability,Worked ok until got an LC code (drain sensor) on 4/23/23.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,maintain,Service,Contacted Costco and a technician came out 5/2/23.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Negative,use,Noise_Vibration,He said the reason this model is so quiet is that it has a weak drain pump.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Negative,use,Delivery_Installation,"Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,maintain,Durability,He said the machine is inoperable.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Very Negative,"maintain,replace",Service,I called Costco and they won't replace or refund as is over 90 days old.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,maintain,Service,They had me on phone with a Samsung representative and they didn't take responsibility.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,maintain,Service,Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,maintain,Service,I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Very Negative,,Service,No more Samsung products or appliance purchases from Costco!,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51329478,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,costco,,Neutral,,Service,Beware as neither takes responsibility.,"[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22. Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22. Worked ok until got an LC code (drain sensor) on 4/23/23. Contacted Costco and a technician came out 5/2/23. He said the reason this model is so quiet is that it has a weak drain pump. Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one. He said the machine is inoperable. I called Costco and they won't replace or refund as is over 90 days old. They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco! Beware as neither takes responsibility.","[ Don't Buy! ] || ---------------- || Purchased 9/22 and installed on 10/5/22.  Used 3 times and leaked on floor causing damage. Called Costco Concierge and drain pump replaced 10/20/22.  Worked ok until got an LC code (drain sensor) on 4/23/23.  Contacted Costco and a technician came out 5/2/23.  He said the reason this model is so quiet is that it has a weak drain pump.  Also, the hose from the unit to the air gap is too long and Samsung doesn't make a shorter one.  He said the machine is inoperable.  I called Costco and they won't replace or refund as is over 90 days old.  They had me on phone with a Samsung representative and they didn't take responsibility. Today Costco offered to credit my account  $200 so that I can hire a plumber to attempt to fix. I'm going to attempt this but don't know what a local plumber can do that the Samsung technician couldn't. No more Samsung products or appliance purchases from Costco!!  Beware as neither takes responsibility.",,,5.0
23-05-09,51331007,dw,top_control,GE,GDP630PGRBB_GDP630PGRWW_GDP630PMRES_GDP630PYRFS,GDP630PGRBB_GDP630PGRWW_GDP630PMRES_GDP630PYRFS,,us,retail,geappliances,,Positive,,Durability,I have purchased GE products for many years I also find them reliable see,[ Dishwasher reliable product ] || ---------------- || I have purchased GE products for many years I also find them reliable see,[ Dishwasher reliable product ] || ---------------- || I have purchased GE products for many years I also find them reliable see,,,4.0
23-05-09,51331116,dw,top_control,WHIRLPOOL,WDT730PAHZ,WDT730PAHZ,,us,retail,whirlpool_com_us,,Neutral,,,Just moved into our house and the new dishwasher was included.,[ Very quiet ] || ---------------- || Just moved into our house and the new dishwasher was included. Used three times so far and love it. Very effective in getting our dishes and glasses sparkling clean. I'm impressed at how quiet the washer is. So far I'm ver pleased with the whirlpool dishwasher.,[ Very quiet ] || ---------------- || Just moved into our house and the new dishwasher was included. Used three times so far and love it. Very effective in getting our dishes and glasses sparkling clean. I’m impressed at how quiet the washer is. So far I’m ver pleased with the whirlpool dishwasher.,,,5.0
23-05-09,51331116,dw,top_control,WHIRLPOOL,WDT730PAHZ,WDT730PAHZ,,us,retail,whirlpool_com_us,,Positive,use,,Used three times so far and love it.,[ Very quiet ] || ---------------- || Just moved into our house and the new dishwasher was included. Used three times so far and love it. Very effective in getting our dishes and glasses sparkling clean. I'm impressed at how quiet the washer is. So far I'm ver pleased with the whirlpool dishwasher.,[ Very quiet ] || ---------------- || Just moved into our house and the new dishwasher was included. Used three times so far and love it. Very effective in getting our dishes and glasses sparkling clean. I’m impressed at how quiet the washer is. So far I’m ver pleased with the whirlpool dishwasher.,,,5.0
23-05-09,51331116,dw,top_control,WHIRLPOOL,WDT730PAHZ,WDT730PAHZ,,us,retail,whirlpool_com_us,,Positive,use,Performance_Washing,Very effective in getting our dishes and glasses sparkling clean.,[ Very quiet ] || ---------------- || Just moved into our house and the new dishwasher was included. Used three times so far and love it. Very effective in getting our dishes and glasses sparkling clean. I'm impressed at how quiet the washer is. So far I'm ver pleased with the whirlpool dishwasher.,[ Very quiet ] || ---------------- || Just moved into our house and the new dishwasher was included. Used three times so far and love it. Very effective in getting our dishes and glasses sparkling clean. I’m impressed at how quiet the washer is. So far I’m ver pleased with the whirlpool dishwasher.,,,5.0
