Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-08-05,73612069,dw,front_control,BOSCH,SMS6HCB01A,SMS6HCB01A,ASIA,au,retail,thegoodguys,,Positive,use,Noise_Vibration,Barely know its running and it cleans really really well.,[ So very quiet ] || ---------------- || Sshhhhh should be the description. Barely know its running and it cleans really really well. Looks stunning as well,[ So very quiet ] || ---------------- || Sshhhhh should be the description. Barely know its running and it cleans really really well. Looks stunning as well,Verified,,5.0
25-08-05,73613937,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Service,We have owned Bosch dishwashers in the past and have not been disappointed.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher. We have owned Bosch dishwashers in the past and have not been disappointed. This was a replacement for the 6-month old dishwasher that our builder installed in our new home. Their dishwasher left dried-on food and residue on our dishes. The Bosch did a perfect job from day one - and is whisper quiet.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher.  We have owned Bosch dishwashers in the past and have not been disappointed.  This was a replacement for the 6-month old dishwasher that our builder installed in our new home.  Their dishwasher left dried-on food and residue on our dishes.  The Bosch did a perfect job from day one - and is whisper quiet.,Not verified,,5.0
25-08-05,73613937,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,"onboard,replace",Delivery_Installation,This was a replacement for the 6-month old dishwasher that our builder installed in our new home.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher. We have owned Bosch dishwashers in the past and have not been disappointed. This was a replacement for the 6-month old dishwasher that our builder installed in our new home. Their dishwasher left dried-on food and residue on our dishes. The Bosch did a perfect job from day one - and is whisper quiet.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher.  We have owned Bosch dishwashers in the past and have not been disappointed.  This was a replacement for the 6-month old dishwasher that our builder installed in our new home.  Their dishwasher left dried-on food and residue on our dishes.  The Bosch did a perfect job from day one - and is whisper quiet.,Not verified,,5.0
25-08-05,73613937,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Performance_Drying,Their dishwasher left dried-on food and residue on our dishes.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher. We have owned Bosch dishwashers in the past and have not been disappointed. This was a replacement for the 6-month old dishwasher that our builder installed in our new home. Their dishwasher left dried-on food and residue on our dishes. The Bosch did a perfect job from day one - and is whisper quiet.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher.  We have owned Bosch dishwashers in the past and have not been disappointed.  This was a replacement for the 6-month old dishwasher that our builder installed in our new home.  Their dishwasher left dried-on food and residue on our dishes.  The Bosch did a perfect job from day one - and is whisper quiet.,Not verified,,5.0
25-08-05,73613937,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Performance_Washing,Their dishwasher left dried-on food and residue on our dishes.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher. We have owned Bosch dishwashers in the past and have not been disappointed. This was a replacement for the 6-month old dishwasher that our builder installed in our new home. Their dishwasher left dried-on food and residue on our dishes. The Bosch did a perfect job from day one - and is whisper quiet.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher.  We have owned Bosch dishwashers in the past and have not been disappointed.  This was a replacement for the 6-month old dishwasher that our builder installed in our new home.  Their dishwasher left dried-on food and residue on our dishes.  The Bosch did a perfect job from day one - and is whisper quiet.,Not verified,,5.0
25-08-05,73613937,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,The Bosch did a perfect job from day one - and is whisper quiet.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher. We have owned Bosch dishwashers in the past and have not been disappointed. This was a replacement for the 6-month old dishwasher that our builder installed in our new home. Their dishwasher left dried-on food and residue on our dishes. The Bosch did a perfect job from day one - and is whisper quiet.,[ Excellent Dishwasher ] || ---------------- || This is an excellent dishwasher.  We have owned Bosch dishwashers in the past and have not been disappointed.  This was a replacement for the 6-month old dishwasher that our builder installed in our new home.  Their dishwasher left dried-on food and residue on our dishes.  The Bosch did a perfect job from day one - and is whisper quiet.,Not verified,,5.0
25-08-05,73613936,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Noise_Vibration,"It worked great for 6 months, then it started making a loud noise and stopped washing dishes.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes. Still waiting on the repair to finish as they had to order a part that took a few weeks to get in. With two toddlers at home, it's frustrating not having a dishwasher. I specifically selected this brand because it was supposed to be reliable.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes.  Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.  With two toddlers at home, it's frustrating not having a dishwasher.  I specifically selected this brand because it was supposed to be reliable.",Not verified,,2.0
25-08-05,73613936,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Performance_Washing,"It worked great for 6 months, then it started making a loud noise and stopped washing dishes.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes. Still waiting on the repair to finish as they had to order a part that took a few weeks to get in. With two toddlers at home, it's frustrating not having a dishwasher. I specifically selected this brand because it was supposed to be reliable.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes.  Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.  With two toddlers at home, it's frustrating not having a dishwasher.  I specifically selected this brand because it was supposed to be reliable.",Not verified,,2.0
25-08-05,73613936,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,maintain,Service,Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.,"[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes. Still waiting on the repair to finish as they had to order a part that took a few weeks to get in. With two toddlers at home, it's frustrating not having a dishwasher. I specifically selected this brand because it was supposed to be reliable.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes.  Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.  With two toddlers at home, it's frustrating not having a dishwasher.  I specifically selected this brand because it was supposed to be reliable.",Not verified,,2.0
25-08-05,73613936,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Durability,"With two toddlers at home, it's frustrating not having a dishwasher.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes. Still waiting on the repair to finish as they had to order a part that took a few weeks to get in. With two toddlers at home, it's frustrating not having a dishwasher. I specifically selected this brand because it was supposed to be reliable.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes.  Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.  With two toddlers at home, it's frustrating not having a dishwasher.  I specifically selected this brand because it was supposed to be reliable.",Not verified,,2.0
25-08-05,73613936,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Service,"With two toddlers at home, it's frustrating not having a dishwasher.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes. Still waiting on the repair to finish as they had to order a part that took a few weeks to get in. With two toddlers at home, it's frustrating not having a dishwasher. I specifically selected this brand because it was supposed to be reliable.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes.  Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.  With two toddlers at home, it's frustrating not having a dishwasher.  I specifically selected this brand because it was supposed to be reliable.",Not verified,,2.0
25-08-05,73613936,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,decide,Durability,I specifically selected this brand because it was supposed to be reliable.,"[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes. Still waiting on the repair to finish as they had to order a part that took a few weeks to get in. With two toddlers at home, it's frustrating not having a dishwasher. I specifically selected this brand because it was supposed to be reliable.","[ Already broken, 6 months in. ] || ---------------- || It worked great for 6 months, then it started making a loud noise and stopped washing dishes.  Still waiting on the repair to finish as they had to order a part that took a few weeks to get in.  With two toddlers at home, it's frustrating not having a dishwasher.  I specifically selected this brand because it was supposed to be reliable.",Not verified,,2.0
25-08-05,73615221,dw,top_control,BOSCH,4_series,SMV4ECX28E,EU,es,retail,bosch_home_es,,Positive,use,Design,"It has a barbaric disposition and capacity, very well organized.","[ All service ] || ---------------- || It has a barbaric disposition and capacity, very well organized.","[ Todo servicio ] || ---------------- || Cuenta con una disposicion y una capacidad barbara, muy bien organizado",Not verified,,4.0
25-08-05,73615401,dw,top_control,GE,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,,us,retail,homedepot,,Neutral,purchase,,Bought this 7-18 in store.,"[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store. Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior. Product delivered to store 8-1. Picked up that day & brought home. Since it was Friday had installer come late Monday (8-4). Began installation but when opened door saw interior was plastic - NOT what ordered. Called store to say it was NOT what I ordered. Manager took order # & said would call back in 10 minutes. No call back that evening. Called 8-5 in morning & spoke to appliance dept. Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue. Explained it was NOT a warranty issue - I received the wrong product! She asked me if I opened it before we took it home to see if it was right! I said hello, no! It was packed for shipping in the back of our truck! Was referred to a manager who NEVER picked up. Called back & asked for manager. After explaining he tried to tell me I ORDERED the plastic tub. I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub. Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine. Best he would do was refund a lousy $80 on the $587 purchase. I told him we would NEVER buy anything from Home Depot again .","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store.  Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.  Product delivered to store 8-1.  Picked up that day & brought home.  Since it was Friday had installer come late Monday (8-4).  Began installation but when opened door saw interior was plastic - NOT what ordered.  Called store to say it was NOT what I ordered.  Manager took order # & said would call back in 10 minutes.  No call back that evening.  Called 8-5 in morning & spoke to appliance dept.  Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue.  Explained it was NOT a warranty issue - I received the wrong product!  She asked me if I opened it before we took it home to see if it was right!  I said hello, no!  It was packed for shipping in the back of our truck!  Was referred to a manager who NEVER picked up.  Called back & asked for manager.  After explaining he tried to tell me I ORDERED the plastic tub.  I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub.  Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine.  Best he would do was refund a lousy $80 on the $587 purchase.  I told him we would NEVER buy anything from Home Depot again .",Not verified,,1.0
25-08-05,73615401,dw,top_control,GE,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,,us,retail,homedepot,,Neutral,,Design,"Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store. Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior. Product delivered to store 8-1. Picked up that day & brought home. Since it was Friday had installer come late Monday (8-4). Began installation but when opened door saw interior was plastic - NOT what ordered. Called store to say it was NOT what I ordered. Manager took order # & said would call back in 10 minutes. No call back that evening. Called 8-5 in morning & spoke to appliance dept. Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue. Explained it was NOT a warranty issue - I received the wrong product! She asked me if I opened it before we took it home to see if it was right! I said hello, no! It was packed for shipping in the back of our truck! Was referred to a manager who NEVER picked up. Called back & asked for manager. After explaining he tried to tell me I ORDERED the plastic tub. I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub. Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine. Best he would do was refund a lousy $80 on the $587 purchase. I told him we would NEVER buy anything from Home Depot again .","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store.  Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.  Product delivered to store 8-1.  Picked up that day & brought home.  Since it was Friday had installer come late Monday (8-4).  Began installation but when opened door saw interior was plastic - NOT what ordered.  Called store to say it was NOT what I ordered.  Manager took order # & said would call back in 10 minutes.  No call back that evening.  Called 8-5 in morning & spoke to appliance dept.  Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue.  Explained it was NOT a warranty issue - I received the wrong product!  She asked me if I opened it before we took it home to see if it was right!  I said hello, no!  It was packed for shipping in the back of our truck!  Was referred to a manager who NEVER picked up.  Called back & asked for manager.  After explaining he tried to tell me I ORDERED the plastic tub.  I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub.  Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine.  Best he would do was refund a lousy $80 on the $587 purchase.  I told him we would NEVER buy anything from Home Depot again .",Not verified,,1.0
25-08-05,73615401,dw,top_control,GE,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,,us,retail,homedepot,,Neutral,,Easy_Use,"Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store. Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior. Product delivered to store 8-1. Picked up that day & brought home. Since it was Friday had installer come late Monday (8-4). Began installation but when opened door saw interior was plastic - NOT what ordered. Called store to say it was NOT what I ordered. Manager took order # & said would call back in 10 minutes. No call back that evening. Called 8-5 in morning & spoke to appliance dept. Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue. Explained it was NOT a warranty issue - I received the wrong product! She asked me if I opened it before we took it home to see if it was right! I said hello, no! It was packed for shipping in the back of our truck! Was referred to a manager who NEVER picked up. Called back & asked for manager. After explaining he tried to tell me I ORDERED the plastic tub. I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub. Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine. Best he would do was refund a lousy $80 on the $587 purchase. I told him we would NEVER buy anything from Home Depot again .","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store.  Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.  Product delivered to store 8-1.  Picked up that day & brought home.  Since it was Friday had installer come late Monday (8-4).  Began installation but when opened door saw interior was plastic - NOT what ordered.  Called store to say it was NOT what I ordered.  Manager took order # & said would call back in 10 minutes.  No call back that evening.  Called 8-5 in morning & spoke to appliance dept.  Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue.  Explained it was NOT a warranty issue - I received the wrong product!  She asked me if I opened it before we took it home to see if it was right!  I said hello, no!  It was packed for shipping in the back of our truck!  Was referred to a manager who NEVER picked up.  Called back & asked for manager.  After explaining he tried to tell me I ORDERED the plastic tub.  I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub.  Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine.  Best he would do was refund a lousy $80 on the $587 purchase.  I told him we would NEVER buy anything from Home Depot again .",Not verified,,1.0
25-08-05,73615401,dw,top_control,GE,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,,us,retail,homedepot,,Neutral,deliver,Delivery_Installation,Product delivered to store 8-1.,"[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store. Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior. Product delivered to store 8-1. Picked up that day & brought home. Since it was Friday had installer come late Monday (8-4). Began installation but when opened door saw interior was plastic - NOT what ordered. Called store to say it was NOT what I ordered. Manager took order # & said would call back in 10 minutes. No call back that evening. Called 8-5 in morning & spoke to appliance dept. Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue. Explained it was NOT a warranty issue - I received the wrong product! She asked me if I opened it before we took it home to see if it was right! I said hello, no! It was packed for shipping in the back of our truck! Was referred to a manager who NEVER picked up. Called back & asked for manager. After explaining he tried to tell me I ORDERED the plastic tub. I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub. Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine. Best he would do was refund a lousy $80 on the $587 purchase. I told him we would NEVER buy anything from Home Depot again .","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store.  Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.  Product delivered to store 8-1.  Picked up that day & brought home.  Since it was Friday had installer come late Monday (8-4).  Began installation but when opened door saw interior was plastic - NOT what ordered.  Called store to say it was NOT what I ordered.  Manager took order # & said would call back in 10 minutes.  No call back that evening.  Called 8-5 in morning & spoke to appliance dept.  Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue.  Explained it was NOT a warranty issue - I received the wrong product!  She asked me if I opened it before we took it home to see if it was right!  I said hello, no!  It was packed for shipping in the back of our truck!  Was referred to a manager who NEVER picked up.  Called back & asked for manager.  After explaining he tried to tell me I ORDERED the plastic tub.  I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub.  Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine.  Best he would do was refund a lousy $80 on the $587 purchase.  I told him we would NEVER buy anything from Home Depot again .",Not verified,,1.0
25-08-05,73615401,dw,top_control,GE,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,GDT550PGRBB_GDT550PGRWW_GDT550PMRES_GDT550PYRFS,,us,retail,homedepot,,Neutral,,Delivery_Installation,Picked up that day & brought home.,"[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store. Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior. Product delivered to store 8-1. Picked up that day & brought home. Since it was Friday had installer come late Monday (8-4). Began installation but when opened door saw interior was plastic - NOT what ordered. Called store to say it was NOT what I ordered. Manager took order # & said would call back in 10 minutes. No call back that evening. Called 8-5 in morning & spoke to appliance dept. Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue. Explained it was NOT a warranty issue - I received the wrong product! She asked me if I opened it before we took it home to see if it was right! I said hello, no! It was packed for shipping in the back of our truck! Was referred to a manager who NEVER picked up. Called back & asked for manager. After explaining he tried to tell me I ORDERED the plastic tub. I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub. Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine. Best he would do was refund a lousy $80 on the $587 purchase. I told him we would NEVER buy anything from Home Depot again .","[ Terrible Customer Service ] || ---------------- || Bought this 7-18 in store.  Requirements were black color, 3rd shelf, bottle jets AND STAINLESS STEEL interior.  Product delivered to store 8-1.  Picked up that day & brought home.  Since it was Friday had installer come late Monday (8-4).  Began installation but when opened door saw interior was plastic - NOT what ordered.  Called store to say it was NOT what I ordered.  Manager took order # & said would call back in 10 minutes.  No call back that evening.  Called 8-5 in morning & spoke to appliance dept.  Was told store only controlled product for 48 hours - I would have to speak to GE because it was a WARRANTY issue.  Explained it was NOT a warranty issue - I received the wrong product!  She asked me if I opened it before we took it home to see if it was right!  I said hello, no!  It was packed for shipping in the back of our truck!  Was referred to a manager who NEVER picked up.  Called back & asked for manager.  After explaining he tried to tell me I ORDERED the plastic tub.  I said I expected the store to come get this machine & get me the one I ordered- my husband was there & heard me emphatically say it must have the stainless steel tub.  Manager said they would not do any of that because we live outside the city, even though I had already paid the installer $200 & I sent him home because it was the wrong machine.  Best he would do was refund a lousy $80 on the $587 purchase.  I told him we would NEVER buy anything from Home Depot again .",Not verified,,1.0
