Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-03-15,60180599,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,,I love the delay function to start option.,[ Love the time delay and 3rd rack! ] || ---------------- || Have only owned the dishwasher for a week and it seems to be working out well. I love the delay function to start option. Perfect to set to go off when power cost isn't peak times. Seems to clean well. The top 3rd rack could be a little nicer and roll out smoother however still love the function and that is doesn't have fixed slots. Let's you place all different items up there to fit nice like cup tops.,[ Love the time delay and 3rd rack! ] || ---------------- || Have only owned the dishwasher for a week and it seems to be working out well. I love the delay function to start option. Perfect to set to go off when power cost isn't peak times. Seems to clean well. The top 3rd rack could be a little nicer and roll out smoother however still love the function and that is doesn't have fixed slots. Let's you place all different items up there to fit nice like cup tops.,,,5.0
24-03-15,60194468,dw,builtin,LG,Objet_collection,DUBJ2EAL,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,It's easy to use.,"[ It's easy to use. The one I used before had 2 speeds, but now that I'm using 3 speeds, it seems to clean more cleanly. ] || ---------------- || It's easy to use. The one I used before had 2 speeds, but using the 3rd speed seems to clean it better, which is nice.",[ 사용하기 편해요 전에 쓰던거 2단이었는데 3단 쓰니 더 깨끗이 닦이는 것 같아 좋습니다 ] || ---------------- || 사용하기 편해요 전에 쓰던거 2단이었는데 3단 쓰니 더 깨끗이 닦이는 것 같아 좋습니다,,,5.0
24-03-15,60194468,dw,builtin,LG,Objet_collection,DUBJ2EAL,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,"The one I used before had 2 speeds, but using the 3rd speed seems to clean it better, which is nice.","[ It's easy to use. The one I used before had 2 speeds, but now that I'm using 3 speeds, it seems to clean more cleanly. ] || ---------------- || It's easy to use. The one I used before had 2 speeds, but using the 3rd speed seems to clean it better, which is nice.",[ 사용하기 편해요 전에 쓰던거 2단이었는데 3단 쓰니 더 깨끗이 닦이는 것 같아 좋습니다 ] || ---------------- || 사용하기 편해요 전에 쓰던거 2단이었는데 3단 쓰니 더 깨끗이 닦이는 것 같아 좋습니다,,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,Noise_Vibration,"Cleans, disinfects, and is so quiet!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,Performance_Washing,"Cleans, disinfects, and is so quiet!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Neutral,use,Noise_Vibration,You don't even know it's on.,"[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,Design,Smudge-proof outside and sleek style add to the elegance of any kitchen.,"[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,Easy_Use,"Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings.","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Neutral,use,,The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign.,"[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748753,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,,,In other words…buy THIS one!,"[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don't even know it's on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!","[ Buy THIS one! ] || ---------------- || Cleans, disinfects, and is so quiet! You don’t even know it’s on. Smudge-proof outside and sleek style add to the elegance of any kitchen. Since the operating touch panel is on the top of the door, little and big fingers cannot accidentally mess up your settings. The light indicates whether the dishes are clean or dirty so there is no need to use a clean or dirty sign. In other words…buy THIS one!",Not verified,,5.0
24-03-15,85748751,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,decide,,I researched a LOT of brands and models before choosing this and I absolutely made the right choice!,"[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice! This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!","[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice!  This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!",Not verified,,5.0
24-03-15,85748751,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,Noise_Vibration,This machine is incredibly quiet and incredibly efficient.,"[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice! This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!","[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice!  This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!",Not verified,,5.0
24-03-15,85748751,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,Product_Satisfaction,This machine is incredibly quiet and incredibly efficient.,"[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice! This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!","[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice!  This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!",Not verified,,5.0
24-03-15,85748751,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Very Positive,use,Easy_Use,"The third rack is so useful as are the bottle jets, and the silverware storage is amazing.","[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice! This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!","[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice!  This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!",Not verified,,5.0
24-03-15,85748751,dw,top_control,GE,PDT715SIYII_PDT715SYVFS,PDT715SIYII_PDT715SYVFS,,us,retail,geappliances,,Positive,use,,I have no complaints!,"[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice! This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!","[ Great purchase! ] || ---------------- || I researched a LOT of brands and models before choosing this and I absolutely made the right choice!  This machine is incredibly quiet and incredibly efficient. The third rack is so useful as are the bottle jets, and the silverware storage is amazing. I have no complaints!",Not verified,,5.0
24-03-15,60203677,dw,top_control,BOSCH,100_series,SHV4AEB3N,,us,retail,bosch_home_us,,Positive,use,,Absolutely thrilled with the features and function of our new dishwasher.,[ Our new Bosch Dishwasher ] || ---------------- || Absolutely thrilled with the features and functionality of our new dishwasher. Would highly recommend.,[ Our new Bosch Dishwasher ] || ---------------- || Absolutely thrilled with the features and functionality of our new dishwasher. Would highly recommend.,,,5.0
24-03-15,60203677,dw,top_control,BOSCH,100_series,SHV4AEB3N,,us,retail,bosch_home_us,,Very Positive,use,,Would highly recommend.,[ Our new Bosch Dishwasher ] || ---------------- || Absolutely thrilled with the features and functionality of our new dishwasher. Would highly recommend.,[ Our new Bosch Dishwasher ] || ---------------- || Absolutely thrilled with the features and functionality of our new dishwasher. Would highly recommend.,,,5.0
24-03-15,60203656,dw,top_control,BOSCH,4_series,SBH4ECX21E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,We use it in the kitchen open to the living room and the noise does not bother us.,[ Easy to use and quiet ] || ---------------- || We use it in the kitchen open to the living room and the noise does not bother us.,[ Fácil de usar y silencioso ] || ---------------- || Lo usamos en cocina abierta a salón y no molesta el ruido,,,5.0
24-03-15,92299000,dw,top_control,LG,quadwash,LDPH7972S,,us,retail,bestbuy,,Negative,use,Durability,Would rate it higher but it forced us to discard our relatively new sensor sink faucet because the force of the dishwasher had water coming out if faucet whenever the dishwasher was on.,[ Too powerful dishwasher ] || ---------------- || Would rate it higher but it forced us to discard our relatively new sensor sink faucet because the force of the dishwasher had water coming out if faucet whenever the dishwasher was on. Only other option was a separate dedicated line which would require ripping out wall to install line and cost many thousands of dollars nobody told us this could happen,[ Too powerful dishwasher ] || ---------------- || Would rate it higher but it forced  us to discard our relatively new sensor sink faucet because the force of the dishwasher had water coming out if faucet whenever the dishwasher was on. Only other option was a separate dedicated line which would require ripping out wall to install line and cost many thousands of dollars  nobody told us this could happen,Not verified,,3.0
24-03-15,92299000,dw,top_control,LG,quadwash,LDPH7972S,,us,retail,bestbuy,,Neutral,onboard,Delivery_Installation,Only other option was a separate dedicated line which would require ripping out wall to install line and cost many thousands of dollars nobody told us this could happen,[ Too powerful dishwasher ] || ---------------- || Would rate it higher but it forced us to discard our relatively new sensor sink faucet because the force of the dishwasher had water coming out if faucet whenever the dishwasher was on. Only other option was a separate dedicated line which would require ripping out wall to install line and cost many thousands of dollars nobody told us this could happen,[ Too powerful dishwasher ] || ---------------- || Would rate it higher but it forced  us to discard our relatively new sensor sink faucet because the force of the dishwasher had water coming out if faucet whenever the dishwasher was on. Only other option was a separate dedicated line which would require ripping out wall to install line and cost many thousands of dollars  nobody told us this could happen,Not verified,,3.0
24-03-15,60203841,dw,front_control,BOSCH,4_series,SMS4EMI06E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"The truth is that I have started to trust this brand and after using it, which has already been 10 washes, I have been very surprised by its functions.","[ Curious functions ] || ---------------- || The truth is that I have started to trust this brand and after using it, which has already been 10 washes, I have been very surprised by its functions. The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode. The cleaning is spectacular at the moment, even if you also use finish tablets. I hope it lasts longer than the last one",[ Funciones curiosas ] || ---------------- || La verdad es que he empezado a confiar en esta  marca y el uso que llevo que ya son 10 lavados me ha sorprendido muchos sus funciones. La que más que la puerta se abra sola para que se  seque mejor y luego el bajo ruido que hace y lo poco que consume en su modo Eco. La limpieza de momento espectacular eso si también usando pastillas finish. Espero que me dure más que el último,,,5.0
24-03-15,60203841,dw,front_control,BOSCH,4_series,SMS4EMI06E,EU,es,retail,bosch_home_es,,Negative,use,Noise_Vibration,The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode.,"[ Curious functions ] || ---------------- || The truth is that I have started to trust this brand and after using it, which has already been 10 washes, I have been very surprised by its functions. The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode. The cleaning is spectacular at the moment, even if you also use finish tablets. I hope it lasts longer than the last one",[ Funciones curiosas ] || ---------------- || La verdad es que he empezado a confiar en esta  marca y el uso que llevo que ya son 10 lavados me ha sorprendido muchos sus funciones. La que más que la puerta se abra sola para que se  seque mejor y luego el bajo ruido que hace y lo poco que consume en su modo Eco. La limpieza de momento espectacular eso si también usando pastillas finish. Espero que me dure más que el último,,,5.0
24-03-15,60203841,dw,front_control,BOSCH,4_series,SMS4EMI06E,EU,es,retail,bosch_home_es,,Negative,use,Product_Satisfaction,The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode.,"[ Curious functions ] || ---------------- || The truth is that I have started to trust this brand and after using it, which has already been 10 washes, I have been very surprised by its functions. The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode. The cleaning is spectacular at the moment, even if you also use finish tablets. I hope it lasts longer than the last one",[ Funciones curiosas ] || ---------------- || La verdad es que he empezado a confiar en esta  marca y el uso que llevo que ya son 10 lavados me ha sorprendido muchos sus funciones. La que más que la puerta se abra sola para que se  seque mejor y luego el bajo ruido que hace y lo poco que consume en su modo Eco. La limpieza de momento espectacular eso si también usando pastillas finish. Espero que me dure más que el último,,,5.0
24-03-15,60203841,dw,front_control,BOSCH,4_series,SMS4EMI06E,EU,es,retail,bosch_home_es,,Very Positive,use,Performance_Washing,"The cleaning is spectacular at the moment, even if you also use finish tablets.","[ Curious functions ] || ---------------- || The truth is that I have started to trust this brand and after using it, which has already been 10 washes, I have been very surprised by its functions. The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode. The cleaning is spectacular at the moment, even if you also use finish tablets. I hope it lasts longer than the last one",[ Funciones curiosas ] || ---------------- || La verdad es que he empezado a confiar en esta  marca y el uso que llevo que ya son 10 lavados me ha sorprendido muchos sus funciones. La que más que la puerta se abra sola para que se  seque mejor y luego el bajo ruido que hace y lo poco que consume en su modo Eco. La limpieza de momento espectacular eso si también usando pastillas finish. Espero que me dure más que el último,,,5.0
24-03-15,60203841,dw,front_control,BOSCH,4_series,SMS4EMI06E,EU,es,retail,bosch_home_es,,Neutral,use,Durability,I hope it lasts longer than the last one,"[ Curious functions ] || ---------------- || The truth is that I have started to trust this brand and after using it, which has already been 10 washes, I have been very surprised by its functions. The one that more than the door opens by itself so that it dries better and then the low noise it makes and the little consumption it consumes in its Eco mode. The cleaning is spectacular at the moment, even if you also use finish tablets. I hope it lasts longer than the last one",[ Funciones curiosas ] || ---------------- || La verdad es que he empezado a confiar en esta  marca y el uso que llevo que ya son 10 lavados me ha sorprendido muchos sus funciones. La que más que la puerta se abra sola para que se  seque mejor y luego el bajo ruido que hace y lo poco que consume en su modo Eco. La limpieza de momento espectacular eso si también usando pastillas finish. Espero que me dure más que el último,,,5.0
24-03-15,60204082,dw,top_control,BOSCH,SHSM63W56N,SHSM63W56N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model.","[ Quiet cleaning ] || ---------------- || If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model. Very quiet. Don't read the manual though. You'll come to the part where you'll learn that other models tell their owners how much time is left in the cycle. Who wants to know that?","[ Quiet cleaning ] || ---------------- || If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model. Very quiet. Don't read the manual though. You'll come to the part where you'll learn that other models tell their owners how much time is left in the cycle. Who wants to know that?",,,5.0
24-03-15,60204082,dw,top_control,BOSCH,SHSM63W56N,SHSM63W56N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,Very quiet.,"[ Quiet cleaning ] || ---------------- || If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model. Very quiet. Don't read the manual though. You'll come to the part where you'll learn that other models tell their owners how much time is left in the cycle. Who wants to know that?","[ Quiet cleaning ] || ---------------- || If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model. Very quiet. Don't read the manual though. You'll come to the part where you'll learn that other models tell their owners how much time is left in the cycle. Who wants to know that?",,,5.0
24-03-15,60204082,dw,top_control,BOSCH,SHSM63W56N,SHSM63W56N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Don't read the manual though.,"[ Quiet cleaning ] || ---------------- || If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model. Very quiet. Don't read the manual though. You'll come to the part where you'll learn that other models tell their owners how much time is left in the cycle. Who wants to know that?","[ Quiet cleaning ] || ---------------- || If you join me in disliking dishwashers that sound like airplane engines, you'll like this Bosch model. Very quiet. Don't read the manual though. You'll come to the part where you'll learn that other models tell their owners how much time is left in the cycle. Who wants to know that?",,,5.0
