Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-06-22,53108328,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Positive,use,Product_Satisfaction,"Quiet, uses less water, the third row is really nice and does a great job!","[ Very nice machine. Quiet, cleans well and a great price! ] || ---------------- || Does exactly as stated! Quiet, uses less water, the third row is really nice and does a great job!","[ Very nice machine.  Quiet, cleans well and a great price! ] || ---------------- || Does exactly as stated! Quiet, uses less water, the third row is really nice and does a great job!",,,5.0
23-06-22,53111252,dw,top_control,BOSCH,SHXM88Z75N,SHXM88Z75N,,us,retail,bosch_home_us,,Neutral,,,We wanted an upgrade from the unit in our home.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us. Amazing interior design for almost anything you can put in it. We are very pleased.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us.  Amazing interior design for almost anything you can put in it. We are very pleased.,,,5.0
23-06-22,53111252,dw,top_control,BOSCH,SHXM88Z75N,SHXM88Z75N,,us,retail,bosch_home_us,,Very Positive,decide,Service,We decided that Bosch was the best choice for us.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us. Amazing interior design for almost anything you can put in it. We are very pleased.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us.  Amazing interior design for almost anything you can put in it. We are very pleased.,,,5.0
23-06-22,53111252,dw,top_control,BOSCH,SHXM88Z75N,SHXM88Z75N,,us,retail,bosch_home_us,,Very Positive,use,Design,Amazing interior design for almost anything you can put in it.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us. Amazing interior design for almost anything you can put in it. We are very pleased.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us.  Amazing interior design for almost anything you can put in it. We are very pleased.,,,5.0
23-06-22,53111252,dw,top_control,BOSCH,SHXM88Z75N,SHXM88Z75N,,us,retail,bosch_home_us,,Positive,use,,We are very pleased.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us. Amazing interior design for almost anything you can put in it. We are very pleased.,[ Best dishwasher! ] || ---------------- || Absolutely love this ! We wanted an upgrade from the unit in our home. We decided that Bosch was the best choice for us.  Amazing interior design for almost anything you can put in it. We are very pleased.,,,5.0
23-06-22,53216399,dw,front_control,BOSCH,SPE53B55UC,SPE53B55UC,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,I really enjoy how quiet this dishwasher is.,"[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is. I can't even tell it's on! All the dishes come out perfect. It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses. I'll never buy anything but a bosch again - I also have a bosch washer dryer set. Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is.  I can't even tell it's on!  All the dishes come out perfect.  It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.  I'll never buy anything but a bosch again - I also have a bosch washer dryer set.  Also quiet, and can't even tell it's on.",,,5.0
23-06-22,53216399,dw,front_control,BOSCH,SPE53B55UC,SPE53B55UC,,us,retail,bosch_home_us,,Neutral,use,Noise_Vibration,I can't even tell it's on!,"[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is. I can't even tell it's on! All the dishes come out perfect. It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses. I'll never buy anything but a bosch again - I also have a bosch washer dryer set. Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is.  I can't even tell it's on!  All the dishes come out perfect.  It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.  I'll never buy anything but a bosch again - I also have a bosch washer dryer set.  Also quiet, and can't even tell it's on.",,,5.0
23-06-22,53216399,dw,front_control,BOSCH,SPE53B55UC,SPE53B55UC,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,All the dishes come out perfect.,"[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is. I can't even tell it's on! All the dishes come out perfect. It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses. I'll never buy anything but a bosch again - I also have a bosch washer dryer set. Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is.  I can't even tell it's on!  All the dishes come out perfect.  It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.  I'll never buy anything but a bosch again - I also have a bosch washer dryer set.  Also quiet, and can't even tell it's on.",,,5.0
23-06-22,53216399,dw,front_control,BOSCH,SPE53B55UC,SPE53B55UC,,us,retail,bosch_home_us,,Negative,,,"It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is. I can't even tell it's on! All the dishes come out perfect. It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses. I'll never buy anything but a bosch again - I also have a bosch washer dryer set. Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is.  I can't even tell it's on!  All the dishes come out perfect.  It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.  I'll never buy anything but a bosch again - I also have a bosch washer dryer set.  Also quiet, and can't even tell it's on.",,,5.0
23-06-22,53216399,dw,front_control,BOSCH,SPE53B55UC,SPE53B55UC,,us,retail,bosch_home_us,,Negative,use,,I'll never buy anything but a bosch again - I also have a bosch washer dryer set.,"[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is. I can't even tell it's on! All the dishes come out perfect. It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses. I'll never buy anything but a bosch again - I also have a bosch washer dryer set. Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is.  I can't even tell it's on!  All the dishes come out perfect.  It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.  I'll never buy anything but a bosch again - I also have a bosch washer dryer set.  Also quiet, and can't even tell it's on.",,,5.0
23-06-22,53216399,dw,front_control,BOSCH,SPE53B55UC,SPE53B55UC,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is. I can't even tell it's on! All the dishes come out perfect. It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses. I'll never buy anything but a bosch again - I also have a bosch washer dryer set. Also quiet, and can't even tell it's on.","[ Best Dishwasher ] || ---------------- || I really enjoy how quiet this dishwasher is.  I can't even tell it's on!  All the dishes come out perfect.  It was really heplful when the tech came and showed me how to clean the drain component, and take things apart for maintenance purpouses.  I'll never buy anything but a bosch again - I also have a bosch washer dryer set.  Also quiet, and can't even tell it's on.",,,5.0
23-06-22,53216780,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Positive,purchase,,I bought it well.,[ I bought it well. great ] || ---------------- || I bought it well. great,[ 저렿마고 잘구입했어요..좋아요 ] || ---------------- || 저렿마고 잘구입했어요..좋아요,,,5.0
23-06-22,53216780,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Positive,,,great,[ I bought it well. great ] || ---------------- || I bought it well. great,[ 저렿마고 잘구입했어요..좋아요 ] || ---------------- || 저렿마고 잘구입했어요..좋아요,,,5.0
23-06-22,53216851,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Neutral,,,I have a dishwasher and I have an evening life.,[ I have a dishwasher and I have an evening life. ] || ---------------- || I have a dishwasher and I have an evening life.,[ 식세기가 생기고 저녁생활이생겻네요 ] || ---------------- || 식세기가 생기고 저녁생활이생겻네요,,,5.0
23-06-22,53216928,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,It was quick to install and the color is pretty.,[ It was quick to install and the color is pretty. ] || ---------------- || It was quick to install and the color is pretty.,[ 설치도 빠르고 이쁘고 색깔도 이쁘네요 ] || ---------------- || 설치도 빠르고 이쁘고 색깔도 이쁘네요,,,5.0
23-06-22,53216928,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Positive,onboard,Design,It was quick to install and the color is pretty.,[ It was quick to install and the color is pretty. ] || ---------------- || It was quick to install and the color is pretty.,[ 설치도 빠르고 이쁘고 색깔도 이쁘네요 ] || ---------------- || 설치도 빠르고 이쁘고 색깔도 이쁘네요,,,5.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Positive,use,Design,"The dishwasher is overall well designed , incredibly quiet and simple to use.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Positive,use,Easy_Use,"The dishwasher is overall well designed , incredibly quiet and simple to use.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"The dishwasher is overall well designed , incredibly quiet and simple to use.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Very Positive,use,Performance_Washing,The wash results are fantastic.,"[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Negative,use,Design,Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots.,"[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots.,"[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,"The rack is too ""plate oriented"" with tight angled support.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222745,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Neutral,use,Performance_Drying,"I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different: The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too ""plate oriented"" with tight angled support. I would have appreciated a ""no heat"" drying option like we had on our previous dishwasher.","[ Consumer Reports best dishwasher… ] || ---------------- || The dishwasher is overall well designed , incredibly quiet and simple to use. The wash results are fantastic. Two items I wish would be different:The configuration of the bottom rack is not efficiently designed to load bowls or pots. The rack is too 'plate oriented' with tight angled support. I would have appreciated a 'no heat' drying option like we had on our previous dishwasher.",,,4.0
23-06-22,53222748,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Neutral,"deliver,onboard",Delivery_Installation,After delivery company Installed it worked for one use.,"[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.","[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.",,,2.0
23-06-22,53222748,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Negative,use,Durability,Then quit in middle of second use.,"[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.","[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.",,,2.0
23-06-22,53222748,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Neutral,maintain,Service,Called to get fixed through Nosch warranty.,"[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.","[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.",,,2.0
23-06-22,53222748,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Negative,maintain,Service,Couldn't get there certified repair man out for almost a month aftrr multiple attempts.,"[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.","[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.",,,2.0
23-06-22,53222748,dw,front_control,BOSCH,100_series,SHEM3AY55N,,us,retail,bosch_home_us,,Neutral,,Easy_Use,Then was finally able to use a second time.,"[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.","[ Didn't even get to use first month bad part ] || ---------------- || After delivery company Installed it worked for one use. Then quit in middle of second use. Called to get fixed through Nosch warranty. Couldn't get there certified repair man out for almost a month aftrr multiple attempts. Then was finally able to use a second time. We watched videos on homedepot site about how great dishwasher was. Spent $1000 between appliance, delivery, and warranty. It doesn't even dry the dishes. Completely disappointed from start to finish so far. I guess I should be pleased to know dishes are sanitized when done but I hand wash before even putting them in.",,,2.0
