Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-05-03,51163709,dw,top_control,GE,PDT145SGLBB_PDT145SGLWW_PDT145SSLSS,PDT145SGLBB_PDT145SGLWW_PDT145SSLSS,,us,retail,geappliances,,Very Positive,use,Design,"Is quiet, it's looks fabulous in my kitchen.","[ Love how quiet it is. ] || ---------------- || Is quiet, it's looks fabulous in my kitchen. It does a great job cleaning","[ Love how quiet it is. ] || ---------------- || Is quiet, it’s looks fabulous in my kitchen.  It does a great job cleaning",,,5.0
23-05-03,78617944,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Positive,use,,The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it's time.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it’s time.,Not verified,,4.0
23-05-03,78617944,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Very Positive,use,Easy_Use,But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it's time.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it’s time.,Not verified,,4.0
23-05-03,78617944,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Neutral,replace,,This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it's time.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it’s time.,Not verified,,4.0
23-05-03,78617944,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Positive,,Delivery_Installation,Deal was good so it's time.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it's time.,[ Nice features ] || ---------------- || The individual glass jets are really nice for my son who likes to leave milk in the bottom of glasses that then pretty much turns to a rock. But the best part is the top flatware rack for things like spatulas and the larger plastic spoons that you always try to find some room for intertwined in the glassware or somewhere. This is actually replacing a nearly 13 year old GE profile dishwasher that still works great but… is 13 years old. Deal was good so it’s time.,Not verified,,4.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Very Negative,use,Durability,This dishwasher leaks.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Negative,,,It ruined my brand new wood floors.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Neutral,use,Durability,Supposedly it has a water leak sensor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Very Negative,,Durability,That absolutely doesn't work.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Negative,maintain,Durability,It's been leaking for months and we didn't know.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Negative,"maintain,use",Durability,The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Negative,maintain,Durability,I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Negative,maintain,Price,I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,78617946,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Negative,maintain,Service,I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn't work. It's been leaking for months and we didn't know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I've had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,[ Leaks after 3 years ] || ---------------- || This dishwasher leaks. It ruined my brand new wood floors. Supposedly it has a water leak sensor. That absolutely doesn’t work. It’s been leaking for months and we didn’t know. The only reason we knew there was a leak is because recently the machine started turning off in the middle of the cycle. I’ve had this dishwasher just over three years and the technician said it would cost over $400 to replace because the leak is coming through the motor.,Not verified,,1.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Very Positive,use,,I am absolutely completely blown away with this dishwasher.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Neutral,replace,Service,I replaced the old one 10 years ago at that time I wanted a Bosch.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Neutral,,Service,The salesman talked me out of it.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Negative,,Design,Saying it didn't hold as much as the one he sold us WRONG!,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,I was never happy with it The tins on the racks began rusting out.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Negative,use,Performance_Washing,It didn't clean as well The Bosch is too good to be true.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Positive,use,Design,It holds more by far.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,Cleans like a dream.,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164356,dw,front_control,BOSCH,300_series,SHEM63W56N,,us,retail,bosch_home_us,,Positive,,,Thank you Bosch,[ Couldn't be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG! I was never happy with it The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,[ Couldn’t be Happier ] || ---------------- || I am absolutely completely blown away with this dishwasher. I replaced the old one 10 years ago at that time I wanted a Bosch. The salesman talked me out of it. Saying it didn't hold as much as the one he sold us WRONG!  I was never happy with it  The tins on the racks began rusting out. It didn't clean as well The Bosch is too good to be true. It holds more by far. Cleans like a dream. Thank you Bosch,,,5.0
23-05-03,51164805,dw,top_control,BOSCH,100_series,SHXM4AY55N,,ci,retail,homedepot_ca,,Neutral,,,(This review was collected as part of a promotion.),"[ It's as good as it's rated ] || ---------------- || (This review was collected as part of a promotion.) After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one. It was easy to install and we were pleasantly surprised at how quiet it was. The third rack for utensils is great. Does a great job of cleaning our dishes. We've only had it one month. We hope (expect) to get 10 years from it.","[ It’s as good as it’s rated ] || ---------------- || (This review was collected as part of a promotion.) After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one. It was easy to install and we were pleasantly surprised at how quiet it was. The third rack for utensils is great. Does a great job of cleaning our dishes. We've only had it one month. We hope (expect) to get 10 years from it.",,,5.0
23-05-03,51164805,dw,top_control,BOSCH,100_series,SHXM4AY55N,,ci,retail,homedepot_ca,,Neutral,decide,Easy_Use,"After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one.","[ It's as good as it's rated ] || ---------------- || (This review was collected as part of a promotion.) After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one. It was easy to install and we were pleasantly surprised at how quiet it was. The third rack for utensils is great. Does a great job of cleaning our dishes. We've only had it one month. We hope (expect) to get 10 years from it.","[ It’s as good as it’s rated ] || ---------------- || (This review was collected as part of a promotion.) After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one. It was easy to install and we were pleasantly surprised at how quiet it was. The third rack for utensils is great. Does a great job of cleaning our dishes. We've only had it one month. We hope (expect) to get 10 years from it.",,,5.0
23-05-03,51164805,dw,top_control,BOSCH,100_series,SHXM4AY55N,,ci,retail,homedepot_ca,,Positive,onboard,Delivery_Installation,It was easy to install and we were pleasantly surprised at how quiet it was.,"[ It's as good as it's rated ] || ---------------- || (This review was collected as part of a promotion.) After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one. It was easy to install and we were pleasantly surprised at how quiet it was. The third rack for utensils is great. Does a great job of cleaning our dishes. We've only had it one month. We hope (expect) to get 10 years from it.","[ It’s as good as it’s rated ] || ---------------- || (This review was collected as part of a promotion.) After checking all the consumer reviews and seeing Bosche dishwashers held most of the top positions, we took the plunge and bought one. It was easy to install and we were pleasantly surprised at how quiet it was. The third rack for utensils is great. Does a great job of cleaning our dishes. We've only had it one month. We hope (expect) to get 10 years from it.",,,5.0
