Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-05-13,61679534,dw,front_control,KITCHENAID,KDFE104KPS,KDFE104KPS,,us,retail,homedepot,,Neutral,use,Easy_Use,The long cycle is very long.,"[ Great features and quiet ] || ---------------- || (This review was collected as part of a promotion.) Great, quiet machine! The long cycle is very long.","[ Great features and quiet ] || ---------------- || (This review was collected as part of a promotion.) Great, quiet machine!  The long cycle is very long.",,,4.0
24-05-13,61681283,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Positive,use,,I will put it to good use ^^,[ It was installed neatly! satisfaction satisfaction ] || ---------------- || It was perfect because everything from reforming to installation was done neatly. Thank you so much for the kind explanation and detailed check. I will put it to good use ^^,[ 깔끔하게 설치되었네요~~! 만족 만족 ] || ---------------- || 리폼부터 설치까지 깔끔하게 해주셔서 완벽합니다.설명도 친절하시고 꼼꼼하게 체크까지 해주시고 너무 감사합니다.잘쓰도록 할께요^^,,,5.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Neutral,"purchase,use",Easy_Use,We purchased this after a number of other brand dishwashers gave us relyability issues.,"[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Negative,"replace,use",Easy_Use,"Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Found bottom rack layout is awkward for pots and pans.,"[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Do not like web/app.,"[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Negative,"onboard,use",Delivery_Installation,"Long winded to set up, most of what you can do on app would better to just have a button on the machine.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Negative,"onboard,use",Easy_Use,"Long winded to set up, most of what you can do on app would better to just have a button on the machine.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).,"[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,Very quiet.,"[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Positive,,Design,"Nice styling We brought for Bosh reputation for reliability, time will tell.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
24-05-13,61681833,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,bosch_home_us,,Positive,,Durability,"Nice styling We brought for Bosh reputation for reliability, time will tell.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues. Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher. Found bottom rack layout is awkward for pots and pans. Do not like web/app. Long winded to set up, most of what you can do on app would better to just have a button on the machine. Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time). Very quiet. Nice styling We brought for Bosh reputation for reliability, time will tell. Overall happy but for the price it less ergonomic than we would have anticipated. Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.","[ Bought for reliability reputation ] || ---------------- || We purchased this after a number of other brand dishwashers gave us relyability issues.  Happy with wash, utensil basket was so frustrating (can never get it set in place correctly) we replaced it with the utensil basket from the old GE dishwasher.  Found bottom rack layout is awkward for pots and pans.  Do not like web/app.  Long winded to set up, most of what you can do on app would better to just have a button on the machine.  Frustrating there is no easy way to tell if dishes are done without the app (clean light goes out after a short time).  Very quiet. Nice styling  We brought for Bosh reputation for reliability, time will tell.  Overall happy but for the price it less ergonomic than we would have anticipated.  Frustrated with Bosh marketing as got so many emails/surveys etc, need to unsubscribe after registering/setting up app.",,,4.0
