Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-03-09,76577060,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Very Positive,use,Easy_Use,Amazing to find something that does what it is supposed to these days.,"[ Great and actually cleans! ] || ---------------- || This dishwasher is quiet, cleans and actually dries dishes. Amazing to find something that does what it is supposed to these days.","[ Great and actually cleans! ] || ---------------- || [This review was collected as part of a promotion.] This dishwasher is quiet, cleans and actually dries dishes. Amazing to find something that does what it is supposed to these days.",Not verified,Originally posted on maytag.com,5.0
23-03-09,76577048,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Neutral,use,Easy_Use,It's a pretty basic model and doesn't have a lot of adjustment that can be made in the racks that hold the dishes.,"[ Does a great job ] || ---------------- || I've only had this dishwasher a couple of weeks now but so far I'm impressed. It's such an improvement over our old kenmore. Dishes come out clean without pre rinsing. It's a pretty basic model and doesn't have a lot of adjustment that can be made in the racks that hold the dishes. But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes. Very happy with this purchase.","[ Does a great job ] || ---------------- || I’ve only had this dishwasher a couple of weeks now but so far I’m impressed. It’s such an improvement over our old kenmore. Dishes come out clean without pre rinsing. It’s a pretty basic model and doesn’t have a lot of adjustment that can be made in the racks that hold the dishes.  But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes. Very happy with this purchase.",Verified,,5.0
23-03-09,76577048,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Positive,use,Performance_Washing,"But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes.","[ Does a great job ] || ---------------- || I've only had this dishwasher a couple of weeks now but so far I'm impressed. It's such an improvement over our old kenmore. Dishes come out clean without pre rinsing. It's a pretty basic model and doesn't have a lot of adjustment that can be made in the racks that hold the dishes. But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes. Very happy with this purchase.","[ Does a great job ] || ---------------- || I’ve only had this dishwasher a couple of weeks now but so far I’m impressed. It’s such an improvement over our old kenmore. Dishes come out clean without pre rinsing. It’s a pretty basic model and doesn’t have a lot of adjustment that can be made in the racks that hold the dishes.  But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes. Very happy with this purchase.",Verified,,5.0
23-03-09,76577048,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Positive,purchase,,Very happy with this purchase.,"[ Does a great job ] || ---------------- || I've only had this dishwasher a couple of weeks now but so far I'm impressed. It's such an improvement over our old kenmore. Dishes come out clean without pre rinsing. It's a pretty basic model and doesn't have a lot of adjustment that can be made in the racks that hold the dishes. But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes. Very happy with this purchase.","[ Does a great job ] || ---------------- || I’ve only had this dishwasher a couple of weeks now but so far I’m impressed. It’s such an improvement over our old kenmore. Dishes come out clean without pre rinsing. It’s a pretty basic model and doesn’t have a lot of adjustment that can be made in the racks that hold the dishes.  But unlike some of those machines that I have had in the past that have more advertised bells and whistles, this dishwasher actually cleans my dishes. Very happy with this purchase.",Verified,,5.0
23-03-09,76577061,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Positive,use,,Seems to work well.,"[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it's a nice design. Pleasantly quiet too!","[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it’s a nice design. Pleasantly quiet too!",Verified,,4.0
23-03-09,76577061,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Positive,use,Easy_Use,I like having controls on the front.,"[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it's a nice design. Pleasantly quiet too!","[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it’s a nice design. Pleasantly quiet too!",Verified,,4.0
23-03-09,76577061,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Positive,use,Design,"Wish it had a handle/bar for a dish towel but other than that, it's a nice design.","[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it's a nice design. Pleasantly quiet too!","[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it’s a nice design. Pleasantly quiet too!",Verified,,4.0
23-03-09,76577061,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Positive,use,Noise_Vibration,Pleasantly quiet too!,"[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it's a nice design. Pleasantly quiet too!","[ So far, so good ] || ---------------- || Seems to work well. I like having controls on the front. Wish it had a handle/bar for a dish towel but other than that, it’s a nice design. Pleasantly quiet too!",Verified,,4.0
23-03-09,79944876,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Positive,use,Noise_Vibration,Very quiet machine.,[ Love the dual drawers ] || ---------------- || Very quiet machine. Love the dual drawers which give you options to load and unload at your convenience. Dishes are always clean.,[ Love the dual drawers ] || ---------------- || Very quiet machine. Love the dual drawers which give you options to load and unload at your convenience. Dishes are always clean.,Not verified,,4.0
23-03-09,79944876,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Positive,use,Easy_Use,Love the dual drawers which give you options to load and unload at your convenience.,[ Love the dual drawers ] || ---------------- || Very quiet machine. Love the dual drawers which give you options to load and unload at your convenience. Dishes are always clean.,[ Love the dual drawers ] || ---------------- || Very quiet machine. Love the dual drawers which give you options to load and unload at your convenience. Dishes are always clean.,Not verified,,4.0
23-03-09,79944876,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Positive,use,Performance_Washing,Dishes are always clean.,[ Love the dual drawers ] || ---------------- || Very quiet machine. Love the dual drawers which give you options to load and unload at your convenience. Dishes are always clean.,[ Love the dual drawers ] || ---------------- || Very quiet machine. Love the dual drawers which give you options to load and unload at your convenience. Dishes are always clean.,Not verified,,4.0
23-03-09,79944875,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Positive,use,,I wanted to love this thing so bad.,"[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues: 1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense. 2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy. 4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things. 6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done. Not really happy at all with this dishwasher.","[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues:1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense.2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy.4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things.6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done.Not really happy at all with this dishwasher.",Not verified,,2.0
23-03-09,79944875,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Negative,,Durability,A few issues: 1.,"[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues: 1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense. 2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy. 4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things. 6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done. Not really happy at all with this dishwasher.","[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues:1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense.2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy.4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things.6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done.Not really happy at all with this dishwasher.",Not verified,,2.0
23-03-09,79944875,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Negative,use,Easy_Use,I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense.,"[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues: 1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense. 2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy. 4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things. 6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done. Not really happy at all with this dishwasher.","[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues:1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense.2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy.4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things.6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done.Not really happy at all with this dishwasher.",Not verified,,2.0
23-03-09,79944875,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Neutral,,,2.,"[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues: 1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense. 2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy. 4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things. 6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done. Not really happy at all with this dishwasher.","[ Don't love it ] || ---------------- || I wanted to love this thing so bad. A few issues:1. I love the idea of the drawers but I can't seem to fit my dishes in in a way that makes sense.2. Even with rinse aid, my top drawer always leaves powdery residue. it's not because of the pod because it doesn't do it on the bottom drawer. See pictures. 3. The plastic cake plate at the bottom is so cheap and cheesy.4. I have no idea if the cycle is finished or not. There's not a lights or anything to let me know that the dishwasher is through. If you are not standing in the kitchen when the charm goes off, you have no idea it's done with the cycle. 5. Neither the physical buttons on the dishwasher, nor the explanation in the user manual, give a good explanation of the cycles, and how to use things. I still cannot figure out how to do some of the things.6. The top drawer does not dry for anything. There's always a big puddle of water in the bottom of the drawer and the dishes are always dripping wet after the cycle is done.Not really happy at all with this dishwasher.",Not verified,,2.0
