Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-01-18,58379172,dw,top_control,BOSCH,300_series,SHS53CM5N,,ci,retail,thebrick,,Very Positive,,,this is the best one yet.,[ Great dishwasher! ] || ---------------- || bought this one to replace a previous Bosch. this is the best one yet. really like the 1 hour cycle and the third rack for cutlery.,[ Great dishwasher! ] || ---------------- || bought this one to replace a previous Bosch. this is the best one yet. really like the 1 hour cycle and the third rack for cutlery.,,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Product_Satisfaction,"The efficiency of this appliance is truly impressive, saving both water and energy.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Design,"The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Easy_Use,"The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Easy_Use,"The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Noise_Vibration,What sets this dishwasher apart is its quiet operation.,"[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Neutral,use,Noise_Vibration,"I barely notice it running, even during the night.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Easy_Use,"The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Very Positive,use,Easy_Use,"Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Very Positive,use,Performance_Washing,"Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Very Positive,use,Product_Satisfaction,"Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience.","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406773,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,,"It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!","[ Amazing dishwasher ] || ---------------- || I recently purchased this dishwasher, and I couldn't be happier with its performance. The cleaning results are outstanding – my dishes come out sparkling clean every time. The efficiency of this appliance is truly impressive, saving both water and energy.The design is not only sleek but also functional, with well-thought-out racks that maximize space and allow for easy loading and unloading. The different wash cycle options cater to various needs, ensuring flexibility for different types of loads.What sets this dishwasher apart is its quiet operation. I barely notice it running, even during the night. The user-friendly interface makes selecting cycles a breeze, and the delayed start feature adds an extra layer of convenience.Overall, I highly recommend this dishwasher to anyone seeking top-notch cleaning performance, efficiency, and a user-friendly experience. It has exceeded my expectations, making kitchen cleanup a breeze!",,,5.0
24-01-18,58406825,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,use,Noise_Vibration,"It's not the quietest, but, still much quieter than most.","[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well. Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.","[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well.  Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.",,,5.0
24-01-18,58406825,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Negative,use,Noise_Vibration,Our old dishwasher was quieter but it did not clean as well.,"[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well. Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.","[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well.  Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.",,,5.0
24-01-18,58406825,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Negative,use,Performance_Washing,Our old dishwasher was quieter but it did not clean as well.,"[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well. Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.","[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well.  Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.",,,5.0
24-01-18,58406825,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,thebrick,,Positive,,,Fair trade off for sure.,"[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well. Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.","[ Love this dishwasher so far. ] || ---------------- || It's not the quietest, but, still much quieter than most.Our old dishwasher was quieter but it did not clean as well.  Fair trade off for sure.It comes with a power cord made specifically for this unit. Don't let the store try to sell you a bunch of parts to hook it up. New water supply line is all you'll need if you have a plug in box already.",,,5.0
