Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-04-11,60934424,dw,builtin,LG,Objet_collection,DUBJ4HL,ASIA,kr,retail,naver_shop,,Positive,purchase,Price,Satisfied with the low price!,[ Satisfied with the low price! ] || ---------------- || Satisfied with the low price!,[ 가격 저렴해서 핵만족!! ] || ---------------- || 가격 저렴해서 핵만족!!,,,5.0
24-04-11,60942296,dw,top_control,KITCHENAID,KDTM404KBS,KDTM404KBS,,us,retail,homedepot,,Positive,use,,We LOVE it!,[ Love our new dishwasher ] || ---------------- || (This review was collected as part of a promotion.) Had this dishwasher for about a month. We LOVE it! It really highlighted how bad at cleaning our old LG dishwasher was.,[ Love our new dishwasher ] || ---------------- || (This review was collected as part of a promotion.) Had this dishwasher for about a month.  We LOVE it!  It really highlighted how bad at cleaning our old LG dishwasher was.,,,5.0
24-04-11,60942296,dw,top_control,KITCHENAID,KDTM404KBS,KDTM404KBS,,us,retail,homedepot,,Negative,use,Performance_Washing,It really highlighted how bad at cleaning our old LG dishwasher was.,[ Love our new dishwasher ] || ---------------- || (This review was collected as part of a promotion.) Had this dishwasher for about a month. We LOVE it! It really highlighted how bad at cleaning our old LG dishwasher was.,[ Love our new dishwasher ] || ---------------- || (This review was collected as part of a promotion.) Had this dishwasher for about a month.  We LOVE it!  It really highlighted how bad at cleaning our old LG dishwasher was.,,,5.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Very Negative,,,Awful.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Very Negative,"maintain,purchase",Durability,Broke within month of purchase.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Negative,"maintain,use",Durability,"Has leak, and some other trouble.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Neutral,"maintain,replace",Service,"Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Very Negative,"maintain,replace",Price,They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Very Negative,"maintain,replace",Service,They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Negative,,Easy_Use,No dishwasher with a sick husband at home is not easy.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Negative,purchase,Service,The store we purchased from said their hands are tied.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Very Negative,,Service,Kitchen aid should be ashamed of themselves.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,79941265,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Very Negative,maintain,Service,Such awful customer care.,"[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.","[ Sad ] || ---------------- || Awful.Broke within month of purchase. Has leak, and some other trouble.Rather than replacing it under warranty as they should -they are looking around for a new tub, the entire interior unit. They have left me for a month now waiting for replacement partsI paid for a new dishwasher this is disgraceful. No dishwasher with a sick husband at home is not easy.The store we purchased from said their hands are tied.Kitchen aid should be ashamed of themselves.Such awful customer care.",Not verified,,1.0
24-04-11,60944825,dw,top_control,LG,quadwash,LDTS5552D,,ci,retail,thebrick,,Positive,onboard,Delivery_Installation,The dishwasher was easy to install and works really well.,[ Excellent ] || ---------------- || The dishwasher was easy to install and works really well. It is very quiet and you are hardly know it is running. A big difference from another brand I had purchased only 2 years before.,[ Excellent ] || ---------------- || The dishwasher was easy to install and works really well.  It is very quiet and you are hardly know it is running.  A big difference from another brand I had purchased only 2 years before.,,,5.0
24-04-11,60944825,dw,top_control,LG,quadwash,LDTS5552D,,ci,retail,thebrick,,Positive,use,Noise_Vibration,It is very quiet and you are hardly know it is running.,[ Excellent ] || ---------------- || The dishwasher was easy to install and works really well. It is very quiet and you are hardly know it is running. A big difference from another brand I had purchased only 2 years before.,[ Excellent ] || ---------------- || The dishwasher was easy to install and works really well.  It is very quiet and you are hardly know it is running.  A big difference from another brand I had purchased only 2 years before.,,,5.0
24-04-11,60944825,dw,top_control,LG,quadwash,LDTS5552D,,ci,retail,thebrick,,Neutral,"purchase,use",,A big difference from another brand I had purchased only 2 years before.,[ Excellent ] || ---------------- || The dishwasher was easy to install and works really well. It is very quiet and you are hardly know it is running. A big difference from another brand I had purchased only 2 years before.,[ Excellent ] || ---------------- || The dishwasher was easy to install and works really well.  It is very quiet and you are hardly know it is running.  A big difference from another brand I had purchased only 2 years before.,,,5.0
24-04-11,60951743,dw,top_control,SAMSUNG,DW80CG4021SR,DW80CG4021SR,,us,retail,lowes,,Positive,use,Easy_Use,"Works well, had a hard time getting it started.","[ Close door within 3 seconds of staring. ] || ---------------- || Works well, had a hard time getting it started. We then read that the door had to lose within 3 seconds of hitting start button. Grrr","[ Close door within 3 seconds of staring. ] || ---------------- || Works well, had a hard time getting it started.  We then read that the door had to  lose within 3 seconds of hitting start button. Grrr",,,4.0
24-04-11,60951743,dw,top_control,SAMSUNG,DW80CG4021SR,DW80CG4021SR,,us,retail,lowes,,Negative,,Durability,We then read that the door had to lose within 3 seconds of hitting start button.,"[ Close door within 3 seconds of staring. ] || ---------------- || Works well, had a hard time getting it started. We then read that the door had to lose within 3 seconds of hitting start button. Grrr","[ Close door within 3 seconds of staring. ] || ---------------- || Works well, had a hard time getting it started.  We then read that the door had to  lose within 3 seconds of hitting start button. Grrr",,,4.0
24-04-11,60951743,dw,top_control,SAMSUNG,DW80CG4021SR,DW80CG4021SR,,us,retail,lowes,,Neutral,,,Grrr,"[ Close door within 3 seconds of staring. ] || ---------------- || Works well, had a hard time getting it started. We then read that the door had to lose within 3 seconds of hitting start button. Grrr","[ Close door within 3 seconds of staring. ] || ---------------- || Works well, had a hard time getting it started.  We then read that the door had to  lose within 3 seconds of hitting start button. Grrr",,,4.0
24-04-11,60956678,dw,top_control,LG,LDTS5552D,LDTS5552D,,us,retail,lowes,,Neutral,,Delivery_Installation,We have been waiting for this since ordered in early December.,"[ Delivery driver damaged our building ] || ---------------- || We have been waiting for this since ordered in early December. It arrived in Feb. Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property. No resolution with Lowes on this part.","[ Delivery driver damaged our building ] || ---------------- || We have been waiting for this since ordered in early December.  It arrived in Feb.  Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property.  No resolution with Lowes on this part.",,,4.0
24-04-11,60956678,dw,top_control,LG,LDTS5552D,LDTS5552D,,us,retail,lowes,,Negative,deliver,Delivery_Installation,"It arrived in Feb. Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property.","[ Delivery driver damaged our building ] || ---------------- || We have been waiting for this since ordered in early December. It arrived in Feb. Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property. No resolution with Lowes on this part.","[ Delivery driver damaged our building ] || ---------------- || We have been waiting for this since ordered in early December.  It arrived in Feb.  Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property.  No resolution with Lowes on this part.",,,4.0
24-04-11,60956678,dw,top_control,LG,LDTS5552D,LDTS5552D,,us,retail,lowes,,Negative,,Service,No resolution with Lowes on this part.,"[ Delivery driver damaged our building ] || ---------------- || We have been waiting for this since ordered in early December. It arrived in Feb. Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property. No resolution with Lowes on this part.","[ Delivery driver damaged our building ] || ---------------- || We have been waiting for this since ordered in early December.  It arrived in Feb.  Works great, however driver for Lowes left this with no signature (and also delivered a refrigerator) and then proceeded to damage our property.  No resolution with Lowes on this part.",,,4.0
24-04-11,60956776,dw,builtin,LG,steam,DUB22WA,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,The installer is also friendly and nice!,[ It's the best ] || ---------------- || The installer is also friendly and nice! I received the product without any problems^^,[ 최고예요 ] || ---------------- || 설치기사님도 친절하시고 좋아요!!상품 이상 없이 잘 받았습니다^^,,,5.0
24-04-11,60956776,dw,builtin,LG,steam,DUB22WA,ASIA,kr,retail,naver_shop,,Positive,deliver,Delivery_Installation,I received the product without any problems^^,[ It's the best ] || ---------------- || The installer is also friendly and nice! I received the product without any problems^^,[ 최고예요 ] || ---------------- || 설치기사님도 친절하시고 좋아요!!상품 이상 없이 잘 받았습니다^^,,,5.0
24-04-11,60965657,dw,front_control,MIELE,G5000SCCLST,G5000SCCLST,ASIA,au,retail,binglee,,Positive,use,,Excellent product.,[ Dishwasher ] || ---------------- || Excellent product. Would not hesitate to recommend this product to anyone else.,[ Dishwasher ] || ---------------- || Excellent product. Would not hesitate to recommend this product to anyone else.,,,5.0
24-04-11,60965657,dw,front_control,MIELE,G5000SCCLST,G5000SCCLST,ASIA,au,retail,binglee,,Very Positive,use,,Would not hesitate to recommend this product to anyone else.,[ Dishwasher ] || ---------------- || Excellent product. Would not hesitate to recommend this product to anyone else.,[ Dishwasher ] || ---------------- || Excellent product. Would not hesitate to recommend this product to anyone else.,,,5.0
24-04-11,60966592,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,use,,Very good.,[ Very good. I am using it well. ] || ---------------- || Very good. I'm using it well,[ 아주 좋아요 잘 사용하고 있습니다 ] || ---------------- || 아주 좋아요잘 사용하고 있습니다,,,5.0
24-04-11,60966592,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,use,,I'm using it well,[ Very good. I am using it well. ] || ---------------- || Very good. I'm using it well,[ 아주 좋아요 잘 사용하고 있습니다 ] || ---------------- || 아주 좋아요잘 사용하고 있습니다,,,5.0
24-04-11,60966601,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,use,Design,I really like the color and it cleans well!,"[ I really like the color and it cleans well! ] || ---------------- || I really like the color and it cleans well! Installation was quick and you arrived exactly on the date you wanted! After much deliberation, I ordered the DUBJ4EL model that dries with hot air. In the end, it was an excellent choice. I highly recommend the hot air drying function! It's also nice that it can be used late in the evening thanks to the nighttime quiet mode. Best value for money! I recommend it to everyone! Home appliances are also LG",[ 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!! ] || ---------------- || 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!!설치도 빠르고 원하는 날짜에 정확히 방문해주셨습니다!!고민고민하다 열풍건조가 되는 DUBJ4EL 모델로 주문했는데결과적으로 탁월한 선택이었습니다~~열풍건조 기능 강추에요!!야간조용 모드로 늦은 저녁 시간에 사용가능하다는 점도 좋습니다. 가성비 최고!! 누구에게나 추천드립니다!! 가전은 역시 LG,,,5.0
24-04-11,60966601,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,I really like the color and it cleans well!,"[ I really like the color and it cleans well! ] || ---------------- || I really like the color and it cleans well! Installation was quick and you arrived exactly on the date you wanted! After much deliberation, I ordered the DUBJ4EL model that dries with hot air. In the end, it was an excellent choice. I highly recommend the hot air drying function! It's also nice that it can be used late in the evening thanks to the nighttime quiet mode. Best value for money! I recommend it to everyone! Home appliances are also LG",[ 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!! ] || ---------------- || 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!!설치도 빠르고 원하는 날짜에 정확히 방문해주셨습니다!!고민고민하다 열풍건조가 되는 DUBJ4EL 모델로 주문했는데결과적으로 탁월한 선택이었습니다~~열풍건조 기능 강추에요!!야간조용 모드로 늦은 저녁 시간에 사용가능하다는 점도 좋습니다. 가성비 최고!! 누구에게나 추천드립니다!! 가전은 역시 LG,,,5.0
24-04-11,60966601,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,"deliver,onboard",Delivery_Installation,Installation was quick and you arrived exactly on the date you wanted!,"[ I really like the color and it cleans well! ] || ---------------- || I really like the color and it cleans well! Installation was quick and you arrived exactly on the date you wanted! After much deliberation, I ordered the DUBJ4EL model that dries with hot air. In the end, it was an excellent choice. I highly recommend the hot air drying function! It's also nice that it can be used late in the evening thanks to the nighttime quiet mode. Best value for money! I recommend it to everyone! Home appliances are also LG",[ 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!! ] || ---------------- || 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!!설치도 빠르고 원하는 날짜에 정확히 방문해주셨습니다!!고민고민하다 열풍건조가 되는 DUBJ4EL 모델로 주문했는데결과적으로 탁월한 선택이었습니다~~열풍건조 기능 강추에요!!야간조용 모드로 늦은 저녁 시간에 사용가능하다는 점도 좋습니다. 가성비 최고!! 누구에게나 추천드립니다!! 가전은 역시 LG,,,5.0
24-04-11,60966601,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Neutral,decide,Performance_Drying,"After much deliberation, I ordered the DUBJ4EL model that dries with hot air.","[ I really like the color and it cleans well! ] || ---------------- || I really like the color and it cleans well! Installation was quick and you arrived exactly on the date you wanted! After much deliberation, I ordered the DUBJ4EL model that dries with hot air. In the end, it was an excellent choice. I highly recommend the hot air drying function! It's also nice that it can be used late in the evening thanks to the nighttime quiet mode. Best value for money! I recommend it to everyone! Home appliances are also LG",[ 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!! ] || ---------------- || 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!!설치도 빠르고 원하는 날짜에 정확히 방문해주셨습니다!!고민고민하다 열풍건조가 되는 DUBJ4EL 모델로 주문했는데결과적으로 탁월한 선택이었습니다~~열풍건조 기능 강추에요!!야간조용 모드로 늦은 저녁 시간에 사용가능하다는 점도 좋습니다. 가성비 최고!! 누구에게나 추천드립니다!! 가전은 역시 LG,,,5.0
24-04-11,60966601,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,,,"In the end, it was an excellent choice.","[ I really like the color and it cleans well! ] || ---------------- || I really like the color and it cleans well! Installation was quick and you arrived exactly on the date you wanted! After much deliberation, I ordered the DUBJ4EL model that dries with hot air. In the end, it was an excellent choice. I highly recommend the hot air drying function! It's also nice that it can be used late in the evening thanks to the nighttime quiet mode. Best value for money! I recommend it to everyone! Home appliances are also LG",[ 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!! ] || ---------------- || 색상도 너무 마음에 들고 세척도 깨끗하게 잘됩니다!!설치도 빠르고 원하는 날짜에 정확히 방문해주셨습니다!!고민고민하다 열풍건조가 되는 DUBJ4EL 모델로 주문했는데결과적으로 탁월한 선택이었습니다~~열풍건조 기능 강추에요!!야간조용 모드로 늦은 저녁 시간에 사용가능하다는 점도 좋습니다. 가성비 최고!! 누구에게나 추천드립니다!! 가전은 역시 LG,,,5.0
