Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-07-23,54222228,dw,front_control,LG,quadwash,DF365FPS,EU,es,retail,elcorteingles,,Neutral,use,Noise_Vibration,"You can only hear the noise of the water caused by the sprinklers, but outside the kitchen you can no longer hear it.","[ Satisfied with the purchase ] || ---------------- || (This review was received through a promotion.) I've had the dishwasher for a short time, but so far what I've liked the most is that the dishes stay dry. The one I had before left it wet and I don't like that at all. I also really like the cutlery tray. They all come clean with no leftover food, as I sometimes did when I put them in the basket. The trays slide up and down easily and the plate holders can be folded down independently, giving you a little more flexibility. Although I find them somewhat bulky and when they are completely lying down, the dishes are not very stable. It is relatively quiet. You can only hear the noise of the water caused by the sprinklers, but outside the kitchen you can no longer hear it. At the level of size it is a little deeper than usual perhaps. In my case, it protrudes a couple of centimeters from the kitchen cabinet. Configuring the application is a pain. When it works it's simple, the problem is that it doesn't work at first. Instead of searching the web, it is best to follow the instructions that come with the device, but if it does not work the first time (it will not work), start from scratch but wait more time at each step. It will eventually work. The truth is that I don't know if I will use it much, but now at first it has been more practical for me to configure the dishwasher (adjust the water hardness level for example) using the app than with the buttons on the dishwasher.","[ Satisfecho con la compra ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Tengo el lavavajillas hace poco tiempo, pero de momento lo que más me ha gustado es que la vajilla queda seca. El que tenía antes la dejaba húmeda y no me gusta nada eso.También me gusta mucho la bandeja para los cubiertos. Todos quedan limpios sin restos de comida, como me pasaba a veces cuando los colocaba en el cesto.Las bandejas se suben y bajan fácilmente y los soportes para los platos se pueden abatir de forma independiente, lo que te da algo más de flexibilidad. Aunque me resultan algo voluminosos y cuando están completamente tumbados la vajilla como que no queda muy estable.Es relativamente silencioso. Solo se escucha el ruido del agua provocado por los aspersores, pero fuera de la cocina ya no se escucha.A nivel de tamaño es un poco más profundo de lo habitual quizá. En mi caso se me sobresale un par de centímetros del mueble de la cocina.Configurar la aplicación es un rollo. Cuando funciona es sencillo, el problema es que de primeras no funciona. En lugar de buscar en la web lo mejor es seguir las instrucciones que vienen con el aparato pero caso no funcione a la primera (que no va funcionar) , empezad de cero pero esperad más tiempo en cada paso. Eventualmente funcionará. La verdad es que no sé si le daré mucho uso, pero ahora al principio me ha resultado más práctico configurar el lavavajillas (ajustar el nivel de dureza del agua por ejemplo) usando la app que con los botones del lavavajillas.",,,4.0
23-07-22,53903103,dw,top_control,PANASONIC,NP_WT3H1KT,NP_WT3H1KT,ASIA,cn,retail,jd,,Neutral,use,Design,I haven’t started using it for house decoration.,"After researching for a long time, I finally found a dishwasher that only has a drying function. I haven’t started using it for house decoration. After the master installed it, I tried it and it was fine, but the sound is a bit loud. I don’t know if it’s because there are no dishes in it or the countertop is not installed. I will try it again when I install it.",研究了很久，终于找到一个有仅烘干功能的洗碗机，房子装修还没开始用，师傅装完后试了一下没问题，但是声音有点大，不知道是因为里面没有碗碟，还是没装台面的原因，到时候装上了再试试看，,,,5.0
23-07-22,53903103,dw,top_control,PANASONIC,NP_WT3H1KT,NP_WT3H1KT,ASIA,cn,retail,jd,,Negative,"onboard,use",Delivery_Installation,"After the master installed it, I tried it and it was fine, but the sound is a bit loud.","After researching for a long time, I finally found a dishwasher that only has a drying function. I haven’t started using it for house decoration. After the master installed it, I tried it and it was fine, but the sound is a bit loud. I don’t know if it’s because there are no dishes in it or the countertop is not installed. I will try it again when I install it.",研究了很久，终于找到一个有仅烘干功能的洗碗机，房子装修还没开始用，师傅装完后试了一下没问题，但是声音有点大，不知道是因为里面没有碗碟，还是没装台面的原因，到时候装上了再试试看，,,,5.0
23-07-22,53903103,dw,top_control,PANASONIC,NP_WT3H1KT,NP_WT3H1KT,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,I don’t know if it’s because there are no dishes in it or the countertop is not installed.,"After researching for a long time, I finally found a dishwasher that only has a drying function. I haven’t started using it for house decoration. After the master installed it, I tried it and it was fine, but the sound is a bit loud. I don’t know if it’s because there are no dishes in it or the countertop is not installed. I will try it again when I install it.",研究了很久，终于找到一个有仅烘干功能的洗碗机，房子装修还没开始用，师傅装完后试了一下没问题，但是声音有点大，不知道是因为里面没有碗碟，还是没装台面的原因，到时候装上了再试试看，,,,5.0
23-07-22,53903103,dw,top_control,PANASONIC,NP_WT3H1KT,NP_WT3H1KT,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,I will try it again when I install it.,"After researching for a long time, I finally found a dishwasher that only has a drying function. I haven’t started using it for house decoration. After the master installed it, I tried it and it was fine, but the sound is a bit loud. I don’t know if it’s because there are no dishes in it or the countertop is not installed. I will try it again when I install it.",研究了很久，终于找到一个有仅烘干功能的洗碗机，房子装修还没开始用，师傅装完后试了一下没问题，但是声音有点大，不知道是因为里面没有碗碟，还是没装台面的原因，到时候装上了再试试看，,,,5.0
23-07-22,53903123,dw,front_control,SIEMENS,SJ235B00JC,SJ235B00JC,ASIA,cn,retail,jd,,Positive,deliver,Delivery_Installation,"The delivery was very fast, and it arrived the next day.","The delivery was very fast, and it arrived the next day. It was raining and the elevator was out of service. The Jingdong brother carried it upstairs on his shoulders and sent it to the installation location in the kitchen. Really awesome!",物流非常快，隔天就到，下雨电梯停运，京东小哥肩扛上楼送到厨房安装位置，真给力！,,,5.0
23-07-22,53903123,dw,front_control,SIEMENS,SJ235B00JC,SJ235B00JC,ASIA,cn,retail,jd,,Negative,,Durability,It was raining and the elevator was out of service.,"The delivery was very fast, and it arrived the next day. It was raining and the elevator was out of service. The Jingdong brother carried it upstairs on his shoulders and sent it to the installation location in the kitchen. Really awesome!",物流非常快，隔天就到，下雨电梯停运，京东小哥肩扛上楼送到厨房安装位置，真给力！,,,5.0
23-07-22,53903123,dw,front_control,SIEMENS,SJ235B00JC,SJ235B00JC,ASIA,cn,retail,jd,,Negative,,Service,It was raining and the elevator was out of service.,"The delivery was very fast, and it arrived the next day. It was raining and the elevator was out of service. The Jingdong brother carried it upstairs on his shoulders and sent it to the installation location in the kitchen. Really awesome!",物流非常快，隔天就到，下雨电梯停运，京东小哥肩扛上楼送到厨房安装位置，真给力！,,,5.0
23-07-22,53903123,dw,front_control,SIEMENS,SJ235B00JC,SJ235B00JC,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,The Jingdong brother carried it upstairs on his shoulders and sent it to the installation location in the kitchen.,"The delivery was very fast, and it arrived the next day. It was raining and the elevator was out of service. The Jingdong brother carried it upstairs on his shoulders and sent it to the installation location in the kitchen. Really awesome!",物流非常快，隔天就到，下雨电梯停运，京东小哥肩扛上楼送到厨房安装位置，真给力！,,,5.0
23-07-22,53903123,dw,front_control,SIEMENS,SJ235B00JC,SJ235B00JC,ASIA,cn,retail,jd,,Very Positive,,,Really awesome!,"The delivery was very fast, and it arrived the next day. It was raining and the elevator was out of service. The Jingdong brother carried it upstairs on his shoulders and sent it to the installation location in the kitchen. Really awesome!",物流非常快，隔天就到，下雨电梯停运，京东小哥肩扛上楼送到厨房安装位置，真给力！,,,5.0
23-07-22,53903236,dw,front_control,BOSCH,100_series,SHEM3AY5,,us,retail,bestbuy,,Positive,use,Easy_Use,"Very quiet, although figuring out how to stack the racks is a bit tricky.","[ AP ] || ---------------- || Very quiet, although figuring out how to stack the racks is a bit tricky.","[ AP ] || ---------------- || Very quiet, although figuring out how to stack the racks is a bit tricky.",,,4.0
23-07-22,53904390,dw,countertop,PANASONIC,NP_K8RAH1D,NP_K8RAH1D,ASIA,cn,retail,jd,,Neutral,decide,,"I chose the same type of dishwasher at my colleague’s house, and it happened to be an event.","I chose the same type of dishwasher at my colleague’s house, and it happened to be an event. I took a decisive photo and it arrived the next day. The installer came to install it on the third day.",选了同事家同款洗碗机 正好搞活动 果断拍下 第二天就到货 第三天安装师傅上门安装,,,5.0
23-07-22,53904390,dw,countertop,PANASONIC,NP_K8RAH1D,NP_K8RAH1D,ASIA,cn,retail,jd,,Neutral,deliver,Delivery_Installation,I took a decisive photo and it arrived the next day.,"I chose the same type of dishwasher at my colleague’s house, and it happened to be an event. I took a decisive photo and it arrived the next day. The installer came to install it on the third day.",选了同事家同款洗碗机 正好搞活动 果断拍下 第二天就到货 第三天安装师傅上门安装,,,5.0
23-07-22,53904390,dw,countertop,PANASONIC,NP_K8RAH1D,NP_K8RAH1D,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,The installer came to install it on the third day.,"I chose the same type of dishwasher at my colleague’s house, and it happened to be an event. I took a decisive photo and it arrived the next day. The installer came to install it on the third day.",选了同事家同款洗碗机 正好搞活动 果断拍下 第二天就到货 第三天安装师傅上门安装,,,5.0
23-07-22,53905231,dw,top_control,MIDEA,RX800,RX800,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,"The dishwasher has arrived, and the surface-mounted model is specially selected to start a lazy life~","The dishwasher has arrived, and the surface-mounted model is specially selected to start a lazy life~",洗碗机到了，特意选的明装款，开启懒人生活～,,,5.0
23-07-22,53905702,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Negative,,Delivery_Installation,It took a week from ordering.,"[ It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer said that he could hear a little water noise during the test operation, and he said that it was probably so if the sink was installed separately. ] || ---------------- || It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer told me that I could hear a little water noise during the test operation, but he said that if I installed the sink separately, it was probably so. The rest is before use, but overall I'm satisfied. The gift was well received.",[ 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말 ] || ---------------- || 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말씀해주시네요. 나머지 사용전이지만 대체로 만족스럽습니다. 사은품 잘받았습니다.,,,5.0
23-07-22,53905702,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Positive,"onboard,use",Design,I installed it safely and the design is neat and satisfactory.,"[ It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer said that he could hear a little water noise during the test operation, and he said that it was probably so if the sink was installed separately. ] || ---------------- || It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer told me that I could hear a little water noise during the test operation, but he said that if I installed the sink separately, it was probably so. The rest is before use, but overall I'm satisfied. The gift was well received.",[ 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말 ] || ---------------- || 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말씀해주시네요. 나머지 사용전이지만 대체로 만족스럽습니다. 사은품 잘받았습니다.,,,5.0
23-07-22,53905702,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Negative,onboard,Noise_Vibration,"The engineer told me that I could hear a little water noise during the test operation, but he said that if I installed the sink separately, it was probably so.","[ It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer said that he could hear a little water noise during the test operation, and he said that it was probably so if the sink was installed separately. ] || ---------------- || It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer told me that I could hear a little water noise during the test operation, but he said that if I installed the sink separately, it was probably so. The rest is before use, but overall I'm satisfied. The gift was well received.",[ 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말 ] || ---------------- || 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말씀해주시네요. 나머지 사용전이지만 대체로 만족스럽습니다. 사은품 잘받았습니다.,,,5.0
23-07-22,53905702,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,"The rest is before use, but overall I'm satisfied.","[ It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer said that he could hear a little water noise during the test operation, and he said that it was probably so if the sink was installed separately. ] || ---------------- || It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer told me that I could hear a little water noise during the test operation, but he said that if I installed the sink separately, it was probably so. The rest is before use, but overall I'm satisfied. The gift was well received.",[ 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말 ] || ---------------- || 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말씀해주시네요. 나머지 사용전이지만 대체로 만족스럽습니다. 사은품 잘받았습니다.,,,5.0
23-07-22,53905702,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Positive,purchase,Delivery_Installation,The gift was well received.,"[ It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer said that he could hear a little water noise during the test operation, and he said that it was probably so if the sink was installed separately. ] || ---------------- || It took a week from ordering. I installed it safely and the design is neat and satisfactory. The engineer told me that I could hear a little water noise during the test operation, but he said that if I installed the sink separately, it was probably so. The rest is before use, but overall I'm satisfied. The gift was well received.",[ 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말 ] || ---------------- || 주문하고 일주일 걸렸네요. 무사히 설치했고 디자인 깔끔하고 만족스럽네요. 기사님이 시험작동하는데 물살 소음이 조금  들리는다고 말씀드렸더니 싱크대 분리설치하면 아무래도 그렇다고 말씀해주시네요. 나머지 사용전이지만 대체로 만족스럽습니다. 사은품 잘받았습니다.,,,5.0
23-07-22,53905755,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Positive,,Easy_Use,The driver is kind.,[ The driver is kind. I think I can use it without difficulty. ] || ---------------- || The driver is kind. I think I can use it without difficulty.,[ 기사님이 친절해요 어렵지 않게 사용할 수 있을 것 같아요 ] || ---------------- || 기사님이 친절해요 어렵지 않게 사용할 수 있을 것 같아요,,,5.0
23-07-22,53905755,dw,builtin,SK_MAGIC,Touch_on_pro,DWA91C0D,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,I think I can use it without difficulty.,[ The driver is kind. I think I can use it without difficulty. ] || ---------------- || The driver is kind. I think I can use it without difficulty.,[ 기사님이 친절해요 어렵지 않게 사용할 수 있을 것 같아요 ] || ---------------- || 기사님이 친절해요 어렵지 않게 사용할 수 있을 것 같아요,,,5.0
23-07-22,53906121,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Positive,"deliver,onboard",Delivery_Installation,"Very good, things arrived a long time ago, just installed today, very convenient","Very good, things arrived a long time ago, just installed today, very convenient",挺不错的，东西很久前到的，今天才安装，都挺方便,,,5.0
23-07-22,53906121,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Positive,"deliver,onboard",Easy_Use,"Very good, things arrived a long time ago, just installed today, very convenient","Very good, things arrived a long time ago, just installed today, very convenient",挺不错的，东西很久前到的，今天才安装，都挺方便,,,5.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Very Negative,,Service,"It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ?","It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Neutral,,,"If you don't use it, how do you know if it's suitable?","It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Neutral,use,Easy_Use,How to know whether it is easy to use or not?,"It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Negative,,,Why buy it if you don't like it?,"It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Negative,use,Easy_Use,"It takes a long time to put a bowl, so it's better to wash it yourself.","It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Negative,use,Performance_Washing,"It takes a long time to put a bowl, so it's better to wash it yourself.","It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Very Negative,,,Don't give up!,"It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Negative,,Service,"I'm really speechless, I have learned from Midea's after-sales service.","It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906127,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Neutral,,,I don't know where so many good reviews come from?,"It is said that there is no reason for 7 days, since it is no reason, but there are many reasons, saying that the product cannot be returned after the electricity and water are turned on, so how come there is no reason to return the product! ? If you don't use it, how do you know if it's suitable? How to know whether it is easy to use or not? Why buy it if you don't like it? It takes a long time to put a bowl, so it's better to wash it yourself. Don't give up! I'm really speechless, I have learned from Midea's after-sales service. I don't know where so many good reviews come from?",说是7天无理由，既然是无理由却又设置很多理由，说是通电通水后不能退货，那何来的无理由退货！？不使用如何知道合适不合适？如何知道好用不好用？用的不顺心买来干嘛呢？放个碗要放半天，还不如自己洗洗来的快了。还不让退！真的是无语了，美的售后我是领教了。也不知道这么多好评是哪里来的？,,,2.0
23-07-22,53906133,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Neutral,use,Design,"It's bigger than expected, and it's just enough to put it next to the sink.","It's bigger than expected, and it's just enough to put it next to the sink. It's much more convenient without connecting the water inlet and outlet, just add water a few times. It is very clean and dry, and it is still high temperature. Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick. The standard wash will take 80 minutes, and you can do other things after starting",比想象中的大，洗碗池旁边刚好够放，不用接进水口排水口就方便很多，加几次水就行。洗得倒是很干净，而且很干燥，还是高温的。快洗29分钟，洗碗粉要少加点，要不然排出的水就很浓稠。标准洗就要80分钟了，启动后可以去干别的事了,,,5.0
23-07-22,53906133,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Positive,use,Easy_Use,"It's much more convenient without connecting the water inlet and outlet, just add water a few times.","It's bigger than expected, and it's just enough to put it next to the sink. It's much more convenient without connecting the water inlet and outlet, just add water a few times. It is very clean and dry, and it is still high temperature. Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick. The standard wash will take 80 minutes, and you can do other things after starting",比想象中的大，洗碗池旁边刚好够放，不用接进水口排水口就方便很多，加几次水就行。洗得倒是很干净，而且很干燥，还是高温的。快洗29分钟，洗碗粉要少加点，要不然排出的水就很浓稠。标准洗就要80分钟了，启动后可以去干别的事了,,,5.0
23-07-22,53906133,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Positive,use,Performance_Drying,"It is very clean and dry, and it is still high temperature.","It's bigger than expected, and it's just enough to put it next to the sink. It's much more convenient without connecting the water inlet and outlet, just add water a few times. It is very clean and dry, and it is still high temperature. Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick. The standard wash will take 80 minutes, and you can do other things after starting",比想象中的大，洗碗池旁边刚好够放，不用接进水口排水口就方便很多，加几次水就行。洗得倒是很干净，而且很干燥，还是高温的。快洗29分钟，洗碗粉要少加点，要不然排出的水就很浓稠。标准洗就要80分钟了，启动后可以去干别的事了,,,5.0
23-07-22,53906133,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Positive,use,Performance_Washing,"It is very clean and dry, and it is still high temperature.","It's bigger than expected, and it's just enough to put it next to the sink. It's much more convenient without connecting the water inlet and outlet, just add water a few times. It is very clean and dry, and it is still high temperature. Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick. The standard wash will take 80 minutes, and you can do other things after starting",比想象中的大，洗碗池旁边刚好够放，不用接进水口排水口就方便很多，加几次水就行。洗得倒是很干净，而且很干燥，还是高温的。快洗29分钟，洗碗粉要少加点，要不然排出的水就很浓稠。标准洗就要80分钟了，启动后可以去干别的事了,,,5.0
23-07-22,53906133,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Neutral,use,Easy_Use,"Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick.","It's bigger than expected, and it's just enough to put it next to the sink. It's much more convenient without connecting the water inlet and outlet, just add water a few times. It is very clean and dry, and it is still high temperature. Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick. The standard wash will take 80 minutes, and you can do other things after starting",比想象中的大，洗碗池旁边刚好够放，不用接进水口排水口就方便很多，加几次水就行。洗得倒是很干净，而且很干燥，还是高温的。快洗29分钟，洗碗粉要少加点，要不然排出的水就很浓稠。标准洗就要80分钟了，启动后可以去干别的事了,,,5.0
23-07-22,53906133,dw,countertop,MIDEA,M10,M10,ASIA,cn,retail,jd,,Neutral,use,Performance_Washing,"Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick.","It's bigger than expected, and it's just enough to put it next to the sink. It's much more convenient without connecting the water inlet and outlet, just add water a few times. It is very clean and dry, and it is still high temperature. Wash for 29 minutes quickly, and add less dishwashing powder, or the discharged water will be very thick. The standard wash will take 80 minutes, and you can do other things after starting",比想象中的大，洗碗池旁边刚好够放，不用接进水口排水口就方便很多，加几次水就行。洗得倒是很干净，而且很干燥，还是高温的。快洗29分钟，洗碗粉要少加点，要不然排出的水就很浓稠。标准洗就要80分钟了，启动后可以去干别的事了,,,5.0
