Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-08-08,54321524,dw,front_control,GE,GDF550PGRBB_GDF550PGRWW_GDF550PMRES_GDF550PSRSS,GDF550PGRBB_GDF550PGRWW_GDF550PMRES_GDF550PSRSS,,us,retail,geappliances,,Neutral,,,I wish I would have gotten this one sooner.,"[ Quiet and Efficient ] || ---------------- || Dishwasher is quiet and efficient. I wish I would have gotten this one sooner. Easy to use, limited settings. I like simple and this is simple.","[ Quiet and Efficient ] || ---------------- || Dishwasher is quiet and efficient. I wish I would have gotten this one sooner. Easy to use, limited settings. I like simple and this is simple.",,,5.0
23-08-08,54321825,dw,top_control,BOSCH,SHP878ZD5N,SHP878ZD5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Sometimes that makes too many options for loading.,"[ It Cleans and Dries! ] || ---------------- || Our prior dishwasher didn't do a great job with anything. So the bar was pretty low for this machine. It exceeded it with flying colors. It cleans just about everything really well. Pans sometimes don't clean as well as I would like. Just about everything comes out dry except water sitting on the bottom side of bowls and grooves in plastic containers. The racks are designed to be extremely flexible. Sometimes that makes too many options for loading. The third shelf for flatware is great too. So overall, very good but not perfect.","[ It Cleans and Dries! ] || ---------------- || Our prior dishwasher didn't do a great job with anything.  So the bar was pretty low for this machine.  It exceeded it with flying colors.  It cleans just about everything really well.  Pans sometimes don't clean as well as I would like.  Just about everything comes out dry except water sitting on the bottom side of bowls and grooves in plastic containers.  The racks are designed to be extremely flexible.  Sometimes that makes too many options for loading.  The third shelf for flatware is great too.  So overall, very good but not perfect.",,,5.0
23-08-08,54321825,dw,top_control,BOSCH,SHP878ZD5N,SHP878ZD5N,,us,retail,bosch_home_us,,Positive,use,Easy_Use,The third shelf for flatware is great too.,"[ It Cleans and Dries! ] || ---------------- || Our prior dishwasher didn't do a great job with anything. So the bar was pretty low for this machine. It exceeded it with flying colors. It cleans just about everything really well. Pans sometimes don't clean as well as I would like. Just about everything comes out dry except water sitting on the bottom side of bowls and grooves in plastic containers. The racks are designed to be extremely flexible. Sometimes that makes too many options for loading. The third shelf for flatware is great too. So overall, very good but not perfect.","[ It Cleans and Dries! ] || ---------------- || Our prior dishwasher didn't do a great job with anything.  So the bar was pretty low for this machine.  It exceeded it with flying colors.  It cleans just about everything really well.  Pans sometimes don't clean as well as I would like.  Just about everything comes out dry except water sitting on the bottom side of bowls and grooves in plastic containers.  The racks are designed to be extremely flexible.  Sometimes that makes too many options for loading.  The third shelf for flatware is great too.  So overall, very good but not perfect.",,,5.0
23-08-08,54321825,dw,top_control,BOSCH,SHP878ZD5N,SHP878ZD5N,,us,retail,bosch_home_us,,Negative,use,,"So overall, very good but not perfect.","[ It Cleans and Dries! ] || ---------------- || Our prior dishwasher didn't do a great job with anything. So the bar was pretty low for this machine. It exceeded it with flying colors. It cleans just about everything really well. Pans sometimes don't clean as well as I would like. Just about everything comes out dry except water sitting on the bottom side of bowls and grooves in plastic containers. The racks are designed to be extremely flexible. Sometimes that makes too many options for loading. The third shelf for flatware is great too. So overall, very good but not perfect.","[ It Cleans and Dries! ] || ---------------- || Our prior dishwasher didn't do a great job with anything.  So the bar was pretty low for this machine.  It exceeded it with flying colors.  It cleans just about everything really well.  Pans sometimes don't clean as well as I would like.  Just about everything comes out dry except water sitting on the bottom side of bowls and grooves in plastic containers.  The racks are designed to be extremely flexible.  Sometimes that makes too many options for loading.  The third shelf for flatware is great too.  So overall, very good but not perfect.",,,5.0
23-08-08,54321969,dw,top_control,SAMSUNG,DW80R9950UT,DW80R9950UT,,us,retail,lowes,,Negative,maintain,Durability,After 2 years plastic parts are falling apart in multiple places.,[ Poor quality and bad design ] || ---------------- || After 2 years plastic parts are falling apart in multiple places. Very inconvenient water and electrical connection points.,[ Poor quality and bad design ] || ---------------- || After 2 years plastic parts are falling apart in multiple places. Very inconvenient water and electrical connection points.,,,3.0
23-08-08,54321969,dw,top_control,SAMSUNG,DW80R9950UT,DW80R9950UT,,us,retail,lowes,,Negative,use,Easy_Use,Very inconvenient water and electrical connection points.,[ Poor quality and bad design ] || ---------------- || After 2 years plastic parts are falling apart in multiple places. Very inconvenient water and electrical connection points.,[ Poor quality and bad design ] || ---------------- || After 2 years plastic parts are falling apart in multiple places. Very inconvenient water and electrical connection points.,,,3.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Neutral,purchase,Durability,Purchased Bosch Dishwasher from Good Guys.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Neutral,purchase,Service,Purchased Bosch Dishwasher from Good Guys.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Very Positive,use,,Best Dishwasher we have ever owned.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,use,Noise_Vibration,"Very Quiet, easy to stack and everything comes out clean.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Washing,"Very Quiet, easy to stack and everything comes out clean.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,,Delivery_Installation,"Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,,Service,"Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,use,Easy_Use,Love the options and duration for Wash programs.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,onboard,Delivery_Installation,Easy install instructions and an ease to use.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Positive,onboard,Easy_Use,Easy install instructions and an ease to use.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322015,dw,front_control,BOSCH,6_series,SMS6HCI02A,ASIA,au,retail,bosch_home_au,,Very Positive,purchase,Price,Best Value for our Money.,"[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use. Best Value for our Money.","[ BOSCH Brilliance ] || ---------------- || Purchased Bosch Dishwasher from Good Guys. Best Dishwasher we have ever owned. Very Quiet, easy to stack and everything comes out clean. Shaun, the salesman was extremely helpful and knowledgeable which made us comfortable. Love the options and duration for Wash programs. Easy install instructions and an ease to use.Best Value for our Money.",,,5.0
23-08-08,54322037,dw,builtin,SAMSUNG,BESPOKE,DW50A4075UX,ASIA,kr,retail,naver_shop,,Positive,use,Design,"Good good good I used 8 people for circumstances, but I really like it.","[ it's the best ] || ---------------- || Good good good I used 8 people for circumstances, but I really like it.",[ 최고예요 ] || ---------------- || 굿굿굿 사정상 8인용했는데 넘 맘에드네요,,,5.0
23-08-08,54322618,dw,front_control,BOSCH,300_series,SHEM63W55N,,ci,retail,homedepot_ca,,Neutral,,,(This review was collected as part of a promotion.),[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,,,3.0
23-08-08,54322618,dw,front_control,BOSCH,300_series,SHEM63W55N,,ci,retail,homedepot_ca,,Positive,use,Noise_Vibration,The dishwasher is cleaning very well and quite silent.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,,,3.0
23-08-08,54322618,dw,front_control,BOSCH,300_series,SHEM63W55N,,ci,retail,homedepot_ca,,Positive,use,Performance_Washing,The dishwasher is cleaning very well and quite silent.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,,,3.0
23-08-08,54322618,dw,front_control,BOSCH,300_series,SHEM63W55N,,ci,retail,homedepot_ca,,Negative,"maintain,onboard",Delivery_Installation,but 2 mois after installation we have got problem with the pump.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,,,3.0
23-08-08,54322618,dw,front_control,BOSCH,300_series,SHEM63W55N,,ci,retail,homedepot_ca,,Negative,"maintain,onboard",Durability,but 2 mois after installation we have got problem with the pump.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,,,3.0
23-08-08,54322618,dw,front_control,BOSCH,300_series,SHEM63W55N,,ci,retail,homedepot_ca,,Negative,use,Durability,It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,[ Problem with pump ] || ---------------- || (This review was collected as part of a promotion.) The dishwasher is cleaning very well and quite silent. but 2 mois after installation we have got problem with the pump. It wasn't able anymore to drain water.,,,3.0
23-08-08,54322624,dw,top_control,GE,PDP755SYRFS,PDP755SYRFS,,us,retail,geappliances,,Positive,use,Easy_Use,"Ultra-quiet, superior cleaning, and easy to load.","[ Ultra-Quiet & Superior Cleaning! ] || ---------------- || Ultra-quiet, superior cleaning, and easy to load. We are pleased with this dishwasher and highly recommend it.","[ Ultra-Quiet & Superior Cleaning! ] || ---------------- || Ultra-quiet, superior cleaning, and easy to load.  We are pleased with this dishwasher and highly recommend it.",,,5.0
23-08-08,54322624,dw,top_control,GE,PDP755SYRFS,PDP755SYRFS,,us,retail,geappliances,,Positive,use,Noise_Vibration,"Ultra-quiet, superior cleaning, and easy to load.","[ Ultra-Quiet & Superior Cleaning! ] || ---------------- || Ultra-quiet, superior cleaning, and easy to load. We are pleased with this dishwasher and highly recommend it.","[ Ultra-Quiet & Superior Cleaning! ] || ---------------- || Ultra-quiet, superior cleaning, and easy to load.  We are pleased with this dishwasher and highly recommend it.",,,5.0
23-08-08,54322624,dw,top_control,GE,PDP755SYRFS,PDP755SYRFS,,us,retail,geappliances,,Positive,use,Performance_Washing,"Ultra-quiet, superior cleaning, and easy to load.","[ Ultra-Quiet & Superior Cleaning! ] || ---------------- || Ultra-quiet, superior cleaning, and easy to load. We are pleased with this dishwasher and highly recommend it.","[ Ultra-Quiet & Superior Cleaning! ] || ---------------- || Ultra-quiet, superior cleaning, and easy to load.  We are pleased with this dishwasher and highly recommend it.",,,5.0
