Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-03-31,49963560,dw,front_control,BOSCH,4_series,SMS4HVB01A,ASIA,au,retail,binglee,,Very Positive,use,Noise_Vibration,amazing great dishwasher so quiet amazing quality,[ bosch series 4 ] || ---------------- || amazing great dishwasher so quiet amazing quality,[ bosch series 4 ] || ---------------- || amazing great dishwasher so quiet amazing quality,,,5.0
23-03-31,49963631,dw,front_control,KITCHENAID,KDFE104KBL,KDFE104KBL,,ci,retail,lowes_ca,,Negative,,Design,Sometimes I think that designers change things for change sake and don't think about the actual use of the product they are redesigning.,[ Good but not great ] || ---------------- || I recently purchased this dishwasher to replace a KitchenAid one that I have owned for more than 15 years that stopped working. I wanted to get a similar model knowing that there would be changes. I didn't mind the change in the controls but I am unhappy with the changes to the inside racks and utensil holder. The inside top rack doesn't hold glasses and cups on enough of a slant to prevent water from staying on the cup or glass with the slightest recess. Also there is no longer a drop down on the top rack to put additional cups. Instead there is a drop down for four wine glasses to hold the stems. I guess for people who drink wine every day. The utensil holder is heavier than my old one which hopefully will not crack BUT the holes for the utensils vary in size and I now have to look to see which slot I am putting silverware in. Also there isn't a large open area to put larger items like a pizza cutter for example. Sometimes I think that designers change things for change sake and don't think about the actual use of the product they are redesigning.,[ Good but not great ] || ---------------- || [This review was collected as part of a promotion.] I recently purchased this dishwasher to replace a KitchenAid one that I have owned for more than 15 years that stopped working.  I wanted to get a similar model knowing that there would be changes.  I didn't mind the change in the controls but I am unhappy with the changes to the inside racks and utensil holder.  The inside top rack doesn't hold glasses and cups on enough of a slant to prevent water from staying on the cup or glass with the slightest recess.  Also there is no longer a drop down on the top rack to put additional cups.  Instead there is a drop down for four wine glasses to hold the stems.  I guess for people who drink wine every day. The utensil holder is heavier than my old one which hopefully will not crack BUT the holes for the utensils vary in size and I now have to look to see which slot I am putting silverware in. Also there isn't a large open area to put larger items like a pizza cutter for example.  Sometimes I think that designers change things for change sake and don't think about the actual use of the product they are redesigning.,,,4.0
23-03-31,49965167,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,ci,retail,lowes_ca,,Negative,use,Noise_Vibration,Our old dishwasher and our heater made lots of noise.,[ Love how quiet it runs ] || ---------------- || Our old dishwasher and our heater made lots of noise. Now we just need a new heater!,[ Love how quiet it runs ] || ---------------- || [This review was collected as part of a promotion.] Our old dishwasher and our heater made lots of noise. Now we just need a new heater!,,,4.0
23-03-31,49965167,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,ci,retail,lowes_ca,,Neutral,,,Now we just need a new heater!,[ Love how quiet it runs ] || ---------------- || Our old dishwasher and our heater made lots of noise. Now we just need a new heater!,[ Love how quiet it runs ] || ---------------- || [This review was collected as part of a promotion.] Our old dishwasher and our heater made lots of noise. Now we just need a new heater!,,,4.0
23-03-31,49965146,dw,front_control,AEG,FFB53910ZM,FFB53910ZM,EU,es,retail,elcorteingles,,Positive,use,Performance_Drying,"It leaves the dishes as new, I like that the door opens at the end of the wash cycle and I find the dishes dry when I go to pick them up","[ Effectiveness ] || ---------------- || It leaves the dishes as new, I like that the door opens at the end of the wash cycle and I find the dishes dry when I go to pick them up","[ Eficacia ] || ---------------- || Deja la vajilla como nueva , me gusta que se abra la puerta al finalizar el ciclo de lavado y encontrarme la vajilla seca cuando voy a recogerlo",,,4.0
23-03-31,49965169,dw,front_control,AEG,7000_series,FFB53900ZM,EU,es,retail,mediamarkt_es,,Positive,"purchase,use",,We have purchased this dishwasher a few weeks ago and so far we are happy with the purchase.,[ cleans wonderfully ] || ---------------- || We have purchased this dishwasher a few weeks ago and so far we are happy with the purchase. It is very quiet and the dishes are very clean. The third tray for cutlery is very useful and the option to automatically open the door at the end of drying leaves dishes and glasses without water stains. It is very easy to use.,[ Limpia de maravilla ] || ---------------- || Hemos adquirido este lavavajillas hace algunas semanas y por el momento estamos contentos con la compra. Es muy silencioso y la vajilla queda muy limpia. La tercera bandeja para las cubiertos es muy útil y la opción de apertura automática de la puerta al finalizar el secado deja los platos y vasos sin manchas de agua. Es muy fácil de utilizar.,,,4.0
23-03-31,49965169,dw,front_control,AEG,7000_series,FFB53900ZM,EU,es,retail,mediamarkt_es,,Positive,use,Noise_Vibration,It is very quiet and the dishes are very clean.,[ cleans wonderfully ] || ---------------- || We have purchased this dishwasher a few weeks ago and so far we are happy with the purchase. It is very quiet and the dishes are very clean. The third tray for cutlery is very useful and the option to automatically open the door at the end of drying leaves dishes and glasses without water stains. It is very easy to use.,[ Limpia de maravilla ] || ---------------- || Hemos adquirido este lavavajillas hace algunas semanas y por el momento estamos contentos con la compra. Es muy silencioso y la vajilla queda muy limpia. La tercera bandeja para las cubiertos es muy útil y la opción de apertura automática de la puerta al finalizar el secado deja los platos y vasos sin manchas de agua. Es muy fácil de utilizar.,,,4.0
23-03-31,49965169,dw,front_control,AEG,7000_series,FFB53900ZM,EU,es,retail,mediamarkt_es,,Positive,use,Performance_Washing,It is very quiet and the dishes are very clean.,[ cleans wonderfully ] || ---------------- || We have purchased this dishwasher a few weeks ago and so far we are happy with the purchase. It is very quiet and the dishes are very clean. The third tray for cutlery is very useful and the option to automatically open the door at the end of drying leaves dishes and glasses without water stains. It is very easy to use.,[ Limpia de maravilla ] || ---------------- || Hemos adquirido este lavavajillas hace algunas semanas y por el momento estamos contentos con la compra. Es muy silencioso y la vajilla queda muy limpia. La tercera bandeja para las cubiertos es muy útil y la opción de apertura automática de la puerta al finalizar el secado deja los platos y vasos sin manchas de agua. Es muy fácil de utilizar.,,,4.0
23-03-31,49965169,dw,front_control,AEG,7000_series,FFB53900ZM,EU,es,retail,mediamarkt_es,,Positive,use,Easy_Use,The third tray for cutlery is very useful and the option to automatically open the door at the end of drying leaves dishes and glasses without water stains.,[ cleans wonderfully ] || ---------------- || We have purchased this dishwasher a few weeks ago and so far we are happy with the purchase. It is very quiet and the dishes are very clean. The third tray for cutlery is very useful and the option to automatically open the door at the end of drying leaves dishes and glasses without water stains. It is very easy to use.,[ Limpia de maravilla ] || ---------------- || Hemos adquirido este lavavajillas hace algunas semanas y por el momento estamos contentos con la compra. Es muy silencioso y la vajilla queda muy limpia. La tercera bandeja para las cubiertos es muy útil y la opción de apertura automática de la puerta al finalizar el secado deja los platos y vasos sin manchas de agua. Es muy fácil de utilizar.,,,4.0
23-03-31,49965169,dw,front_control,AEG,7000_series,FFB53900ZM,EU,es,retail,mediamarkt_es,,Positive,use,Easy_Use,It is very easy to use.,[ cleans wonderfully ] || ---------------- || We have purchased this dishwasher a few weeks ago and so far we are happy with the purchase. It is very quiet and the dishes are very clean. The third tray for cutlery is very useful and the option to automatically open the door at the end of drying leaves dishes and glasses without water stains. It is very easy to use.,[ Limpia de maravilla ] || ---------------- || Hemos adquirido este lavavajillas hace algunas semanas y por el momento estamos contentos con la compra. Es muy silencioso y la vajilla queda muy limpia. La tercera bandeja para las cubiertos es muy útil y la opción de apertura automática de la puerta al finalizar el secado deja los platos y vasos sin manchas de agua. Es muy fácil de utilizar.,,,4.0
23-03-31,49966357,dw,top_control,WHIRLPOOL,WDP540HAMB,WDP540HAMB,,us,retail,homedepot,,Negative,use,Performance_Drying,Dishes are sometimes wet after the drying cycle completes; Perhaps due to water/energy saving goals,[ Dishes are sometimes wet after the drying cycle completes; Perhaps.  ] || ---------------- || Dishes are sometimes wet after the drying cycle completes; Perhaps due to water/energy saving goals,[ Dishes are sometimes wet after the drying cycle completes; Perhaps... ] || ---------------- || Dishes are sometimes wet after the drying cycle completes; Perhaps due to water/energy saving goals,,,4.0
23-03-31,49966357,dw,top_control,WHIRLPOOL,WDP540HAMB,WDP540HAMB,,us,retail,homedepot,,Negative,use,Product_Satisfaction,Dishes are sometimes wet after the drying cycle completes; Perhaps due to water/energy saving goals,[ Dishes are sometimes wet after the drying cycle completes; Perhaps.  ] || ---------------- || Dishes are sometimes wet after the drying cycle completes; Perhaps due to water/energy saving goals,[ Dishes are sometimes wet after the drying cycle completes; Perhaps... ] || ---------------- || Dishes are sometimes wet after the drying cycle completes; Perhaps due to water/energy saving goals,,,4.0
23-03-31,49978827,dw,front_control,WHIRLPOOL,WDF331PAHS,WDF331PAHS,,us,retail,appliancesconnection,,Neutral,,,This dishwasher came with my new house.,"[ Great Appliance ] || ---------------- || This dishwasher came with my new house. Although it is a basic model, it does its job. No bells and whistles.","[ Great Appliance ] || ---------------- || [This review was collected as part of a promotion.] This dishwasher came with my new house.  Although it is a basic model, it does its job.  No bells and whistles.",,,5.0
23-03-31,49978827,dw,front_control,WHIRLPOOL,WDF331PAHS,WDF331PAHS,,us,retail,appliancesconnection,,Positive,use,Easy_Use,"Although it is a basic model, it does its job.","[ Great Appliance ] || ---------------- || This dishwasher came with my new house. Although it is a basic model, it does its job. No bells and whistles.","[ Great Appliance ] || ---------------- || [This review was collected as part of a promotion.] This dishwasher came with my new house.  Although it is a basic model, it does its job.  No bells and whistles.",,,5.0
23-03-31,49978827,dw,front_control,WHIRLPOOL,WDF331PAHS,WDF331PAHS,,us,retail,appliancesconnection,,Neutral,use,,No bells and whistles.,"[ Great Appliance ] || ---------------- || This dishwasher came with my new house. Although it is a basic model, it does its job. No bells and whistles.","[ Great Appliance ] || ---------------- || [This review was collected as part of a promotion.] This dishwasher came with my new house.  Although it is a basic model, it does its job.  No bells and whistles.",,,5.0
23-03-31,49986236,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Neutral,,,(This review has been received through a promotion.),"[ Good ] || ---------------- || (This review has been received through a promotion.) The truth is that it has a very nice design, and very practical. I hope it is of very good quality and will last me many years.","[ Buena ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) La verdad es que tiene un diseño muy bonito, y muy práctico. Espero que sea de muy buena calidad y me dure muchos años .",,,5.0
23-03-31,49986236,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Positive,use,Design,"The truth is that it has a very nice design, and very practical.","[ Good ] || ---------------- || (This review has been received through a promotion.) The truth is that it has a very nice design, and very practical. I hope it is of very good quality and will last me many years.","[ Buena ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) La verdad es que tiene un diseño muy bonito, y muy práctico. Espero que sea de muy buena calidad y me dure muchos años .",,,5.0
23-03-31,49986236,dw,front_control,BOSCH,4_series,SMS4HVI31E,EU,es,retail,elcorteingles,,Neutral,use,Durability,I hope it is of very good quality and will last me many years.,"[ Good ] || ---------------- || (This review has been received through a promotion.) The truth is that it has a very nice design, and very practical. I hope it is of very good quality and will last me many years.","[ Buena ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) La verdad es que tiene un diseño muy bonito, y muy práctico. Espero que sea de muy buena calidad y me dure muchos años .",,,5.0
