Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-06-12,72400596,dw,builtin,SAMSUNG,BESPOKE,DW80F75L1U01,ASIA,kr,retail,naver_shop,,Positive,use,Design,It has better storage and the design is really pretty.,"[ I chose it because I thought it would go well with the sink in the house I moved into. I used to use an L* dishwasher, but I changed it, and it has better storage and the design is really pretty. It is also quiet when it operates~ If there is a 15cm mop holder, it is really ] || ---------------- || I chose this because I thought it would go well with the sink in the house I moved into. I used to use an L* dishwasher, but I changed it. It has better storage and the design is really pretty. It’s also quiet when it’s working. It would be perfect if there was a 15cm mop holder.",[ 이사온 집싱크대랑 잘어울릴것 같아서 선택했습니다. 엘*식세기 쓰다가 바꿨는데 수납이 더잘되고 디자인이 넘사로 예쁩니다. 작동할때 소리도 조용조용해요~ 걸레받이 15cm가 있으면 진 ] || ---------------- || 이사온 집싱크대랑 잘어울릴것 같아서 선택했습니다. 엘*식세기 쓰다가 바꿨는데 수납이 더잘되고 디자인이 넘사로 예쁩니다. 작동할때 소리도 조용조용해요~ 걸레받이 15cm가 있으면 진짜 완벽할듯 합니다.,Not verified,,5.0
25-06-12,72401312,dw,builtin,SAMSUNG,BESPOKE,DW80F73X1UEW,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,The installation was done neatly.,[ I bought it at a good price. The installation was done neatly. I washed it and it worked very well. ] || ---------------- || I bought it at a good price. The installation was done neatly. I washed it and it worked very well.,[ 저렴하게 잘 구매 했습니다. 설치도 깔끔하게 잘 해주셨습니다. 세척 돌려봤는데 너무 잘 됩니다. ] || ---------------- || 저렴하게 잘 구매 했습니다. 설치도 깔끔하게 잘 해주셨습니다. 세척 돌려봤는데 너무 잘 됩니다.,Not verified,,5.0
25-06-12,72401312,dw,builtin,SAMSUNG,BESPOKE,DW80F73X1UEW,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,I washed it and it worked very well.,[ I bought it at a good price. The installation was done neatly. I washed it and it worked very well. ] || ---------------- || I bought it at a good price. The installation was done neatly. I washed it and it worked very well.,[ 저렴하게 잘 구매 했습니다. 설치도 깔끔하게 잘 해주셨습니다. 세척 돌려봤는데 너무 잘 됩니다. ] || ---------------- || 저렴하게 잘 구매 했습니다. 설치도 깔끔하게 잘 해주셨습니다. 세척 돌려봤는데 너무 잘 됩니다.,Not verified,,5.0
25-06-12,72402306,dw,top_control,LG,LDPN454HT,LDPN454HT,,ci,retail,thebrick,,Positive,use,,Great dishwasher.,[ Great product so far ] || ---------------- || Great dishwasher. Quiet and multiple options,[ Great product so far ] || ---------------- || Great dishwasher.  Quiet and multiple options,Not verified,,5.0
25-06-12,72402306,dw,top_control,LG,LDPN454HT,LDPN454HT,,ci,retail,thebrick,,Positive,use,Noise_Vibration,Quiet and multiple options,[ Great product so far ] || ---------------- || Great dishwasher. Quiet and multiple options,[ Great product so far ] || ---------------- || Great dishwasher.  Quiet and multiple options,Not verified,,5.0
25-06-12,72402303,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,Performance_Washing,"We are a dual-income family of four, and we cook breakfast and dinner all at once in the evening and clean up the dishes in the morning.","[ We are a dual-income family of four, and if we cook breakfast and dinner all at once and clean up the dishes in the morning, it's just right. It's not too little or too much. ] || ---------------- || We are a dual-income family of four, and we cook breakfast and dinner all at once in the evening and clean up the dishes in the morning. It's just right. It's not too little or too much.",[ 맞벌이 네가족인데 아침 저녁 먹은거 저녁에 한번에 돌리고 아침에 그릇 정리하면 딱 맞네요.부족하지도 과하지도 않아요. ] || ---------------- || 맞벌이 네가족인데 아침 저녁 먹은거 저녁에 한번에 돌리고 아침에 그릇 정리하면 딱 맞네요.부족하지도 과하지도 않아요.,Not verified,,5.0
25-06-12,72402303,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,It's just right.,"[ We are a dual-income family of four, and if we cook breakfast and dinner all at once and clean up the dishes in the morning, it's just right. It's not too little or too much. ] || ---------------- || We are a dual-income family of four, and we cook breakfast and dinner all at once in the evening and clean up the dishes in the morning. It's just right. It's not too little or too much.",[ 맞벌이 네가족인데 아침 저녁 먹은거 저녁에 한번에 돌리고 아침에 그릇 정리하면 딱 맞네요.부족하지도 과하지도 않아요. ] || ---------------- || 맞벌이 네가족인데 아침 저녁 먹은거 저녁에 한번에 돌리고 아침에 그릇 정리하면 딱 맞네요.부족하지도 과하지도 않아요.,Not verified,,5.0
25-06-12,72402303,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,It's not too little or too much.,"[ We are a dual-income family of four, and if we cook breakfast and dinner all at once and clean up the dishes in the morning, it's just right. It's not too little or too much. ] || ---------------- || We are a dual-income family of four, and we cook breakfast and dinner all at once in the evening and clean up the dishes in the morning. It's just right. It's not too little or too much.",[ 맞벌이 네가족인데 아침 저녁 먹은거 저녁에 한번에 돌리고 아침에 그릇 정리하면 딱 맞네요.부족하지도 과하지도 않아요. ] || ---------------- || 맞벌이 네가족인데 아침 저녁 먹은거 저녁에 한번에 돌리고 아침에 그릇 정리하면 딱 맞네요.부족하지도 과하지도 않아요.,Not verified,,5.0
25-06-12,72402302,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,Why did I buy a dishwasher now?,"[ Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot. ] || ---------------- || Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot.",[ 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요 ] || ---------------- || 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요,Not verified,,5.0
25-06-12,72402302,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Design,It is big and has a lot of space!,"[ Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot. ] || ---------------- || Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot.",[ 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요 ] || ---------------- || 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요,Not verified,,5.0
25-06-12,72402302,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,,"Thanks to it, my quality of life has changed!","[ Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot. ] || ---------------- || Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot.",[ 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요 ] || ---------------- || 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요,Not verified,,5.0
25-06-12,72402302,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,Please sell a lot.,"[ Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot. ] || ---------------- || Why did I buy a dishwasher now? It is big and has a lot of space! Thanks to it, my quality of life has changed! Please sell a lot.",[ 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요 ] || ---------------- || 식세기를 왜 이제야 샀을까요... 커서 공간도 아주 넉낙합니다!! 덕분에 삶의 질이 달라졌습니다!!!!! 많이파세요,Not verified,,5.0
25-06-12,72402451,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Positive,"purchase,use",,I bought it for my parents and they love it so much~,[ I bought it for my parents and they love it so much~ ] || ---------------- || I bought it for my parents and they love it so much~,[ 부모님 사드렸는데 너무 좋아하시네요~ㅋ ] || ---------------- || 부모님 사드렸는데 너무 좋아하시네요~ㅋ,Not verified,,5.0
25-06-12,72402452,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Positive,"purchase,use",,I bought it for my mom and she loves it~!,[ I bought it for my mom and she loves it~! ] || ---------------- || I bought it for my mom and she loves it~!,[ 엄마 사드렸는데 좋아하시네요~! ] || ---------------- || 엄마 사드렸는데 좋아하시네요~!,Not verified,,5.0
25-06-12,72404680,dw,top_control,GE,GDT550P,GDT550P,,us,retail,homedepot,,Neutral,purchase,Delivery_Installation,Bought online because it was not available at the store.,"[ Returned item sold as new! Even included previous dirty wash water ] || ---------------- || Bought online because it was not available at the store. I have never had such a headache from an appliance purchase. Noticed the box was retaped at the top but no outward damage to the box. Cut the box at bottom to open and hinge parts and spring were laying in the bottom. All packing was in place and no dents or visual blemishes at first. removed bottom wooden base and while on its back water came out of the drain hose. Thought it had been factory tested. Wrong! At first couldn't open door because top plastic was shoved over frame of tub. When finally opened, there was water inside the washer. All packing appeared fine and literature bags and soap samples were intact. The protective film was still on inside of door. The upper rack conduit docking port was broken off and upper rack sprayer was misaligned. The water inlet solenoid was loose from the valve. The motor was loose from is mount under the tub. The control panel was pulled away from the front door panel but repairable. Conduit docking port was not secured by the factory with 2 screws. One side was never marred by the screw head. After removing the filter in the bottom of the tub did I realize this machine had been installed and removed from somewhere else. Reason being the water was dirty with soap mixed in it. All the other damage would no doubt have been from being dropped.I have no answers for this and what shenanigans was pulled here but Home Depot is responsible for the integrity of their products. An absolute failure on their part. Surprisingly it appears to run ok after repairs were made at my expense of time involved.","[ Returned item sold as new! Even included previous dirty wash water ] || ---------------- || Bought online because it was not available at the store. I have never had such a headache from an appliance purchase. Noticed the box was retaped at the top but no outward damage to the box. Cut the box at bottom to open and hinge parts and spring were laying in the bottom. All packing was in place and no dents or visual blemishes at first.. removed bottom wooden base and while on its back water came out of the drain hose. Thought it had been factory tested. Wrong! At first couldn’t open door because top plastic was shoved over frame of tub. When finally opened, there was water inside the washer. All packing appeared fine and literature bags and soap samples were intact. The protective film was still on inside of door. The upper rack conduit docking port was broken off and upper rack sprayer was misaligned. The water inlet solenoid was loose from the valve. The motor was loose from is mount under the tub. The control panel was pulled away from the front door panel but repairable. Conduit docking port was not secured by the factory with 2 screws. One side was never marred by the screw head. After removing the filter in the bottom of the tub did I realize this machine had been installed and removed from somewhere else. Reason being the water was dirty with soap mixed in it. All the other damage would no doubt have been from being dropped.I have no answers for this and what shenanigans was pulled here but Home Depot is responsible for the integrity of their products. An absolute failure on their part. Surprisingly it appears to run ok after repairs were made at my expense of time involved.",Not verified,,2.0
25-06-12,72404680,dw,top_control,GE,GDT550P,GDT550P,,us,retail,homedepot,,Very Negative,,,I have never had such a headache from an appliance purchase.,"[ Returned item sold as new! Even included previous dirty wash water ] || ---------------- || Bought online because it was not available at the store. I have never had such a headache from an appliance purchase. Noticed the box was retaped at the top but no outward damage to the box. Cut the box at bottom to open and hinge parts and spring were laying in the bottom. All packing was in place and no dents or visual blemishes at first. removed bottom wooden base and while on its back water came out of the drain hose. Thought it had been factory tested. Wrong! At first couldn't open door because top plastic was shoved over frame of tub. When finally opened, there was water inside the washer. All packing appeared fine and literature bags and soap samples were intact. The protective film was still on inside of door. The upper rack conduit docking port was broken off and upper rack sprayer was misaligned. The water inlet solenoid was loose from the valve. The motor was loose from is mount under the tub. The control panel was pulled away from the front door panel but repairable. Conduit docking port was not secured by the factory with 2 screws. One side was never marred by the screw head. After removing the filter in the bottom of the tub did I realize this machine had been installed and removed from somewhere else. Reason being the water was dirty with soap mixed in it. All the other damage would no doubt have been from being dropped.I have no answers for this and what shenanigans was pulled here but Home Depot is responsible for the integrity of their products. An absolute failure on their part. Surprisingly it appears to run ok after repairs were made at my expense of time involved.","[ Returned item sold as new! Even included previous dirty wash water ] || ---------------- || Bought online because it was not available at the store. I have never had such a headache from an appliance purchase. Noticed the box was retaped at the top but no outward damage to the box. Cut the box at bottom to open and hinge parts and spring were laying in the bottom. All packing was in place and no dents or visual blemishes at first.. removed bottom wooden base and while on its back water came out of the drain hose. Thought it had been factory tested. Wrong! At first couldn’t open door because top plastic was shoved over frame of tub. When finally opened, there was water inside the washer. All packing appeared fine and literature bags and soap samples were intact. The protective film was still on inside of door. The upper rack conduit docking port was broken off and upper rack sprayer was misaligned. The water inlet solenoid was loose from the valve. The motor was loose from is mount under the tub. The control panel was pulled away from the front door panel but repairable. Conduit docking port was not secured by the factory with 2 screws. One side was never marred by the screw head. After removing the filter in the bottom of the tub did I realize this machine had been installed and removed from somewhere else. Reason being the water was dirty with soap mixed in it. All the other damage would no doubt have been from being dropped.I have no answers for this and what shenanigans was pulled here but Home Depot is responsible for the integrity of their products. An absolute failure on their part. Surprisingly it appears to run ok after repairs were made at my expense of time involved.",Not verified,,2.0
25-06-12,72404680,dw,top_control,GE,GDT550P,GDT550P,,us,retail,homedepot,,Positive,,Delivery_Installation,Noticed the box was retaped at the top but no outward damage to the box.,"[ Returned item sold as new! Even included previous dirty wash water ] || ---------------- || Bought online because it was not available at the store. I have never had such a headache from an appliance purchase. Noticed the box was retaped at the top but no outward damage to the box. Cut the box at bottom to open and hinge parts and spring were laying in the bottom. All packing was in place and no dents or visual blemishes at first. removed bottom wooden base and while on its back water came out of the drain hose. Thought it had been factory tested. Wrong! At first couldn't open door because top plastic was shoved over frame of tub. When finally opened, there was water inside the washer. All packing appeared fine and literature bags and soap samples were intact. The protective film was still on inside of door. The upper rack conduit docking port was broken off and upper rack sprayer was misaligned. The water inlet solenoid was loose from the valve. The motor was loose from is mount under the tub. The control panel was pulled away from the front door panel but repairable. Conduit docking port was not secured by the factory with 2 screws. One side was never marred by the screw head. After removing the filter in the bottom of the tub did I realize this machine had been installed and removed from somewhere else. Reason being the water was dirty with soap mixed in it. All the other damage would no doubt have been from being dropped.I have no answers for this and what shenanigans was pulled here but Home Depot is responsible for the integrity of their products. An absolute failure on their part. Surprisingly it appears to run ok after repairs were made at my expense of time involved.","[ Returned item sold as new! Even included previous dirty wash water ] || ---------------- || Bought online because it was not available at the store. I have never had such a headache from an appliance purchase. Noticed the box was retaped at the top but no outward damage to the box. Cut the box at bottom to open and hinge parts and spring were laying in the bottom. All packing was in place and no dents or visual blemishes at first.. removed bottom wooden base and while on its back water came out of the drain hose. Thought it had been factory tested. Wrong! At first couldn’t open door because top plastic was shoved over frame of tub. When finally opened, there was water inside the washer. All packing appeared fine and literature bags and soap samples were intact. The protective film was still on inside of door. The upper rack conduit docking port was broken off and upper rack sprayer was misaligned. The water inlet solenoid was loose from the valve. The motor was loose from is mount under the tub. The control panel was pulled away from the front door panel but repairable. Conduit docking port was not secured by the factory with 2 screws. One side was never marred by the screw head. After removing the filter in the bottom of the tub did I realize this machine had been installed and removed from somewhere else. Reason being the water was dirty with soap mixed in it. All the other damage would no doubt have been from being dropped.I have no answers for this and what shenanigans was pulled here but Home Depot is responsible for the integrity of their products. An absolute failure on their part. Surprisingly it appears to run ok after repairs were made at my expense of time involved.",Not verified,,2.0
