Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-11-14,76306546,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,"I did a small test run, and it's quiet and squeaky clean!","[ It's the best ] || ---------------- || This is my first dishwasher, and it's so pretty! ^^ I had to pay extra to make room for it, but I'm satisfied because it's where I wanted it. I did a small test run, and it's quiet and squeaky clean! It's truly a kitchen essential! ^-^. #LGDishwasher. #DUE5BGL1E. #KitchenEssentials",[ 최고예요 ] || ---------------- || 식세기 처음 들였는데 일단 넘 이뻐요^^자리 만드느라 추가 비용 들었지만 원하는 자리라 만족 하고 테스트 하느라 소량 돌려봤는데 소음도 별로 없고 뽀득뽀득 하네용!!! 정말 주방필수템 이네요^-^#LG식기세척기#DUE5BGL1E#주방필수템,Not verified,,5.0
25-11-14,76306548,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,use,,I put a lot of thought into purchasing this dishwasher.,"[ It's the best ] || ---------------- || I put a lot of thought into purchasing this dishwasher. I chose a model that sticks to the basics rather than the latest, most advanced features. I was looking for value. Ultimately, I'm very satisfied. #LGDishwasher #KitchenEssentials #DUE5BGL1E.AKOR",[ 최고예요 ] || ---------------- || 엄청 고민  많이하고 산 식기세척기였어요.과한 최신 기능보다는 기본에 충실한 모델로가성비를 추구했어요결론은 대만족입니다# LG 식기세척기 #주방필수템 #DUE5BGL1E.AKOR,Not verified,,5.0
25-11-14,76306548,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,decide,Design,"I chose a model that sticks to the basics rather than the latest, most advanced features.","[ It's the best ] || ---------------- || I put a lot of thought into purchasing this dishwasher. I chose a model that sticks to the basics rather than the latest, most advanced features. I was looking for value. Ultimately, I'm very satisfied. #LGDishwasher #KitchenEssentials #DUE5BGL1E.AKOR",[ 최고예요 ] || ---------------- || 엄청 고민  많이하고 산 식기세척기였어요.과한 최신 기능보다는 기본에 충실한 모델로가성비를 추구했어요결론은 대만족입니다# LG 식기세척기 #주방필수템 #DUE5BGL1E.AKOR,Not verified,,5.0
25-11-14,76306548,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,I was looking for value.,"[ It's the best ] || ---------------- || I put a lot of thought into purchasing this dishwasher. I chose a model that sticks to the basics rather than the latest, most advanced features. I was looking for value. Ultimately, I'm very satisfied. #LGDishwasher #KitchenEssentials #DUE5BGL1E.AKOR",[ 최고예요 ] || ---------------- || 엄청 고민  많이하고 산 식기세척기였어요.과한 최신 기능보다는 기본에 충실한 모델로가성비를 추구했어요결론은 대만족입니다# LG 식기세척기 #주방필수템 #DUE5BGL1E.AKOR,Not verified,,5.0
25-11-14,76306548,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,,,"Ultimately, I'm very satisfied. #","[ It's the best ] || ---------------- || I put a lot of thought into purchasing this dishwasher. I chose a model that sticks to the basics rather than the latest, most advanced features. I was looking for value. Ultimately, I'm very satisfied. #LGDishwasher #KitchenEssentials #DUE5BGL1E.AKOR",[ 최고예요 ] || ---------------- || 엄청 고민  많이하고 산 식기세척기였어요.과한 최신 기능보다는 기본에 충실한 모델로가성비를 추구했어요결론은 대만족입니다# LG 식기세척기 #주방필수템 #DUE5BGL1E.AKOR,Not verified,,5.0
25-11-14,76306548,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,LGDishwasher #KitchenEssentials #DUE5BGL1E.AKOR,"[ It's the best ] || ---------------- || I put a lot of thought into purchasing this dishwasher. I chose a model that sticks to the basics rather than the latest, most advanced features. I was looking for value. Ultimately, I'm very satisfied. #LGDishwasher #KitchenEssentials #DUE5BGL1E.AKOR",[ 최고예요 ] || ---------------- || 엄청 고민  많이하고 산 식기세척기였어요.과한 최신 기능보다는 기본에 충실한 모델로가성비를 추구했어요결론은 대만족입니다# LG 식기세척기 #주방필수템 #DUE5BGL1E.AKOR,Not verified,,5.0
25-11-14,76306549,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,aware,,"While looking for a dishwasher, I heard LG was a good choice, so I bought one.","[ It's the best ] || ---------------- || While looking for a dishwasher, I heard LG was a good choice, so I bought one. It's perfect for 14 people, so I'm very satisfied with the size, and the dishwasher has greatly improved my quality of life. I highly recommend getting one! #LGDishwasher, #DUE5BGL1E, #KitchenEssentials","[ 최고예요 ] || ---------------- || 식기세척기 찾아보다가, LG제품이 좋다고 하여 구매했습니다~14인용이라 사이즈도 아주 만족스럽고, 식기세척기로 인해 삶의질이 많이 좋아졌습니다~꼭 하나 장만하시길 추천드려용!#LG식기세척기,#DUE5BGL1E,#주방필수템",Not verified,,5.0
25-11-14,76306549,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Design,"It's perfect for 14 people, so I'm very satisfied with the size, and the dishwasher has greatly improved my quality of life.","[ It's the best ] || ---------------- || While looking for a dishwasher, I heard LG was a good choice, so I bought one. It's perfect for 14 people, so I'm very satisfied with the size, and the dishwasher has greatly improved my quality of life. I highly recommend getting one! #LGDishwasher, #DUE5BGL1E, #KitchenEssentials","[ 최고예요 ] || ---------------- || 식기세척기 찾아보다가, LG제품이 좋다고 하여 구매했습니다~14인용이라 사이즈도 아주 만족스럽고, 식기세척기로 인해 삶의질이 많이 좋아졌습니다~꼭 하나 장만하시길 추천드려용!#LG식기세척기,#DUE5BGL1E,#주방필수템",Not verified,,5.0
25-11-14,76306549,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Very Positive,,,I highly recommend getting one! #,"[ It's the best ] || ---------------- || While looking for a dishwasher, I heard LG was a good choice, so I bought one. It's perfect for 14 people, so I'm very satisfied with the size, and the dishwasher has greatly improved my quality of life. I highly recommend getting one! #LGDishwasher, #DUE5BGL1E, #KitchenEssentials","[ 최고예요 ] || ---------------- || 식기세척기 찾아보다가, LG제품이 좋다고 하여 구매했습니다~14인용이라 사이즈도 아주 만족스럽고, 식기세척기로 인해 삶의질이 많이 좋아졌습니다~꼭 하나 장만하시길 추천드려용!#LG식기세척기,#DUE5BGL1E,#주방필수템",Not verified,,5.0
25-11-14,76306549,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,"LGDishwasher, #DUE5BGL1E, #KitchenEssentials","[ It's the best ] || ---------------- || While looking for a dishwasher, I heard LG was a good choice, so I bought one. It's perfect for 14 people, so I'm very satisfied with the size, and the dishwasher has greatly improved my quality of life. I highly recommend getting one! #LGDishwasher, #DUE5BGL1E, #KitchenEssentials","[ 최고예요 ] || ---------------- || 식기세척기 찾아보다가, LG제품이 좋다고 하여 구매했습니다~14인용이라 사이즈도 아주 만족스럽고, 식기세척기로 인해 삶의질이 많이 좋아졌습니다~꼭 하나 장만하시길 추천드려용!#LG식기세척기,#DUE5BGL1E,#주방필수템",Not verified,,5.0
25-11-14,76306547,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,"I used to use a two-tier dishwasher without an auto-open door, but this one is definitely more convenient.","[ I used to use a two-tier dishwasher without an auto-open door, but this one is definitely more convenient. It washes well, has better storage, and I like the automatic door opening feature. ] || ---------------- || I used to use a two-tier dishwasher without an auto-open door, but this one is definitely more convenient. It washes well, has better storage, and I like the automatic door opening feature.","[ 이전이 자동열림이 없는 2단 식세기 사용했었는데, 확실히 지금이 너무 편합니다. 세척도 잘 되고, 수납도 좀 더 편하고, 문 자동으로 열리는 게 좋아요. ] || ---------------- || 이전이 자동열림이 없는 2단 식세기 사용했었는데, 확실히 지금이 너무 편합니다. 세척도 잘 되고, 수납도 좀 더 편하고, 문 자동으로 열리는 게 좋아요.",Not verified,,5.0
25-11-14,76306547,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Design,"It washes well, has better storage, and I like the automatic door opening feature.","[ I used to use a two-tier dishwasher without an auto-open door, but this one is definitely more convenient. It washes well, has better storage, and I like the automatic door opening feature. ] || ---------------- || I used to use a two-tier dishwasher without an auto-open door, but this one is definitely more convenient. It washes well, has better storage, and I like the automatic door opening feature.","[ 이전이 자동열림이 없는 2단 식세기 사용했었는데, 확실히 지금이 너무 편합니다. 세척도 잘 되고, 수납도 좀 더 편하고, 문 자동으로 열리는 게 좋아요. ] || ---------------- || 이전이 자동열림이 없는 2단 식세기 사용했었는데, 확실히 지금이 너무 편합니다. 세척도 잘 되고, 수납도 좀 더 편하고, 문 자동으로 열리는 게 좋아요.",Not verified,,5.0
25-11-14,76306550,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,It works well and is comfortable to use.,[ It works well without any inconvenience in use. It doesn't make much noise and it cleans well. ] || ---------------- || It works well and is comfortable to use. It doesn't make much noise and cleans well.,[ 사용하는데 불편함없이 잘 됩니다소음도 크게 나지않고 세척도 착착되네요 ] || ---------------- || 사용하는데 불편함없이 잘 됩니다소음도 크게 나지않고 세척도 착착되네요,Not verified,,5.0
25-11-14,76306550,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Noise_Vibration,It doesn't make much noise and cleans well.,[ It works well without any inconvenience in use. It doesn't make much noise and it cleans well. ] || ---------------- || It works well and is comfortable to use. It doesn't make much noise and cleans well.,[ 사용하는데 불편함없이 잘 됩니다소음도 크게 나지않고 세척도 착착되네요 ] || ---------------- || 사용하는데 불편함없이 잘 됩니다소음도 크게 나지않고 세척도 착착되네요,Not verified,,5.0
25-11-14,76306550,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,It doesn't make much noise and cleans well.,[ It works well without any inconvenience in use. It doesn't make much noise and it cleans well. ] || ---------------- || It works well and is comfortable to use. It doesn't make much noise and cleans well.,[ 사용하는데 불편함없이 잘 됩니다소음도 크게 나지않고 세척도 착착되네요 ] || ---------------- || 사용하는데 불편함없이 잘 됩니다소음도 크게 나지않고 세척도 착착되네요,Not verified,,5.0
25-11-14,76306551,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,,Easy_Use,"It was hard being a dual-income household, but this is a huge help.","[ It was hard being a dual-income household, but this is a huge help. ] || ---------------- || It was hard being a dual-income household, but this is a huge help.",[ 맞벌이 하면서 힘들었는데 큰 도움이 되고있습니다 ㅎㅎ ] || ---------------- || 맞벌이 하면서 힘들었는데 큰 도움이 되고있습니다 ㅎㅎ,Not verified,,5.0
25-11-14,76306552,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,"onboard,purchase",Delivery_Installation,The installation cost was reasonable and I made a good purchase.,[ The installation cost was reasonable and I made a good purchase. ] || ---------------- || The installation cost was reasonable and I made a good purchase.,[ 설치비도 합리적이고 잘 샀습니다 ] || ---------------- || 설치비도 합리적이고 잘 샀습니다,Not verified,,5.0
25-11-14,76306552,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,"onboard,purchase",Price,The installation cost was reasonable and I made a good purchase.,[ The installation cost was reasonable and I made a good purchase. ] || ---------------- || The installation cost was reasonable and I made a good purchase.,[ 설치비도 합리적이고 잘 샀습니다 ] || ---------------- || 설치비도 합리적이고 잘 샀습니다,Not verified,,5.0
25-11-14,76307087,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Neutral,"onboard,purchase",Delivery_Installation,"After 10 years of marriage, I hesitated hundreds of times before finally installing an LG dishwasher at an incredibly low price through the LG Appliances Live Show on the 11th day.","[ It's the best ] || ---------------- || After 10 years of marriage, I hesitated hundreds of times before finally installing an LG dishwasher at an incredibly low price through the LG Appliances Live Show on the 11th day. Before, my back and wrists hurt from washing dishes myself, but from now on, I can leave it to the smart LG dishwasher and relax. After installing it, I regret not buying it sooner! If anyone is thinking about it, I highly recommend it. #LGDishwasher #DUE6GBL1E #KitchenEssentials #TheBestJisung",[ 최고예요 ] || ---------------- || 결혼 10년 차 그동안 수백번 고민만 하다가 십일절 LG가전 라이브쇼를 통해 엄청 저렴한 가격으로 LG식기세척기를 설치했어요~그 전까지는 직접 설거지하느라 허리도 손목도 아팠는데 이제부터는 똑똑한 LG식기세척기에게 맡기고 좀 쉬렵니다ㅎㅎ설치하고 나니 왜 이제서야 샀는지 후회가 되네요!고민하시는 분이 있다면 무조건 강추 합니다~~#LG식기세척기 #DUE6GBL1E #주방필수템 #더베스트지성,Not verified,,5.0
25-11-14,76307087,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Durability,"Before, my back and wrists hurt from washing dishes myself, but from now on, I can leave it to the smart LG dishwasher and relax.","[ It's the best ] || ---------------- || After 10 years of marriage, I hesitated hundreds of times before finally installing an LG dishwasher at an incredibly low price through the LG Appliances Live Show on the 11th day. Before, my back and wrists hurt from washing dishes myself, but from now on, I can leave it to the smart LG dishwasher and relax. After installing it, I regret not buying it sooner! If anyone is thinking about it, I highly recommend it. #LGDishwasher #DUE6GBL1E #KitchenEssentials #TheBestJisung",[ 최고예요 ] || ---------------- || 결혼 10년 차 그동안 수백번 고민만 하다가 십일절 LG가전 라이브쇼를 통해 엄청 저렴한 가격으로 LG식기세척기를 설치했어요~그 전까지는 직접 설거지하느라 허리도 손목도 아팠는데 이제부터는 똑똑한 LG식기세척기에게 맡기고 좀 쉬렵니다ㅎㅎ설치하고 나니 왜 이제서야 샀는지 후회가 되네요!고민하시는 분이 있다면 무조건 강추 합니다~~#LG식기세척기 #DUE6GBL1E #주방필수템 #더베스트지성,Not verified,,5.0
25-11-14,76307087,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Negative,onboard,Delivery_Installation,"After installing it, I regret not buying it sooner!","[ It's the best ] || ---------------- || After 10 years of marriage, I hesitated hundreds of times before finally installing an LG dishwasher at an incredibly low price through the LG Appliances Live Show on the 11th day. Before, my back and wrists hurt from washing dishes myself, but from now on, I can leave it to the smart LG dishwasher and relax. After installing it, I regret not buying it sooner! If anyone is thinking about it, I highly recommend it. #LGDishwasher #DUE6GBL1E #KitchenEssentials #TheBestJisung",[ 최고예요 ] || ---------------- || 결혼 10년 차 그동안 수백번 고민만 하다가 십일절 LG가전 라이브쇼를 통해 엄청 저렴한 가격으로 LG식기세척기를 설치했어요~그 전까지는 직접 설거지하느라 허리도 손목도 아팠는데 이제부터는 똑똑한 LG식기세척기에게 맡기고 좀 쉬렵니다ㅎㅎ설치하고 나니 왜 이제서야 샀는지 후회가 되네요!고민하시는 분이 있다면 무조건 강추 합니다~~#LG식기세척기 #DUE6GBL1E #주방필수템 #더베스트지성,Not verified,,5.0
25-11-14,76307087,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Very Positive,,,"If anyone is thinking about it, I highly recommend it. #","[ It's the best ] || ---------------- || After 10 years of marriage, I hesitated hundreds of times before finally installing an LG dishwasher at an incredibly low price through the LG Appliances Live Show on the 11th day. Before, my back and wrists hurt from washing dishes myself, but from now on, I can leave it to the smart LG dishwasher and relax. After installing it, I regret not buying it sooner! If anyone is thinking about it, I highly recommend it. #LGDishwasher #DUE6GBL1E #KitchenEssentials #TheBestJisung",[ 최고예요 ] || ---------------- || 결혼 10년 차 그동안 수백번 고민만 하다가 십일절 LG가전 라이브쇼를 통해 엄청 저렴한 가격으로 LG식기세척기를 설치했어요~그 전까지는 직접 설거지하느라 허리도 손목도 아팠는데 이제부터는 똑똑한 LG식기세척기에게 맡기고 좀 쉬렵니다ㅎㅎ설치하고 나니 왜 이제서야 샀는지 후회가 되네요!고민하시는 분이 있다면 무조건 강추 합니다~~#LG식기세척기 #DUE6GBL1E #주방필수템 #더베스트지성,Not verified,,5.0
25-11-14,76307087,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,naver_shop,,Neutral,,,LGDishwasher #DUE6GBL1E #KitchenEssentials #TheBestJisung,"[ It's the best ] || ---------------- || After 10 years of marriage, I hesitated hundreds of times before finally installing an LG dishwasher at an incredibly low price through the LG Appliances Live Show on the 11th day. Before, my back and wrists hurt from washing dishes myself, but from now on, I can leave it to the smart LG dishwasher and relax. After installing it, I regret not buying it sooner! If anyone is thinking about it, I highly recommend it. #LGDishwasher #DUE6GBL1E #KitchenEssentials #TheBestJisung",[ 최고예요 ] || ---------------- || 결혼 10년 차 그동안 수백번 고민만 하다가 십일절 LG가전 라이브쇼를 통해 엄청 저렴한 가격으로 LG식기세척기를 설치했어요~그 전까지는 직접 설거지하느라 허리도 손목도 아팠는데 이제부터는 똑똑한 LG식기세척기에게 맡기고 좀 쉬렵니다ㅎㅎ설치하고 나니 왜 이제서야 샀는지 후회가 되네요!고민하시는 분이 있다면 무조건 강추 합니다~~#LG식기세척기 #DUE6GBL1E #주방필수템 #더베스트지성,Not verified,,5.0
