Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-11-07,98002092,dw,builtin,LG,12_person,DUB61TB,ASIA,kr,retail,naver_shop,,Negative,"purchase,use",Noise_Vibration,"Good value for money, but a bit loud","Good value for money, but a bit loud",[ 가성비  좋지만 소리가좀 커요 ] || ---------------- || 가성비  좋지만 소리가좀 커요,Not verified,,4.0
24-11-07,98002092,dw,builtin,LG,12_person,DUB61TB,ASIA,kr,retail,naver_shop,,Negative,"purchase,use",Price,"Good value for money, but a bit loud","Good value for money, but a bit loud",[ 가성비  좋지만 소리가좀 커요 ] || ---------------- || 가성비  좋지만 소리가좀 커요,Not verified,,4.0
24-11-07,66091390,dw,top_control,SAMSUNG,DW80CG5450SR,DW80CG5450SR,,us,retail,homedepot,,Positive,use,,"We've had this for 2 months now, and I love it!","[ This is the dishwasher I never knew I needed! ] || ---------------- || We've had this for 2 months now, and I love it! My dishes come out sparkling clean, even my pots & pans. It holds a ridiculous amount of dishes, glasses, pots & pans & silverware. The upper 3rd rack is the best thing! It accomodates all the things that took too much room in the top rack & all the little pieces that would fall through the basket or top rack in my old dishwasher. I love that it opens at the end of the cycle. My dishes come out clean & dry! Delivery was fantastic!","[ This is the dishwasher I never knew I needed! ] || ---------------- || We've had this for 2 months now, and I love it! My dishes come out sparkling clean, even my pots & pans. It holds a ridiculous amount of dishes, glasses, pots & pans & silverware. The upper 3rd rack is the best thing! It accomodates all the things that took too much room in the top rack & all the little pieces that would fall through the basket or top rack in my old dishwasher. I love that it opens at the end of the cycle. My dishes come out clean & dry!!  Delivery was fantastic!",,,5.0
24-11-07,66093264,dw,front_control,LG,LDFC2423B_LDFC2423V_LDFC2423W,LDFC2423B_LDFC2423V_LDFC2423W,,us,retail,lowes,,Negative,use,Easy_Use,Works great but the wash cycle is too long.,[ Nice….but ] || ---------------- || Works great but the wash cycle is too long.,[ Nice….but ] || ---------------- || Works great but the wash cycle is too long.,,,4.0
24-11-07,66093264,dw,front_control,LG,LDFC2423B_LDFC2423V_LDFC2423W,LDFC2423B_LDFC2423V_LDFC2423W,,us,retail,lowes,,Negative,use,Performance_Washing,Works great but the wash cycle is too long.,[ Nice….but ] || ---------------- || Works great but the wash cycle is too long.,[ Nice….but ] || ---------------- || Works great but the wash cycle is too long.,,,4.0
24-11-07,66094346,dw,top_control,LG,LDTS5552S,LDTS5552S,,us,retail,lowes,,Positive,use,,We are happy with this item,[ We were not aware that the cycles were over 2 hour ] || ---------------- || We are happy with this item,[ We were not aware that the cycles were over 2 hour ] || ---------------- || We are happy with this item,,,5.0
24-11-07,66097367,dw,front_control,BOSCH,2_series,SMS25AW05E,EU,es,retail,amazon_es,,Positive,use,Performance_Washing,"It is relatively quiet, has a 1-hour program that washes quite well, is basic in its functions but more than enough.","[ Good value for money. ] || ---------------- || It is relatively quiet, has a 1-hour program that washes quite well, is basic in its functions but more than enough. Good delivery and installation service.","[ Buena relación calidad/precio. ] || ---------------- || Es relativamente silencioso, tiene un programa de 1h que lava bastante bien, es básico en sus funciones pero más que suficiente. Buen servicio de entrega e instalación.",,,5.0
24-11-07,66097367,dw,front_control,BOSCH,2_series,SMS25AW05E,EU,es,retail,amazon_es,,Positive,"deliver,onboard",Delivery_Installation,Good delivery and installation service.,"[ Good value for money. ] || ---------------- || It is relatively quiet, has a 1-hour program that washes quite well, is basic in its functions but more than enough. Good delivery and installation service.","[ Buena relación calidad/precio. ] || ---------------- || Es relativamente silencioso, tiene un programa de 1h que lava bastante bien, es básico en sus funciones pero más que suficiente. Buen servicio de entrega e instalación.",,,5.0
24-11-07,66097367,dw,front_control,BOSCH,2_series,SMS25AW05E,EU,es,retail,amazon_es,,Positive,"deliver,onboard",Service,Good delivery and installation service.,"[ Good value for money. ] || ---------------- || It is relatively quiet, has a 1-hour program that washes quite well, is basic in its functions but more than enough. Good delivery and installation service.","[ Buena relación calidad/precio. ] || ---------------- || Es relativamente silencioso, tiene un programa de 1h que lava bastante bien, es básico en sus funciones pero más que suficiente. Buen servicio de entrega e instalación.",,,5.0
24-11-07,101677062,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Neutral,use,Easy_Use,This dishwasher has a third rack that actually usable unlike all other third racks.,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,Verified,,5.0
24-11-07,101677062,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Neutral,use,Delivery_Installation,also has a spray arm on the bottom and top of this machine.,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,Verified,,5.0
24-11-07,101677062,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Neutral,,,The salesman has the same one in his home.,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,Verified,,5.0
24-11-07,101677062,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Positive,use,,So far so good!,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,[ The salesman that helped us was NO pressure! ] || ---------------- || This dishwasher has a third rack that actually usable unlike all other third racks. also has a spray arm on the bottom and top of this machine. The salesman has the same one in his home. So far so good!,Verified,,5.0
24-11-07,66177705,dw,front_control,LG,DF355FP,DF355FP,EU,es,retail,lg_com_es,,Very Positive,use,Design,"Model with a spectacular design, works perfectly and is very quiet.","[ Fantastic! ] || ---------------- || Model with a spectacular design, works perfectly and is very quiet.","[ ¡Fantástico! ] || ---------------- || Modelo con un diseño espectacular, funciona a la perfección y muy silencioso",,,5.0
24-11-07,66177705,dw,front_control,LG,DF355FP,DF355FP,EU,es,retail,lg_com_es,,Very Positive,use,Noise_Vibration,"Model with a spectacular design, works perfectly and is very quiet.","[ Fantastic! ] || ---------------- || Model with a spectacular design, works perfectly and is very quiet.","[ ¡Fantástico! ] || ---------------- || Modelo con un diseño espectacular, funciona a la perfección y muy silencioso",,,5.0
24-11-07,66204555,dw,top_control,LG,LDPH5554S,LDPH5554S,,us,retail,lowes,,Positive,use,Noise_Vibration,I love that it's quiet and it did a great job cleaning and drying our dishes.,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,,,5.0
24-11-07,66204555,dw,top_control,LG,LDPH5554S,LDPH5554S,,us,retail,lowes,,Positive,use,Performance_Drying,I love that it's quiet and it did a great job cleaning and drying our dishes.,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,,,5.0
24-11-07,66204555,dw,top_control,LG,LDPH5554S,LDPH5554S,,us,retail,lowes,,Positive,use,Performance_Washing,I love that it's quiet and it did a great job cleaning and drying our dishes.,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,,,5.0
24-11-07,66204555,dw,top_control,LG,LDPH5554S,LDPH5554S,,us,retail,lowes,,Positive,use,,So nice to have a new dishwasher that works great!,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,[ Love that it's quiet ] || ---------------- || I love that it's quiet and it did a great job cleaning and drying our dishes. So nice to have a new dishwasher that works great!,,,5.0
24-11-07,66229315,dw,front_control,LG,LDFC353LS,LDFC353LS,,us,retail,lowes,,Negative,purchase,Durability,We purchased this dishwasher which was damaged when we received it.,"[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it. Unfortunately we noticed outside of the 48 hour window. After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement. Had Tony not stepped up and helped we would have been out entirely. I can't recommend the product yet, but I can recommend the service at the Flmington NJ location. i do love my other LG appliances though.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it.  Unfortunately we noticed outside of the 48 hour window.  After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.  Had Tony not stepped up and helped we would have been out entirely.  I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.  i do love my other LG appliances though.",,,5.0
24-11-07,66229315,dw,front_control,LG,LDFC353LS,LDFC353LS,,us,retail,lowes,,Negative,,,Unfortunately we noticed outside of the 48 hour window.,"[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it. Unfortunately we noticed outside of the 48 hour window. After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement. Had Tony not stepped up and helped we would have been out entirely. I can't recommend the product yet, but I can recommend the service at the Flmington NJ location. i do love my other LG appliances though.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it.  Unfortunately we noticed outside of the 48 hour window.  After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.  Had Tony not stepped up and helped we would have been out entirely.  I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.  i do love my other LG appliances though.",,,5.0
24-11-07,66229315,dw,front_control,LG,LDFC353LS,LDFC353LS,,us,retail,lowes,,Neutral,"maintain,replace",Service,"After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it. Unfortunately we noticed outside of the 48 hour window. After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement. Had Tony not stepped up and helped we would have been out entirely. I can't recommend the product yet, but I can recommend the service at the Flmington NJ location. i do love my other LG appliances though.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it.  Unfortunately we noticed outside of the 48 hour window.  After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.  Had Tony not stepped up and helped we would have been out entirely.  I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.  i do love my other LG appliances though.",,,5.0
24-11-07,66229315,dw,front_control,LG,LDFC353LS,LDFC353LS,,us,retail,lowes,,Neutral,,Service,Had Tony not stepped up and helped we would have been out entirely.,"[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it. Unfortunately we noticed outside of the 48 hour window. After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement. Had Tony not stepped up and helped we would have been out entirely. I can't recommend the product yet, but I can recommend the service at the Flmington NJ location. i do love my other LG appliances though.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it.  Unfortunately we noticed outside of the 48 hour window.  After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.  Had Tony not stepped up and helped we would have been out entirely.  I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.  i do love my other LG appliances though.",,,5.0
24-11-07,66229315,dw,front_control,LG,LDFC353LS,LDFC353LS,,us,retail,lowes,,Very Positive,,Service,"I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it. Unfortunately we noticed outside of the 48 hour window. After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement. Had Tony not stepped up and helped we would have been out entirely. I can't recommend the product yet, but I can recommend the service at the Flmington NJ location. i do love my other LG appliances though.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it.  Unfortunately we noticed outside of the 48 hour window.  After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.  Had Tony not stepped up and helped we would have been out entirely.  I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.  i do love my other LG appliances though.",,,5.0
24-11-07,66229315,dw,front_control,LG,LDFC353LS,LDFC353LS,,us,retail,lowes,,Positive,use,,i do love my other LG appliances though.,"[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it. Unfortunately we noticed outside of the 48 hour window. After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement. Had Tony not stepped up and helped we would have been out entirely. I can't recommend the product yet, but I can recommend the service at the Flmington NJ location. i do love my other LG appliances though.","[ Great service from our local Lowes ] || ---------------- || We purchased this dishwasher which was damaged when we received it.  Unfortunately we noticed outside of the 48 hour window.  After hours of going around in circles, the manager of our local Lowes in Flemington NJ, Tony, was able to help us get a replacement.  Had Tony not stepped up and helped we would have been out entirely.  I can't recommend the product yet, but I can recommend the service at the Flmington NJ location.  i do love my other LG appliances though.",,,5.0
24-11-07,66309989,dw,front_control,LG,DFB424FP,DFB424FP,ASIA,il,retail,amazon_in,,Positive,use,Service,I have this dishwasher from 5 years and i was very happy with the machine and also with the service.,[ It was good untill it needed customer care service.  ] || ---------------- || I have this dishwasher from 5 years and i was very happy with the machine and also with the service. Whenever i had any problem customer care would come to my home within few hours. But from last 5 6 month i have had a very bad experience with the customer service. there is a change in them. Every time i need them they come after many days and it means u wont have dishwashing machine for many days. i have bought extended warranty every year and its under warranty still. I dont know if customer service of my area is this way recently or it is same for all over india. my area of living is Nallagandla in Hyderabad. I am very disappointed and next time for sure i will not buy LG if there is no improvement. I also used to recommend it to my friends but now im informing them that customer service have become very poor in theri service so its very risky to buy it. ,[ It was good untill it needed customer care service... ] || ---------------- || I have this dishwasher from 5 years and i was very happy with the machine and also with the service. Whenever i had any problem customer care would come to my home within few hours. But from last 5 6 month i have had a very bad experience with the customer service...there is a change in them. Every time i need them they come after many days and it means u wont have dishwashing machine for many days...i have bought extended warranty every year and its under warranty still...I dont know if customer service of my area is this way recently or it is same for all over india....my area of living is Nallagandla in Hyderabad.I am very disappointed and next time for sure i will not buy LG if there is no improvement...I also used to recommend it to my friends but now im informing them that customer service have become very poor in theri service so its very risky to buy it....,,,2.0
24-11-07,66309989,dw,front_control,LG,DFB424FP,DFB424FP,ASIA,il,retail,amazon_in,,Neutral,,Service,Whenever i had any problem customer care would come to my home within few hours.,[ It was good untill it needed customer care service.  ] || ---------------- || I have this dishwasher from 5 years and i was very happy with the machine and also with the service. Whenever i had any problem customer care would come to my home within few hours. But from last 5 6 month i have had a very bad experience with the customer service. there is a change in them. Every time i need them they come after many days and it means u wont have dishwashing machine for many days. i have bought extended warranty every year and its under warranty still. I dont know if customer service of my area is this way recently or it is same for all over india. my area of living is Nallagandla in Hyderabad. I am very disappointed and next time for sure i will not buy LG if there is no improvement. I also used to recommend it to my friends but now im informing them that customer service have become very poor in theri service so its very risky to buy it. ,[ It was good untill it needed customer care service... ] || ---------------- || I have this dishwasher from 5 years and i was very happy with the machine and also with the service. Whenever i had any problem customer care would come to my home within few hours. But from last 5 6 month i have had a very bad experience with the customer service...there is a change in them. Every time i need them they come after many days and it means u wont have dishwashing machine for many days...i have bought extended warranty every year and its under warranty still...I dont know if customer service of my area is this way recently or it is same for all over india....my area of living is Nallagandla in Hyderabad.I am very disappointed and next time for sure i will not buy LG if there is no improvement...I also used to recommend it to my friends but now im informing them that customer service have become very poor in theri service so its very risky to buy it....,,,2.0
