Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-09-16,64978248,dw,top_control,BOSCH,500_series,SHP65CP5N,,us,retail,bosch_home_us,,Neutral,use,,I have had this dishwasher in my home since 7/24/24.,"[ disappointed from day one ] || ---------------- || I have had this dishwasher in my home since 7/24/24. It has not worked since installation. I have had repairmen in my home 3 times working on it and it continues to do the same thing. Runs for approximately 5 minutes, then shuts down with all lights on and does not drain water.","[ disappointed from day one ] || ---------------- || I have had this dishwasher in my home since 7/24/24.  It has not worked since installation.  I have had repairmen in my home 3 times working on it and it continues to do the same thing. Runs for approximately 5 minutes, then shuts down with all lights on and does not drain water.",,,1.0
24-09-16,75107677,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Neutral,use,,I'll have to use it more to know for sure.,"[ Actually, I was really happy because I received it before the holiday~~ But I was not sure what to do because it was an ungrounded outlet, so I tried to contact a customer service representative and they said that it wouldn't work after 2pm because it was before the holiday, and the delivery came around 5pm, so I wondered if I couldn't use it. ] || ---------------- || Actually, I was really excited to receive it before the holiday. But I didn't know what to do about the ungrounded outlet. I tried connecting to a customer service representative, and they said it wasn't available after 2 p.m. because it was the holiday. Plus, the delivery arrived around 5 p.m., so I guess I couldn't use it. That really depressed me. Then I remembered the large-capacity outlet used for the air conditioner. I had a spare, so I connected it and felt like I'd completed my homework. Maybe I'm just immature, or maybe I had high expectations because other reviews said it was so good with no water stains. Even after adding the Minix detergent and drying it, water stains remained, and I felt the detergent residue was bothering me. Since I share the dishes with my baby, I rinsed them again. Even after drying them again, water stains remained. The automatic drying fan runs after washing, but I wonder if it's weaker than the drying function. I tried drying it separately, but there were still water stains. The washing was slippery, maybe because of the rinse. (Uncomfortable). The drying time is about an hour and a half, but I couldn't adjust the time after it went over, which was a bit inconvenient. I'll have to use it more to know for sure. If the design is pretty and it washes well, I think it's a good value for money wallet. I'll try it out and write a review in a month if it's good and I've gained some experience.",[ 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 ] || ---------------- || 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 기분이 다운되더군요그러다 에어컨에 사용되는 대용량콘센트가 생각났어요~여분이 있던터라 연결하니 숙제를 끝낸기분이더군요ㅎ제가 아직 미숙한건지 다른 후기에는 물얼룩도 없이 너무좋다그래서 기대를해서인지미닉스전용세제 넣고 건조까지하면 물얼룩이 남아있어서 세제가 남아있는것같아 찝찝하더라구요~애기랑 같이 식기를 쓰니까 한번더 헹구게되고다시 건조해도 물얼룩세척후 자동건조 팬은 돌아가는데 건조기능보다 약한건가해서따로 건조해보아도 물얼룩이네요세척은 린스때문인지 미끌미끌해서..(찝찝)건조시간이 1시간반 정도되는데 넘길고 시간조절이 안되서 조금불편했어요~그외엔 더 써봐야알겠지만디자인도 이쁘고 세척이 잘된다면 가성비갑인것같아요~써보고 괜찮고 노하우생기면 한달후기 쓰러올께용,Not verified,,3.0
24-09-16,75107677,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,"purchase,use",Design,"If the design is pretty and it washes well, I think it's a good value for money wallet.","[ Actually, I was really happy because I received it before the holiday~~ But I was not sure what to do because it was an ungrounded outlet, so I tried to contact a customer service representative and they said that it wouldn't work after 2pm because it was before the holiday, and the delivery came around 5pm, so I wondered if I couldn't use it. ] || ---------------- || Actually, I was really excited to receive it before the holiday. But I didn't know what to do about the ungrounded outlet. I tried connecting to a customer service representative, and they said it wasn't available after 2 p.m. because it was the holiday. Plus, the delivery arrived around 5 p.m., so I guess I couldn't use it. That really depressed me. Then I remembered the large-capacity outlet used for the air conditioner. I had a spare, so I connected it and felt like I'd completed my homework. Maybe I'm just immature, or maybe I had high expectations because other reviews said it was so good with no water stains. Even after adding the Minix detergent and drying it, water stains remained, and I felt the detergent residue was bothering me. Since I share the dishes with my baby, I rinsed them again. Even after drying them again, water stains remained. The automatic drying fan runs after washing, but I wonder if it's weaker than the drying function. I tried drying it separately, but there were still water stains. The washing was slippery, maybe because of the rinse. (Uncomfortable). The drying time is about an hour and a half, but I couldn't adjust the time after it went over, which was a bit inconvenient. I'll have to use it more to know for sure. If the design is pretty and it washes well, I think it's a good value for money wallet. I'll try it out and write a review in a month if it's good and I've gained some experience.",[ 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 ] || ---------------- || 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 기분이 다운되더군요그러다 에어컨에 사용되는 대용량콘센트가 생각났어요~여분이 있던터라 연결하니 숙제를 끝낸기분이더군요ㅎ제가 아직 미숙한건지 다른 후기에는 물얼룩도 없이 너무좋다그래서 기대를해서인지미닉스전용세제 넣고 건조까지하면 물얼룩이 남아있어서 세제가 남아있는것같아 찝찝하더라구요~애기랑 같이 식기를 쓰니까 한번더 헹구게되고다시 건조해도 물얼룩세척후 자동건조 팬은 돌아가는데 건조기능보다 약한건가해서따로 건조해보아도 물얼룩이네요세척은 린스때문인지 미끌미끌해서..(찝찝)건조시간이 1시간반 정도되는데 넘길고 시간조절이 안되서 조금불편했어요~그외엔 더 써봐야알겠지만디자인도 이쁘고 세척이 잘된다면 가성비갑인것같아요~써보고 괜찮고 노하우생기면 한달후기 쓰러올께용,Not verified,,3.0
24-09-16,75107677,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,"purchase,use",Performance_Washing,"If the design is pretty and it washes well, I think it's a good value for money wallet.","[ Actually, I was really happy because I received it before the holiday~~ But I was not sure what to do because it was an ungrounded outlet, so I tried to contact a customer service representative and they said that it wouldn't work after 2pm because it was before the holiday, and the delivery came around 5pm, so I wondered if I couldn't use it. ] || ---------------- || Actually, I was really excited to receive it before the holiday. But I didn't know what to do about the ungrounded outlet. I tried connecting to a customer service representative, and they said it wasn't available after 2 p.m. because it was the holiday. Plus, the delivery arrived around 5 p.m., so I guess I couldn't use it. That really depressed me. Then I remembered the large-capacity outlet used for the air conditioner. I had a spare, so I connected it and felt like I'd completed my homework. Maybe I'm just immature, or maybe I had high expectations because other reviews said it was so good with no water stains. Even after adding the Minix detergent and drying it, water stains remained, and I felt the detergent residue was bothering me. Since I share the dishes with my baby, I rinsed them again. Even after drying them again, water stains remained. The automatic drying fan runs after washing, but I wonder if it's weaker than the drying function. I tried drying it separately, but there were still water stains. The washing was slippery, maybe because of the rinse. (Uncomfortable). The drying time is about an hour and a half, but I couldn't adjust the time after it went over, which was a bit inconvenient. I'll have to use it more to know for sure. If the design is pretty and it washes well, I think it's a good value for money wallet. I'll try it out and write a review in a month if it's good and I've gained some experience.",[ 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 ] || ---------------- || 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 기분이 다운되더군요그러다 에어컨에 사용되는 대용량콘센트가 생각났어요~여분이 있던터라 연결하니 숙제를 끝낸기분이더군요ㅎ제가 아직 미숙한건지 다른 후기에는 물얼룩도 없이 너무좋다그래서 기대를해서인지미닉스전용세제 넣고 건조까지하면 물얼룩이 남아있어서 세제가 남아있는것같아 찝찝하더라구요~애기랑 같이 식기를 쓰니까 한번더 헹구게되고다시 건조해도 물얼룩세척후 자동건조 팬은 돌아가는데 건조기능보다 약한건가해서따로 건조해보아도 물얼룩이네요세척은 린스때문인지 미끌미끌해서..(찝찝)건조시간이 1시간반 정도되는데 넘길고 시간조절이 안되서 조금불편했어요~그외엔 더 써봐야알겠지만디자인도 이쁘고 세척이 잘된다면 가성비갑인것같아요~써보고 괜찮고 노하우생기면 한달후기 쓰러올께용,Not verified,,3.0
24-09-16,75107677,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,"purchase,use",Price,"If the design is pretty and it washes well, I think it's a good value for money wallet.","[ Actually, I was really happy because I received it before the holiday~~ But I was not sure what to do because it was an ungrounded outlet, so I tried to contact a customer service representative and they said that it wouldn't work after 2pm because it was before the holiday, and the delivery came around 5pm, so I wondered if I couldn't use it. ] || ---------------- || Actually, I was really excited to receive it before the holiday. But I didn't know what to do about the ungrounded outlet. I tried connecting to a customer service representative, and they said it wasn't available after 2 p.m. because it was the holiday. Plus, the delivery arrived around 5 p.m., so I guess I couldn't use it. That really depressed me. Then I remembered the large-capacity outlet used for the air conditioner. I had a spare, so I connected it and felt like I'd completed my homework. Maybe I'm just immature, or maybe I had high expectations because other reviews said it was so good with no water stains. Even after adding the Minix detergent and drying it, water stains remained, and I felt the detergent residue was bothering me. Since I share the dishes with my baby, I rinsed them again. Even after drying them again, water stains remained. The automatic drying fan runs after washing, but I wonder if it's weaker than the drying function. I tried drying it separately, but there were still water stains. The washing was slippery, maybe because of the rinse. (Uncomfortable). The drying time is about an hour and a half, but I couldn't adjust the time after it went over, which was a bit inconvenient. I'll have to use it more to know for sure. If the design is pretty and it washes well, I think it's a good value for money wallet. I'll try it out and write a review in a month if it's good and I've gained some experience.",[ 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 ] || ---------------- || 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 기분이 다운되더군요그러다 에어컨에 사용되는 대용량콘센트가 생각났어요~여분이 있던터라 연결하니 숙제를 끝낸기분이더군요ㅎ제가 아직 미숙한건지 다른 후기에는 물얼룩도 없이 너무좋다그래서 기대를해서인지미닉스전용세제 넣고 건조까지하면 물얼룩이 남아있어서 세제가 남아있는것같아 찝찝하더라구요~애기랑 같이 식기를 쓰니까 한번더 헹구게되고다시 건조해도 물얼룩세척후 자동건조 팬은 돌아가는데 건조기능보다 약한건가해서따로 건조해보아도 물얼룩이네요세척은 린스때문인지 미끌미끌해서..(찝찝)건조시간이 1시간반 정도되는데 넘길고 시간조절이 안되서 조금불편했어요~그외엔 더 써봐야알겠지만디자인도 이쁘고 세척이 잘된다면 가성비갑인것같아요~써보고 괜찮고 노하우생기면 한달후기 쓰러올께용,Not verified,,3.0
24-09-16,75107677,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Neutral,use,,I'll try it out and write a review in a month if it's good and I've gained some experience.,"[ Actually, I was really happy because I received it before the holiday~~ But I was not sure what to do because it was an ungrounded outlet, so I tried to contact a customer service representative and they said that it wouldn't work after 2pm because it was before the holiday, and the delivery came around 5pm, so I wondered if I couldn't use it. ] || ---------------- || Actually, I was really excited to receive it before the holiday. But I didn't know what to do about the ungrounded outlet. I tried connecting to a customer service representative, and they said it wasn't available after 2 p.m. because it was the holiday. Plus, the delivery arrived around 5 p.m., so I guess I couldn't use it. That really depressed me. Then I remembered the large-capacity outlet used for the air conditioner. I had a spare, so I connected it and felt like I'd completed my homework. Maybe I'm just immature, or maybe I had high expectations because other reviews said it was so good with no water stains. Even after adding the Minix detergent and drying it, water stains remained, and I felt the detergent residue was bothering me. Since I share the dishes with my baby, I rinsed them again. Even after drying them again, water stains remained. The automatic drying fan runs after washing, but I wonder if it's weaker than the drying function. I tried drying it separately, but there were still water stains. The washing was slippery, maybe because of the rinse. (Uncomfortable). The drying time is about an hour and a half, but I couldn't adjust the time after it went over, which was a bit inconvenient. I'll have to use it more to know for sure. If the design is pretty and it washes well, I think it's a good value for money wallet. I'll try it out and write a review in a month if it's good and I've gained some experience.",[ 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 ] || ---------------- || 사실 명절전에 받아서 기분이 엄청 좋았어요~~근데 미접지콘센트라 어떻게 대처 해야할지상담사연결하니 명절전이라 2시 이후엔 안된다고그러는데다가 택배는 5시쯤 왔는데 사용못하는건가해서 기분이 다운되더군요그러다 에어컨에 사용되는 대용량콘센트가 생각났어요~여분이 있던터라 연결하니 숙제를 끝낸기분이더군요ㅎ제가 아직 미숙한건지 다른 후기에는 물얼룩도 없이 너무좋다그래서 기대를해서인지미닉스전용세제 넣고 건조까지하면 물얼룩이 남아있어서 세제가 남아있는것같아 찝찝하더라구요~애기랑 같이 식기를 쓰니까 한번더 헹구게되고다시 건조해도 물얼룩세척후 자동건조 팬은 돌아가는데 건조기능보다 약한건가해서따로 건조해보아도 물얼룩이네요세척은 린스때문인지 미끌미끌해서..(찝찝)건조시간이 1시간반 정도되는데 넘길고 시간조절이 안되서 조금불편했어요~그외엔 더 써봐야알겠지만디자인도 이쁘고 세척이 잘된다면 가성비갑인것같아요~써보고 괜찮고 노하우생기면 한달후기 쓰러올께용,Not verified,,3.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,Design,"First of all, the design is really pretty.","[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Neutral,use,Design,"It's a bit large, so I keep it on the microwave.","[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Neutral,use,Hygiene_Fresh,"Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant.","[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,,,"In fact, it didn't bother me at all.","[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,,I don't think you need to worry too much.,"[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Drying,It has excellent cleaning and drying power.,"[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,It has excellent cleaning and drying power.,"[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
24-09-16,75107678,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,,,I'm so glad I bought it.,"[ First of all, the design is very pretty, and the size is a bit big, so I use it on the range. Many people said that the Minix dishwasher detergent smelled strange, but I have a very sensitive sense of smell, and it's not that disgusting. ] || ---------------- || First of all, the design is really pretty. It's a bit large, so I keep it on the microwave. Many people have complained about the strange smell of the Minix dishwasher detergent, but I have a very sensitive sense of smell, and it's not that unpleasant. In fact, it didn't bother me at all. I don't think you need to worry too much. It has excellent cleaning and drying power. I'm so glad I bought it. However, it's a bit noisy, so if you live in a studio apartment, it might be a good idea to run it as soon as you wake up or before you go out.","[ 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 ] || ---------------- || 일단 디자인 너무 이쁘구요크기는 조금 많이 커서 렌지대에 두고 쓰고있어요.미닉스 식기세척기 전용 세제 냄새 이상하다는 분들 많았는데, 저도 후각이 엄청 예민한편이지만 그렇게 역겨운 냄새는 아니에요. 오히려 저는 아무신경 안 쓰일정도였어요. 그렇게 걱정은 안 해도 될듯합니다.세척력과 건조력 둘다 훌륭해요. 사길 너무 잘 했습니다. 대신 소음은 좀 있는편이라, 원룸인 분들은 일어나자마자 돌리거나 외출 전에 돌리는거도 좋을거같아요.",Not verified,,5.0
