Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
26-02-18,82713339,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,use,Noise_Vibration,It gets our dishes much cleaner than our previous dishwasher & is much quieter.,"[ Great Quality, Minimal Dish Space ] || ---------------- || We've had our Bosch dishwasher for several months now & are happy overall with its perfoprmance. It gets our dishes much cleaner than our previous dishwasher & is much quieter. The drawback is that it does not seem to hold many dishes so we end up running the machine much more often than we're accustomed to.","[ Great Quality, Minimal Dish Space ] || ---------------- || [This review was collected as part of a promotion.] We've had our Bosch dishwasher for several months now & are happy overall with its perfoprmance. It gets our dishes much cleaner than our previous dishwasher & is much quieter. The drawback is that it does not seem to hold many dishes so we end up running the machine much more often than we're accustomed to.",Not verified,Originally posted on bosch-home.com,4.0
26-02-18,82939990,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,bestbuy_ca,,Very Positive,use,Design,It is amazing and leaves room in the dishwasher for other items.,[ Bosch Dishwasher ] || ---------------- || I love the top silverware tray! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,[ Bosch Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] I love the top silverware tray!! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,Not verified,Originally posted on bosch-home.com,5.0
26-02-18,82939990,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,bestbuy_ca,,Positive,use,Easy_Use,It is very quiet and has the capability to start from off site by your phone.,[ Bosch Dishwasher ] || ---------------- || I love the top silverware tray! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,[ Bosch Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] I love the top silverware tray!! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,Not verified,Originally posted on bosch-home.com,5.0
26-02-18,82939990,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,It is very quiet and has the capability to start from off site by your phone.,[ Bosch Dishwasher ] || ---------------- || I love the top silverware tray! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,[ Bosch Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] I love the top silverware tray!! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,Not verified,Originally posted on bosch-home.com,5.0
26-02-18,82939990,dw,top_control,BOSCH,500_series,SHP65CM5N,,ci,retail,bestbuy_ca,,Positive,use,,We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,[ Bosch Dishwasher ] || ---------------- || I love the top silverware tray! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,[ Bosch Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] I love the top silverware tray!! It is amazing and leaves room in the dishwasher for other items. It is very quiet and has the capability to start from off site by your phone. We currently are using this dishwasher in our rehab clinic and it is nice to be able to start from home if a staff forgets to start it.,Not verified,Originally posted on bosch-home.com,5.0
26-02-18,82887244,dw,front_control,BEKO,BDFB1410W_BDFB1410X,BDFB1410W_BDFB1410X,ASIA,au,retail,appliancesonline,,Neutral,use,,An average machine.,"[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.","[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.",Not verified,,3.0
26-02-18,82887244,dw,front_control,BEKO,BDFB1410W_BDFB1410X,BDFB1410W_BDFB1410X,ASIA,au,retail,appliancesonline,,Negative,use,Easy_Use,instruction manual poorly written and illustrated.,"[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.","[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.",Not verified,,3.0
26-02-18,82887244,dw,front_control,BEKO,BDFB1410W_BDFB1410X,BDFB1410W_BDFB1410X,ASIA,au,retail,appliancesonline,,Negative,use,Performance_Drying,"Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.","[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.","[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.",Not verified,,3.0
26-02-18,82887244,dw,front_control,BEKO,BDFB1410W_BDFB1410X,BDFB1410W_BDFB1410X,ASIA,au,retail,appliancesonline,,Negative,use,Performance_Washing,"Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.","[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.","[ New User ] || ---------------- || An average machine. Instruction manual poorly written and illustrated. Wash programs, even with the gloss finish selected, leave dishes and cutlery wet.",Not verified,,3.0
26-02-18,82887243,dw,front_control,BEKO,BDFB1410W_BDFB1410X,BDFB1410W_BDFB1410X,ASIA,au,retail,appliancesonline,,Negative,use,Performance_Drying,Good cleaning of dishes but does not dry them properly,[ Quiet achiever ] || ---------------- || Good cleaning of dishes but does not dry them properly,[ Quiet achiever ] || ---------------- || Good cleaning of dishes but does not dry them properly,Not verified,,3.0
26-02-18,82887243,dw,front_control,BEKO,BDFB1410W_BDFB1410X,BDFB1410W_BDFB1410X,ASIA,au,retail,appliancesonline,,Negative,use,Performance_Washing,Good cleaning of dishes but does not dry them properly,[ Quiet achiever ] || ---------------- || Good cleaning of dishes but does not dry them properly,[ Quiet achiever ] || ---------------- || Good cleaning of dishes but does not dry them properly,Not verified,,3.0
26-02-18,83128623,dw,top_control,BOSCH,800_series,SHP78CF5N,,us,retail,lowes,,Negative,,Delivery_Installation,"Registration was confusing Wants only 1st four FD numbers and yet thereafter received message tghat number or letters after a ""slash"" are missing (FD number has no ""slash","[ Bosch 800 SHH ] || ---------------- || Registration was confusing Wants only 1st four FD numbers and yet thereafter received message tghat number or letters after a ""slash"" are missing (FD number has no ""slash",[ Bosch 800 SHH ] || ---------------- || Registration was confusing  Wants only 1st four FD numbers and yet thereafter received message tghat number or letters after a 'slash' are missing (FD number has no 'slash,Not verified,Originally posted on bosch-home.com,4.0
26-02-18,83128623,dw,top_control,BOSCH,800_series,SHP78CF5N,,us,retail,lowes,,Negative,,Easy_Use,"Registration was confusing Wants only 1st four FD numbers and yet thereafter received message tghat number or letters after a ""slash"" are missing (FD number has no ""slash","[ Bosch 800 SHH ] || ---------------- || Registration was confusing Wants only 1st four FD numbers and yet thereafter received message tghat number or letters after a ""slash"" are missing (FD number has no ""slash",[ Bosch 800 SHH ] || ---------------- || Registration was confusing  Wants only 1st four FD numbers and yet thereafter received message tghat number or letters after a 'slash' are missing (FD number has no 'slash,Not verified,Originally posted on bosch-home.com,4.0
26-02-18,83132192,dw,dishwasher,BOSCH,300_series,SHE53C82N_SHE53C86N_SHS43CF5N_SHV53CM3N,,us,retail,lowes,,Neutral,use,,This is the third Bosch dishwasher we have owned.,"[ Newer doesn't always mean better ] || ---------------- || This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The ""middle"" rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.","[ Newer doesn't always mean better ] || ---------------- || [This review was collected as part of a promotion.] This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The 'middle' rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.",Not verified,Originally posted on bosch-home.com,4.0
26-02-18,83132192,dw,dishwasher,BOSCH,300_series,SHE53C82N_SHE53C86N_SHS43CF5N_SHV53CM3N,,us,retail,lowes,,Positive,use,,"We were satisfied with the previous two, but the third is a mixed bag of good and bad.","[ Newer doesn't always mean better ] || ---------------- || This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The ""middle"" rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.","[ Newer doesn't always mean better ] || ---------------- || [This review was collected as part of a promotion.] This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The 'middle' rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.",Not verified,Originally posted on bosch-home.com,4.0
26-02-18,83132192,dw,dishwasher,BOSCH,300_series,SHE53C82N_SHE53C86N_SHS43CF5N_SHV53CM3N,,us,retail,lowes,,Neutral,decide,Easy_Use,We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked.,"[ Newer doesn't always mean better ] || ---------------- || This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The ""middle"" rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.","[ Newer doesn't always mean better ] || ---------------- || [This review was collected as part of a promotion.] This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The 'middle' rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.",Not verified,Originally posted on bosch-home.com,4.0
26-02-18,83132192,dw,dishwasher,BOSCH,300_series,SHE53C82N_SHE53C86N_SHS43CF5N_SHV53CM3N,,us,retail,lowes,,Neutral,use,Easy_Use,"We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (","[ Newer doesn't always mean better ] || ---------------- || This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The ""middle"" rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.","[ Newer doesn't always mean better ] || ---------------- || [This review was collected as part of a promotion.] This is the third Bosch dishwasher we have owned. We were satisfied with the previous two, but the third is a mixed bag of good and bad. We opted for the model with the controls on the top of the door because that was the only version with the bottom rack we liked. We would have preferred the version with front controls, but that model was only available with the smaller silverware basket. (We like the long basket that sits on the right side of the rack.) While the top controls give a sleek, clean look to the dishwasher, that was not important to us. Because of the placement, we often accidentally touch one or more of the controls. That never happened with the controls on the front. The top controls do not have a delay feature. To set a delay, you need to download an app on your phone, pair the app with the dishwasher, and basically make the dishwasher a smart appliance. The simplicity of the previous models we owned was ideal. Our lives are so intruded by the internet, I don't want another thing that requires an app just to set a 4-hour delay. With that rant aside, we do appreciate the cleaning ability of the dishwasher. We also like the new shallow rack at the top that allows us to wash small custard cups, serving utensils that don't fit in the silverware basket, and other non-standard items. The 'middle' rack still holds mainly drinkware and food storage containers, but it can be adjusted so that the left and right sides are at different levels. The flexibility to load taller items using this feature is nice, but the rack feels wobbly as you move it back and forth. Fortunately, it hasn't come loose yet. Noise-wise, the door seems less insulated, so the noise levels are slightly higher, but not enough to be disturbing. In summary, if you want simplicity, you may be disappointed with the newer features of this dishwasher, but with time you will probably adjust your expectations and learn to appreciate that this dishwasher still cleans like a Bosch.",Not verified,Originally posted on bosch-home.com,4.0
