Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-10-25,65777191,dw,builtin,SAMSUNG,BESPOKE,DW60BB800UAP,ASIA,kr,retail,naver_shop,,Positive,use,,It was easy to clean as well.,[ It was easy to use and the machine made little noise when in use. It was easy to clean as well. ] || ---------------- || It was easy to use and the machine made little noise when in use. It was easy to clean as well.,[ 사용 간편하고 기계 사용할 때 소음도 적어 좋았어요. 세척도 깨끗하게 잘 됩니다 ] || ---------------- || 사용 간편하고 기계 사용할 때 소음도 적어 좋았어요. 세척도 깨끗하게 잘 됩니다,,,5.0
24-10-24,65753484,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,"It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes. It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes.  It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.",,,4.0
24-10-24,65753484,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,bosch_home_us,,Negative,use,Durability,"That said, we don't feel like the bold is as solid as the Thermidor this replaced.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes. It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes.  It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.",,,4.0
24-10-24,65753484,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,bosch_home_us,,Positive,,Price,"But, the Bosch does cost less.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes. It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes.  It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.",,,4.0
24-10-24,65753484,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,bosch_home_us,,Positive,,Service,"But, the Bosch does cost less.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes. It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.","[ Better Than Most ] || ---------------- || This is about the seventh dishwasher we've had in as many homes.  It's very quiet and does a nice job of cleaning and drying, but some lessons learned were necessary to tweak settings and adjustments to get best results. That said, we don't feel like the bold is as solid as the Thermidor this replaced. But, the Bosch does cost less.",,,4.0
24-10-24,72947096,dw,builtin,LG,Objet_collection,DUBJ1EP,ASIA,kr,retail,lg_com_kr,,Positive,deliver,Delivery_Installation,It was delivered on schedule.,It was delivered on schedule.,정해진 일정에 잘 배송되었습니다.,Not verified,,5.0
24-10-24,65754710,dw,top_control,BOSCH,benchmark,SHV9PCM3N,,us,retail,bosch_home_us,,Neutral,replace,Service,We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up.,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than two Months. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panelOn my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than twoMonths. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,,,3.0
24-10-24,65754710,dw,top_control,BOSCH,benchmark,SHV9PCM3N,,us,retail,bosch_home_us,,Negative,maintain,Durability,I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months.,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than two Months. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panelOn my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than twoMonths. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,,,3.0
24-10-24,65754710,dw,top_control,BOSCH,benchmark,SHV9PCM3N,,us,retail,bosch_home_us,,Negative,maintain,Service,Apparently this was a known issue and the part was on back order for more than two Months.,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than two Months. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panelOn my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than twoMonths. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,,,3.0
24-10-24,65754710,dw,top_control,BOSCH,benchmark,SHV9PCM3N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right.,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than two Months. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panelOn my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than twoMonths. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,,,3.0
24-10-24,65754710,dw,top_control,BOSCH,benchmark,SHV9PCM3N,,us,retail,bosch_home_us,,Neutral,use,Noise_Vibration,You can't tell when the cycle has finished.,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than two Months. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panelOn my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than twoMonths. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,,,3.0
24-10-24,65754710,dw,top_control,BOSCH,benchmark,SHV9PCM3N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panel On my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than two Months. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,[ Complicated and too difficult to navigate ] || ---------------- || We replaced our dishwasher with a Bosch and I actually went so far as to call the dealer to tell them to pick it up. I have a panelOn my dishwasher and the lever that control the entire door was a plastic pulley that broke within two months. Apparently this was a known issue and the part was on back order for more than twoMonths. Now - no one can figure out how to make sure the thing continues its cycle and the door has to be closed just right. You can't tell when the cycle has finished. I wish for real buttons and not contact pads and more,,,3.0
24-10-24,72958826,dw,builtin,LG,Objet_collection,DUBJ2EA,ASIA,kr,retail,lg_com_kr,,Positive,use,,"It goes so well with the microwave oven, thank you","It goes so well with the microwave oven, thank you",광파오븐과 너무 잘 어울려요 감사합니다,Not verified,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,,Delivery_Installation,"When we moved into our new home, the builder olny used GE Appliances (was not all that happy).","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,,Service,"When we moved into our new home, the builder olny used GE Appliances (was not all that happy).","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,,One by one our appliances have lived up to the poor GE quality we have unfortunately come to know.,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,replace,Service,We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher.,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Very Positive,aware,,It came highly recommended by friends & family.,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,,Absolutley love everything about the dishwasher.,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Very Positive,use,Design,We just bought the Series 800 microwave and we are blown away by the way it works and looks.,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,use,,Never really thought there is much of a difference in microwaves until we became Bosch customers.,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Service,"Everything Bosch, thus far, is far surperior to any other brand we have had in our homes.","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756026,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,,,Next will be the the stove!,"[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!","[ Love Bosch ] || ---------------- || When we moved into our new home, the builder olny used GE Appliances (was not all that happy). One by one our appliances have lived up to the poor GE quality we have unfortunately come to know. We started replacing the GE(s) and the first is our Bosch Series 800 Dishwasher. It came highly recommended by friends & family. Absolutley love everything about the dishwasher. We just bought the Series 800 Microwave and we are blown away by the way it works and looks. Never really thought there is much of a difference in microwaves until we became Bosch customers. Everything Bosch, thus far, is far surperior to any other brand we have had in our homes. Next will be the the stove!",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Design,"Very quiet, cleans well, looks great!","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"Very quiet, cleans well, looks great!","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Design,Not thrilled with the silverware drawer design.,"[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Not thrilled with the silverware drawer design.,"[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,replace,,Ended up removing it.,"[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,onboard,Delivery_Installation,Easy install.,"[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756032,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Easy_Use,The associated app works well if you want to use it.,"[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great! Not thrilled with the silverware drawer design. Ended up removing it. Easy install. The associated app works well if you want to use it.","[ Replaced a GE profile ] || ---------------- || Very quiet, cleans well, looks great!  Not thrilled with the silverware drawer design.  Ended up removing it.  Easy install. The associated app works well if you want to use it.",,,5.0
24-10-24,65756038,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,Product operation is very quiet as was our previous dishwasher.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher. Flatware carry was too small so we purchased another carrier. Overall satisfaction. Configuration for bowls and plates can be improved to accomodate the mixes.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher.  Flatware carry was too small so we purchased another carrier.  Overall satisfaction.  Configuration for bowls and plates can be improved to accomodate the mixes.,,,4.0
24-10-24,65756038,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,replace,Design,Flatware carry was too small so we purchased another carrier.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher. Flatware carry was too small so we purchased another carrier. Overall satisfaction. Configuration for bowls and plates can be improved to accomodate the mixes.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher.  Flatware carry was too small so we purchased another carrier.  Overall satisfaction.  Configuration for bowls and plates can be improved to accomodate the mixes.,,,4.0
24-10-24,65756038,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,,,Overall satisfaction.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher. Flatware carry was too small so we purchased another carrier. Overall satisfaction. Configuration for bowls and plates can be improved to accomodate the mixes.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher.  Flatware carry was too small so we purchased another carrier.  Overall satisfaction.  Configuration for bowls and plates can be improved to accomodate the mixes.,,,4.0
24-10-24,65756038,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,Configuration for bowls and plates can be improved to accomodate the mixes.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher. Flatware carry was too small so we purchased another carrier. Overall satisfaction. Configuration for bowls and plates can be improved to accomodate the mixes.,[ Dishwasher ] || ---------------- || Product operation is very quiet as was our previous dishwasher.  Flatware carry was too small so we purchased another carrier.  Overall satisfaction.  Configuration for bowls and plates can be improved to accomodate the mixes.,,,4.0
24-10-24,65756037,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Very Positive,use,,This dishwasher is fantastic.,"[ Bosch 800 Series Dishwasher ] || ---------------- || This dishwasher is fantastic. It works everytime with no issues. You have to remember the third rack when you get items out. I didn't have this feature before. It is so quiet that you don't even know that it is on, except for the on light. I'm not real sure about the silverware basket yet. It is not as easy to get items into and out of, but it works. The dishwasher overall is great, just hope it lasts as long a time like my previous one. I had a Bosch at a prior house that was over 20 years old and still going strong.","[ Bosch 800 Series Dishwasher ] || ---------------- || This dishwasher is fantastic.  It works everytime with no issues.  You have to remember the third rack when you get items out.  I didn't have this feature before.  It is so quiet that you don't even know that it is on, except for the on light.  I'm not real sure about the silverware basket yet.  It is not as easy to get items into and out of, but it works.  The dishwasher overall is great, just hope it lasts as long a time like my previous one.  I had a Bosch at a prior house that was over 20 years old and still going strong.",,,5.0
