Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-11-24,56955923,dw,front_control,BOSCH,6_series,SMS6HAI02A,ASIA,au,retail,bosch_home_au,,Neutral,,Service,"I also bought extended warranty for the new Bosch, although I note it is an extra 36 mths now, not 48 mths.","[ Replacement, chose the same again ] || ---------------- || This new improved Bosch dishwasher is a free replacement for my previous Bosch dishwasher that lasted one month short of its 6 yr extended warranty! I am very glad I took the offer and acted on it promptly. I was so pleased with my previous Bosch that I did not look at other brands, but just MADE SURE (as per the technician's instructions) to buy one with a SSt floor and get one with a stamped model/SN on the top edge of the door, NOT a sticker on the side edge of the door. I also bought extended warranty for the new Bosch, although I note it is an extra 36 mths now, not 48 mths. I note that the cutlery basket no longer leaves a 'gap' when removed as it can fit over dish dividers all along the front bottom sliding tray. Thanks Bosch for quality machines.","[ Replacement, chose the same again ] || ---------------- || This new improved Bosch dishwasher is a free replacement for my previous Bosch dishwasher that lasted one month short of its 6 yr extended warranty! I am very glad I took the offer and acted on it promptly. I was so pleased with my previous Bosch that I did not look at other brands, but just MADE SURE (as per the technician's instructions) to buy one with a SSt floor and get one with a stamped model/SN on the top edge of the door, NOT a sticker on the side edge of the door. I also bought extended warranty for the new Bosch, although I note it is an extra 36 mths now, not 48 mths. I note that the cutlery basket no longer leaves a 'gap' when removed as it can fit over dish dividers all along the front bottom sliding tray. Thanks Bosch for quality machines.",,,5.0
23-11-24,56992884,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,bosch_home_au,,Neutral,,Service,Most of our appliances are Bosch.,[ The best!  ] || ---------------- || My first dishwasher was an old second hand Bosch that never missed a beat. We bought a new home that already had fisher and paykel dishdraw and after a few years needed replacing. We decided to get the same as it was easy to know it fit in the spot. It gave us nothing but trouble and the fisher and paykel service was unbelievably bad. We now have replaced that with a Bosch and we couldnt be happier. So reliable. Most of our appliances are Bosch.,[ The best!!! ] || ---------------- || My first dishwasher was an old second hand Bosch that never missed a beat.  We bought a new home that already had fisher and paykel dishdraw and after a few years needed replacing.  We decided to get the same as it was easy to know it fit in the spot.  It gave us nothing but trouble and the fisher and paykel service was unbelievably bad. We now have replaced that with a Bosch and we couldnt be happier.  So reliable.  Most of our appliances are Bosch.,,,5.0
23-11-24,56999411,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,,Very good.,[ Very good ] || ---------------- || Very good. I'm happy.,[ Muy bien ] || ---------------- || Muy bien. Estoy contenta.,,,5.0
23-11-24,56999411,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,,,I'm happy.,[ Very good ] || ---------------- || Very good. I'm happy.,[ Muy bien ] || ---------------- || Muy bien. Estoy contenta.,,,5.0
23-11-24,56999410,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,I liked it because of how quiet it is and also the washes are exceptional.,[ highly recommended ] || ---------------- || I liked it because of how quiet it is and also the washes are exceptional.,[ muy recomendable ] || ---------------- || me ha gustado por lo silencioso que es y ademas los lavados son excepcionales,,,5.0
23-11-24,56999410,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,I liked it because of how quiet it is and also the washes are exceptional.,[ highly recommended ] || ---------------- || I liked it because of how quiet it is and also the washes are exceptional.,[ muy recomendable ] || ---------------- || me ha gustado por lo silencioso que es y ademas los lavados son excepcionales,,,5.0
23-11-24,56999416,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,Many programs and silent,[ GOOD! ] || ---------------- || Many programs and silent,[ Bien! ] || ---------------- || Muchos programas y silencioso,,,4.0
23-11-24,56999408,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Neutral,"purchase,replace",Easy_Use,We acquired this dishwasher because the one we previously had was many years old and could not be programmed.,"[ SPECTACULAR DISHWASHER! ] || ---------------- || We acquired this dishwasher because the one we previously had was many years old and could not be programmed. This model gives you all kinds of facilities since you can program the start on a delayed basis, or even activate it remotely from your mobile phone via APP, it is very practical, we always forgot activate it when we had free daylight hours or we were not at home, now we will no longer have that problem, the finish looks quality, good materials, a design from a top range and very modular, it does not have a cutlery tray, but we In our case we prefer it this way since if you have a lot of things to wash you can also use the upper tray for taller utensils that would not fit if you had the cutlery tray, a great success!","[ LAVAVAJILLAS ESPECTACULAR! ] || ---------------- || Adquirimos este lavavajillas ya que el que teniamos previamente tenia muchos años y no podia programarse, este modelo te da todo tipo de facilidades ya que puedes programar el comienzo en diferido, o incluso activarlo remotamente desde el movil via APP, es muy practico, siempre olvidabamos activarlo cuando teniamos las horas de luz gratuitas o no nos encontrabamos en casa, ahora ya no tendremos ese problema, el acabado se ve de calida, buenos materiales, un diseño de un gama top y muy modulable, no tiene bandeja de cubiertos, pero nosotros en nuestro caso lo preferimos asi ya que en caso de tener muchas cosas que lavar puedes usar tambien la bandeja superior para utensilios mas altos y que no cabrian en caso de tener la bandeja de cubiertos, todo un acierto!",,,5.0
23-11-24,56999408,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Design,"This model gives you all kinds of facilities since you can program the start on a delayed basis, or even activate it remotely from your mobile phone via APP, it is very practical, we always forgot activate it when we had free daylight hours or we were not at home, now we will no longer have that problem, the finish looks quality, good materials, a design from a top range and very modular, it does not have a cutlery tray, but we In our case we prefer it this way since if you have a lot of things to wash you can also use the upper tray for taller utensils that would not fit if you had the cutlery tray, a great success!","[ SPECTACULAR DISHWASHER! ] || ---------------- || We acquired this dishwasher because the one we previously had was many years old and could not be programmed. This model gives you all kinds of facilities since you can program the start on a delayed basis, or even activate it remotely from your mobile phone via APP, it is very practical, we always forgot activate it when we had free daylight hours or we were not at home, now we will no longer have that problem, the finish looks quality, good materials, a design from a top range and very modular, it does not have a cutlery tray, but we In our case we prefer it this way since if you have a lot of things to wash you can also use the upper tray for taller utensils that would not fit if you had the cutlery tray, a great success!","[ LAVAVAJILLAS ESPECTACULAR! ] || ---------------- || Adquirimos este lavavajillas ya que el que teniamos previamente tenia muchos años y no podia programarse, este modelo te da todo tipo de facilidades ya que puedes programar el comienzo en diferido, o incluso activarlo remotamente desde el movil via APP, es muy practico, siempre olvidabamos activarlo cuando teniamos las horas de luz gratuitas o no nos encontrabamos en casa, ahora ya no tendremos ese problema, el acabado se ve de calida, buenos materiales, un diseño de un gama top y muy modulable, no tiene bandeja de cubiertos, pero nosotros en nuestro caso lo preferimos asi ya que en caso de tener muchas cosas que lavar puedes usar tambien la bandeja superior para utensilios mas altos y que no cabrian en caso de tener la bandeja de cubiertos, todo un acierto!",,,5.0
23-11-24,56999408,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"This model gives you all kinds of facilities since you can program the start on a delayed basis, or even activate it remotely from your mobile phone via APP, it is very practical, we always forgot activate it when we had free daylight hours or we were not at home, now we will no longer have that problem, the finish looks quality, good materials, a design from a top range and very modular, it does not have a cutlery tray, but we In our case we prefer it this way since if you have a lot of things to wash you can also use the upper tray for taller utensils that would not fit if you had the cutlery tray, a great success!","[ SPECTACULAR DISHWASHER! ] || ---------------- || We acquired this dishwasher because the one we previously had was many years old and could not be programmed. This model gives you all kinds of facilities since you can program the start on a delayed basis, or even activate it remotely from your mobile phone via APP, it is very practical, we always forgot activate it when we had free daylight hours or we were not at home, now we will no longer have that problem, the finish looks quality, good materials, a design from a top range and very modular, it does not have a cutlery tray, but we In our case we prefer it this way since if you have a lot of things to wash you can also use the upper tray for taller utensils that would not fit if you had the cutlery tray, a great success!","[ LAVAVAJILLAS ESPECTACULAR! ] || ---------------- || Adquirimos este lavavajillas ya que el que teniamos previamente tenia muchos años y no podia programarse, este modelo te da todo tipo de facilidades ya que puedes programar el comienzo en diferido, o incluso activarlo remotamente desde el movil via APP, es muy practico, siempre olvidabamos activarlo cuando teniamos las horas de luz gratuitas o no nos encontrabamos en casa, ahora ya no tendremos ese problema, el acabado se ve de calida, buenos materiales, un diseño de un gama top y muy modulable, no tiene bandeja de cubiertos, pero nosotros en nuestro caso lo preferimos asi ya que en caso de tener muchas cosas que lavar puedes usar tambien la bandeja superior para utensilios mas altos y que no cabrian en caso de tener la bandeja de cubiertos, todo un acierto!",,,5.0
23-11-24,56999407,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"Variety of programs that adapt to needs, cleans very well even in the softest and shortest programs, very low electricity and water consumption and is very quiet","[ Adaptability, cleans very well and quiet ] || ---------------- || Variety of programs that adapt to needs, cleans very well even in the softest and shortest programs, very low electricity and water consumption and is very quiet","[ Adaptabilidad, limpia muy bien y silencioso ] || ---------------- || Variedad de programas que se adaptan a las necesidades, limpia muy bien incluso en los programas más suaves y cortos, consumo eléctrico y de agua muy contenido y es muy silencioso",,,4.0
23-11-24,56999407,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"Variety of programs that adapt to needs, cleans very well even in the softest and shortest programs, very low electricity and water consumption and is very quiet","[ Adaptability, cleans very well and quiet ] || ---------------- || Variety of programs that adapt to needs, cleans very well even in the softest and shortest programs, very low electricity and water consumption and is very quiet","[ Adaptabilidad, limpia muy bien y silencioso ] || ---------------- || Variedad de programas que se adaptan a las necesidades, limpia muy bien incluso en los programas más suaves y cortos, consumo eléctrico y de agua muy contenido y es muy silencioso",,,4.0
23-11-24,56999468,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Neutral,,Design,We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances.,"[ Great ] || ---------------- || We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances. It is very modern, quiet and washes wonderfully. It also has Wi-Fi and can be connected from your mobile. Totally recommended brand","[ Excelente ] || ---------------- || Venimos de otro Bosch que tenia casi 20 años y seguia funcionando a la perfección pero hemos querido modernizar los electrodomésticos de la cocina. Es muy moderno, silencioso y lava de maravilla. Además tiene wifi y se puede conectar desde el móvil. Marca totalmente recomendable",,,5.0
23-11-24,56999468,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Design,"It is very modern, quiet and washes wonderfully.","[ Great ] || ---------------- || We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances. It is very modern, quiet and washes wonderfully. It also has Wi-Fi and can be connected from your mobile. Totally recommended brand","[ Excelente ] || ---------------- || Venimos de otro Bosch que tenia casi 20 años y seguia funcionando a la perfección pero hemos querido modernizar los electrodomésticos de la cocina. Es muy moderno, silencioso y lava de maravilla. Además tiene wifi y se puede conectar desde el móvil. Marca totalmente recomendable",,,5.0
23-11-24,56999468,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"It is very modern, quiet and washes wonderfully.","[ Great ] || ---------------- || We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances. It is very modern, quiet and washes wonderfully. It also has Wi-Fi and can be connected from your mobile. Totally recommended brand","[ Excelente ] || ---------------- || Venimos de otro Bosch que tenia casi 20 años y seguia funcionando a la perfección pero hemos querido modernizar los electrodomésticos de la cocina. Es muy moderno, silencioso y lava de maravilla. Además tiene wifi y se puede conectar desde el móvil. Marca totalmente recomendable",,,5.0
23-11-24,56999468,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"It is very modern, quiet and washes wonderfully.","[ Great ] || ---------------- || We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances. It is very modern, quiet and washes wonderfully. It also has Wi-Fi and can be connected from your mobile. Totally recommended brand","[ Excelente ] || ---------------- || Venimos de otro Bosch que tenia casi 20 años y seguia funcionando a la perfección pero hemos querido modernizar los electrodomésticos de la cocina. Es muy moderno, silencioso y lava de maravilla. Además tiene wifi y se puede conectar desde el móvil. Marca totalmente recomendable",,,5.0
23-11-24,56999468,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Neutral,use,Easy_Use,It also has wifi and can be connected from your mobile.,"[ Great ] || ---------------- || We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances. It is very modern, quiet and washes wonderfully. It also has Wi-Fi and can be connected from your mobile. Totally recommended brand","[ Excelente ] || ---------------- || Venimos de otro Bosch que tenia casi 20 años y seguia funcionando a la perfección pero hemos querido modernizar los electrodomésticos de la cocina. Es muy moderno, silencioso y lava de maravilla. Además tiene wifi y se puede conectar desde el móvil. Marca totalmente recomendable",,,5.0
23-11-24,56999468,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Very Positive,,,Totally recommended brand,"[ Great ] || ---------------- || We come from another Bosch that was almost 20 years old and was still working perfectly but we wanted to modernize the kitchen appliances. It is very modern, quiet and washes wonderfully. It also has Wi-Fi and can be connected from your mobile. Totally recommended brand","[ Excelente ] || ---------------- || Venimos de otro Bosch que tenia casi 20 años y seguia funcionando a la perfección pero hemos querido modernizar los electrodomésticos de la cocina. Es muy moderno, silencioso y lava de maravilla. Además tiene wifi y se puede conectar desde el móvil. Marca totalmente recomendable",,,5.0
23-11-24,56999498,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,"purchase,use",,I recently purchased this dishwasher and I couldn't be happier.,"[ A dishwasher of 10 ] || ---------------- || I recently purchased this dishwasher and I couldn't be happier. It is super quiet, very easy to use, energy saving","[ Un lavavajillas de 10 ] || ---------------- || He adquirido recientemente este lavavajillas y no puedo estar mas contenta. Es super silencioso, muy fácil de usar, ahorro de energía",,,5.0
23-11-24,56999498,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"It is super quiet, very easy to use, energy saving","[ A dishwasher of 10 ] || ---------------- || I recently purchased this dishwasher and I couldn't be happier. It is super quiet, very easy to use, energy saving","[ Un lavavajillas de 10 ] || ---------------- || He adquirido recientemente este lavavajillas y no puedo estar mas contenta. Es super silencioso, muy fácil de usar, ahorro de energía",,,5.0
23-11-24,56999498,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"It is super quiet, very easy to use, energy saving","[ A dishwasher of 10 ] || ---------------- || I recently purchased this dishwasher and I couldn't be happier. It is super quiet, very easy to use, energy saving","[ Un lavavajillas de 10 ] || ---------------- || He adquirido recientemente este lavavajillas y no puedo estar mas contenta. Es super silencioso, muy fácil de usar, ahorro de energía",,,5.0
23-11-24,56999498,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,Product_Satisfaction,"It is super quiet, very easy to use, energy saving","[ A dishwasher of 10 ] || ---------------- || I recently purchased this dishwasher and I couldn't be happier. It is super quiet, very easy to use, energy saving","[ Un lavavajillas de 10 ] || ---------------- || He adquirido recientemente este lavavajillas y no puedo estar mas contenta. Es super silencioso, muy fácil de usar, ahorro de energía",,,5.0
23-11-24,56999651,dw,front_control,BOSCH,4_series,SMS4EKW00E,EU,es,retail,bosch_home_es,,Positive,use,,The device seems good to me,[ Good Jesus ] || ---------------- || The device seems good to me,[ Buena Jesus ] || ---------------- || El aparato me parece bueno,,,5.0
