Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-10-31,56308346,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,decide,Easy_Use,"We contemplated buying another two-drawer, but after our research, we found the features available on our new Bosch Serie 6, are really quite superior to that of its predecesscor, so in the end, the decision was easy!","[ Replacement for a well-known, good brand. ] || ---------------- || Although only owning our new dishwasher for a few days now, the Bosch Serie 6 Underbench Dishwasher is already living up to its reputation of being a quiet runner, but also and definately, a quiet winner! I have one or two more things to do to finish off the installation, but my wife and I are already very happy with the performance and looks. After weighing up all the pros and cons, we decided to replace our trusty (but almost dead), two-drawer dishwasher with the Bosch. We contemplated buying another two-drawer, but after our research, we found the features available on our new Bosch Serie 6, are really quite superior to that of its predecesscor, so in the end, the decision was easy! In conclusion, we would definately recommend the Bosch Serie 6 as your next dishwasher, and as addition to your family, too! :-)","[ Replacement for a well-known, good brand. ] || ---------------- || Although only owning our new dishwasher for a few days now, the Bosch Serie 6 Underbench Dishwasher is already living up to its reputation of being a quiet runner, but also and definately, a quiet winner!I have one or two more things to do to finish off the installation, but my wife and I are already very happy with the performance and looks. After weighing up all the pros and cons, we decided to replace our trusty (but almost dead), two-drawer dishwasher with the Bosch. We contemplated buying another two-drawer, but after our research, we found the features available on our new Bosch Serie 6, are really quite superior to that of its predecesscor, so in the end, the decision was easy!In conclusion, we would definately recommend the Bosch Serie 6 as your next dishwasher, and as addition to your family, too! :-)",,,5.0
23-10-31,56308991,dw,front_control,BOSCH,SMS6HCW01A,SMS6HCW01A,ASIA,au,retail,bosch_home_au,,Negative,use,Easy_Use,"However, the touchscreen is a bit unresponsive.","[ Almost perfect ] || ---------------- || All features are excellent to use. Easy to install as well. However, the touchscreen is a bit unresponsive.","[ Almost perfect ] || ---------------- || All features are excellent to use. Easy to install as well. However, the touchscreen is a bit unresponsive.",,,5.0
23-10-31,56309042,dw,front_control,LG,quadwash,LDFN4542W,,ci,retail,thebrick,,Positive,use,Easy_Use,Third row top rack is a nice feature.,[ Very happy with purchase ] || ---------------- || Third row top rack is a nice feature. The bottom is spacious enough to fit large pots and pans. Normal cycle runs 2.5 hours.,[ Very happy with purchase ] || ---------------- || Third row top rack is a nice feature. The bottom is spacious enough to fit large pots and pans. Normal cycle runs 2.5 hours.,,,5.0
23-10-31,56309042,dw,front_control,LG,quadwash,LDFN4542W,,ci,retail,thebrick,,Positive,use,Design,The bottom is spacious enough to fit large pots and pans.,[ Very happy with purchase ] || ---------------- || Third row top rack is a nice feature. The bottom is spacious enough to fit large pots and pans. Normal cycle runs 2.5 hours.,[ Very happy with purchase ] || ---------------- || Third row top rack is a nice feature. The bottom is spacious enough to fit large pots and pans. Normal cycle runs 2.5 hours.,,,5.0
23-10-31,56309042,dw,front_control,LG,quadwash,LDFN4542W,,ci,retail,thebrick,,Neutral,use,Easy_Use,Normal cycle runs 2.5 hours.,[ Very happy with purchase ] || ---------------- || Third row top rack is a nice feature. The bottom is spacious enough to fit large pots and pans. Normal cycle runs 2.5 hours.,[ Very happy with purchase ] || ---------------- || Third row top rack is a nice feature. The bottom is spacious enough to fit large pots and pans. Normal cycle runs 2.5 hours.,,,5.0
23-10-31,56309053,dw,front_control,LG,quadwash,LDFN4542W,,ci,retail,thebrick,,Positive,,Delivery_Installation,Brick people were a pleasure to deal with.,"[ Good product, Terrible delivery & Install ] || ---------------- || Brick people were a pleasure to deal with. Purchased a delivery, install and take away with a 3rd party and had issues with all of the above.","[ Good product, Terrible delivery & Install ] || ---------------- || Brick people were a pleasure to deal with.  Purchased a delivery, install and take away with a 3rd party and had issues with all of the above.",,,2.0
23-10-31,56309053,dw,front_control,LG,quadwash,LDFN4542W,,ci,retail,thebrick,,Negative,"deliver,onboard,purchase",Delivery_Installation,"Purchased a delivery, install and take away with a 3rd party and had issues with all of the above.","[ Good product, Terrible delivery & Install ] || ---------------- || Brick people were a pleasure to deal with. Purchased a delivery, install and take away with a 3rd party and had issues with all of the above.","[ Good product, Terrible delivery & Install ] || ---------------- || Brick people were a pleasure to deal with.  Purchased a delivery, install and take away with a 3rd party and had issues with all of the above.",,,2.0
23-10-31,56309900,dw,front_control,BOSCH,2_series,SMS2ITW01A,ASIA,au,retail,bosch_home_au,,Positive,use,Easy_Use,This dishwasher is very user friendly and performs justs as well as more expensive brands.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,,,5.0
23-10-31,56309900,dw,front_control,BOSCH,2_series,SMS2ITW01A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Washing,This dishwasher is very user friendly and performs justs as well as more expensive brands.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,,,5.0
23-10-31,56309900,dw,front_control,BOSCH,2_series,SMS2ITW01A,ASIA,au,retail,bosch_home_au,,Positive,use,Price,This dishwasher is very user friendly and performs justs as well as more expensive brands.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,,,5.0
23-10-31,56309900,dw,front_control,BOSCH,2_series,SMS2ITW01A,ASIA,au,retail,bosch_home_au,,Positive,purchase,Price,It is also priced at an affordable and competitive level.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,[ Good user friendly dishwasher ] || ---------------- || This dishwasher is very user friendly and performs justs as well as more expensive brands. It is also priced at an affordable and competitive level.,,,5.0
23-10-31,56310044,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,"purchase,use",,"Actually, We purchased this dishwasher TWO years ago.","[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago. I was thrilled with it's performance in the beginning. Then several things started going wrong. To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.","[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago.  I was thrilled with it's performance in the beginning.  Then several things started going wrong.  To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.",,,2.0
23-10-31,56310044,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,I was thrilled with it's performance in the beginning.,"[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago. I was thrilled with it's performance in the beginning. Then several things started going wrong. To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.","[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago.  I was thrilled with it's performance in the beginning.  Then several things started going wrong.  To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.",,,2.0
23-10-31,56310044,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Negative,,Durability,Then several things started going wrong.,"[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago. I was thrilled with it's performance in the beginning. Then several things started going wrong. To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.","[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago.  I was thrilled with it's performance in the beginning.  Then several things started going wrong.  To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.",,,2.0
23-10-31,56310044,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,maintain,Service,"To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.","[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago. I was thrilled with it's performance in the beginning. Then several things started going wrong. To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.","[ Not a fan ] || ---------------- || Actually, We purchased this dishwasher TWO years ago.  I was thrilled with it's performance in the beginning.  Then several things started going wrong.  To date we have had at least 4 services calls and another one scheduled for Monday, Nov 6.",,,2.0
23-10-31,56310048,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,onboard,Delivery_Installation,It has been a month since I installed my new dishwasher.,"[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.",,,5.0
23-10-31,56310048,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,Everything is better than my old Bose.,"[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.",,,5.0
23-10-31,56310048,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Easy_Use,"Quieter, 3rd rack, flexible rake arrangement, reliable start.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.",,,5.0
23-10-31,56310048,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Noise_Vibration,"Quieter, 3rd rack, flexible rake arrangement, reliable start.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.",,,5.0
23-10-31,56310048,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,,Durability,I hope I will last many years to come.,"[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.","[ Works great ] || ---------------- || It has been a month since I installed my new dishwasher. Everything is better than my old Bose. Quieter, 3rd rack, flexible rake arrangement, reliable start. I hope I will last many years to come.",,,5.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Noise_Vibration,Very quiet!,"[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Very Positive,use,Noise_Vibration,We were amazed how quiet this dishwasher is.,"[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,use,Noise_Vibration,Hardly know it running.,"[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Design,We like the design.,"[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Very Positive,use,Design,This dishwasher has the best designed 3rd shelf of any machine we looked at.,"[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Very Positive,use,Easy_Use,This dishwasher has the best designed 3rd shelf of any machine we looked at.,"[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Design,"It practical in that it can hold cups and bowls, not just flatware and kitchen utensils.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,onboard,Delivery_Installation,"It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
23-10-31,56310043,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,"onboard,use",Delivery_Installation,"Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.","[ Best 3rd Rack Design ] || ---------------- || Very quiet! We were amazed how quiet this dishwasher is. Hardly know it running. We like the design. This dishwasher has the best designed 3rd shelf of any machine we looked at. It practical in that it can hold cups and bowls, not just flatware and kitchen utensils. It would be a 5-Star rating if not for the installation instructions and where the connections are made for water, electricity and wastewater. Now the installation is over with, we really enjoy this dishwasher.",,,4.0
